城市,新增,注销,净增加
三亚市,1,0.0,1
三明市,1,0.0,1
上海市,180,1.0,179
上饶市,1,0.0,1
东莞市,7,0.0,7
东营市,6,0.0,6
中卫市,1,0.0,1
中山市,8,0.0,8
临汾市,1,0.0,1
临沂市,6,0.0,6
丹东市,2,0.0,2
丽水市,3,0.0,3
丽江市,1,0.0,1
乌鲁木齐市,16,0.0,16
九江市,4,0.0,4
云浮市,1,0.0,1
佛山市,18,0.0,18
佳木斯市,1,0.0,1
保定市,2,0.0,2
克拉玛依市,2,0.0,2
六盘水市,1,0.0,1
兰州市,16,0.0,16
兴安盟,1,0.0,1
内江市,3,0.0,3
凉山彝族自治州,1,0.0,1
包头市,3,0.0,3
北京市,315,0.0,315
北海市,1,0.0,1
十堰市,2,0.0,2
南京市,60,0.0,60
南充市,2,0.0,2
南宁市,14,0.0,14
南昌市,10,0.0,10
南通市,10,0.0,10
南阳市,3,0.0,3
厦门市,43,0.0,43
台州市,3,0.0,3
合肥市,22,0.0,22
吉林市,1,0.0,1
呼和浩特市,5,0.0,5
咸阳市,2,0.0,2
哈尔滨市,11,0.0,11
唐山市,7,0.0,7
嘉兴市,7,0.0,7
四平市,1,0.0,1
大庆市,2,0.0,2
大连市,18,0.0,18
天水市,2,0.0,2
天津市,42,0.0,42
太原市,20,0.0,20
威海市,4,0.0,4
娄底市,3,0.0,3
孝感市,1,0.0,1
宁波市,20,0.0,20
安庆市,2,0.0,2
安康市,2,0.0,2
宜宾市,2,0.0,2
宜昌市,6,0.0,6
宜春市,3,0.0,3
宝鸡市,3,0.0,3
宿州市,3,0.0,3
岳阳市,2,0.0,2
崇左市,1,0.0,1
巴音郭楞蒙古自治州,6,0.0,6
常州市,9,0.0,9
常德市,1,0.0,1
平凉市,1,0.0,1
广元市,1,0.0,1
广州市,169,1.0,168
庆阳市,2,0.0,2
廊坊市,7,0.0,7
延边朝鲜族自治州,1,0.0,1
开封市,1,0.0,1
张家界市,1,0.0,1
徐州市,2,0.0,2
德州市,1,0.0,1
怀化市,2,0.0,2
恩施土家族苗族自治州,2,0.0,2
惠州市,6,0.0,6
成都市,74,0.0,74
扬州市,5,0.0,5
抚顺市,1,0.0,1
拉萨市,3,0.0,3
新乡市,4,0.0,4
新余市,1,0.0,1
无锡市,28,0.0,28
日照市,4,0.0,4
昆明市,21,0.0,21
昭通市,1,0.0,1
普洱市,1,0.0,1
曲靖市,1,0.0,1
朝阳市,2,0.0,2
本溪市,1,0.0,1
杭州市,75,0.0,75
枣庄市,2,0.0,2
柳州市,4,0.0,4
株洲市,3,0.0,3
梅州市,1,0.0,1
楚雄彝族自治州,2,0.0,2
榆林市,1,0.0,1
武威市,1,0.0,1
武汉市,42,1.0,41
汉中市,1,0.0,1
汕头市,7,0.0,7
江门市,1,0.0,1
沈阳市,26,0.0,26
沧州市,1,0.0,1
河源市,1,0.0,1
泉州市,10,0.0,10
泰安市,4,0.0,4
泰州市,5,0.0,5
泸州市,1,0.0,1
洛阳市,6,0.0,6
济南市,38,0.0,38
济宁市,7,0.0,7
济源市,1,0.0,1
海口市,15,0.0,15
淄博市,10,0.0,10
淮北市,1,0.0,1
淮南市,3,0.0,3
淮安市,1,0.0,1
深圳市,92,0.0,92
清远市,1,0.0,1
温州市,8,0.0,8
湖州市,6,0.0,6
湘潭市,2,0.0,2
湛江市,3,0.0,3
滨州市,3,0.0,3
漯河市,1,0.0,1
漳州市,6,0.0,6
潍坊市,6,0.0,6
潜江市,1,0.0,1
潮州市,1,0.0,1
烟台市,11,0.0,11
焦作市,2,0.0,2
牡丹江市,2,0.0,2
玉林市,2,0.0,2
珠海市,23,0.0,23
益阳市,2,0.0,2
盐城市,10,0.0,10
盘锦市,1,0.0,1
眉山市,6,0.0,6
石家庄市,7,0.0,7
福州市,47,0.0,47
秦皇岛市,3,0.0,3
红河哈尼族彝族自治州,1,0.0,1
绍兴市,7,0.0,7
绵阳市,7,0.0,7
聊城市,3,0.0,3
肇庆市,1,0.0,1
自贡市,1,0.0,1
芜湖市,1,0.0,1
苏州市,42,0.0,42
莆田市,1,0.0,1
菏泽市,1,0.0,1
萍乡市,1,0.0,1
营口市,1,0.0,1
衢州市,3,0.0,3
襄阳市,1,0.0,1
西宁市,6,0.0,6
西安市,65,1.0,64
贵港市,1,0.0,1
贵阳市,7,0.0,7
资阳市,1,0.0,1
赣州市,4,0.0,4
辽源市,1,0.0,1
辽阳市,1,0.0,1
运城市,2,0.0,2
连云港市,4,0.0,4
通化市,1,0.0,1
邢台市,1,0.0,1
邯郸市,3,0.0,3
邵阳市,1,0.0,1
郑州市,40,0.0,40
郴州市,2,0.0,2
鄂州市,2,0.0,2
重庆市,54,0.0,54
金华市,8,0.0,8
金昌市,1,0.0,1
钦州市,1,0.0,1
铜川市,1,0.0,1
银川市,9,0.0,9
镇江市,5,0.0,5
长春市,12,0.0,12
长沙市,26,0.0,26
长治市,1,0.0,1
阳泉市,1,0.0,1
阿克苏地区,3,0.0,3
青岛市,31,0.0,31
鞍山市,3,0.0,3
韶关市,1,0.0,1
马鞍山市,3,0.0,3
驻马店市,1,0.0,1
鸡西市,1,0.0,1
鹤岗市,1,0.0,1
黄冈市,1,0.0,1
黄山市,1,0.0,1
黄石市,3,0.0,3
龙岩市,4,0.0,4
