城市,新增,注销,净增加
三亚市,18,0.0,18
三明市,15,0.0,15
三沙市,2,0.0,2
三门峡市,2,0.0,2
上海市,639,0.0,639
上饶市,13,0.0,13
东方市,1,0.0,1
东莞市,100,0.0,100
东营市,20,0.0,20
中卫市,2,0.0,2
中山市,36,0.0,36
临夏回族自治州,1,0.0,1
临汾市,8,0.0,8
临沂市,29,0.0,29
临沧市,6,0.0,6
丹东市,7,0.0,7
丽水市,12,0.0,12
丽江市,2,0.0,2
乌兰察布市,3,0.0,3
乌海市,1,0.0,1
乌鲁木齐市,77,0.0,77
乐山市,7,0.0,7
九江市,10,0.0,10
亳州市,5,0.0,5
仙桃市,1,0.0,1
伊犁哈萨克自治州,4,0.0,4
佛山市,104,0.0,104
佳木斯市,1,0.0,1
保亭黎族苗族自治县,1,0.0,1
保定市,13,0.0,13
保山市,2,0.0,2
信阳市,8,0.0,8
儋州市,2,0.0,2
克孜勒苏柯尔克孜自治州,1,0.0,1
克拉玛依市,3,0.0,3
六安市,11,0.0,11
六盘水市,2,0.0,2
兰州市,58,0.0,58
兴安盟,2,0.0,2
内江市,7,0.0,7
凉山彝族自治州,5,0.0,5
包头市,18,0.0,18
北京市,1039,0.0,1039
北海市,6,0.0,6
十堰市,12,0.0,12
南京市,240,0.0,240
南充市,10,0.0,10
南宁市,163,0.0,163
南平市,12,0.0,12
南昌市,73,0.0,73
南通市,29,0.0,29
南阳市,14,0.0,14
厦门市,316,0.0,316
双鸭山市,1,0.0,1
台州市,25,0.0,25
合肥市,191,0.0,191
吉安市,9,0.0,9
吉林市,18,0.0,18
吐鲁番市,1,0.0,1
吕梁市,2,0.0,2
吴忠市,1,0.0,1
周口市,9,0.0,9
呼伦贝尔市,1,0.0,1
呼和浩特市,34,0.0,34
和田地区,2,0.0,2
咸宁市,2,0.0,2
咸阳市,10,0.0,10
哈密市,2,0.0,2
哈尔滨市,55,0.0,55
唐山市,15,0.0,15
商丘市,3,0.0,3
喀什地区,4,0.0,4
嘉兴市,48,0.0,48
嘉峪关市,2,0.0,2
四平市,5,0.0,5
固原市,2,0.0,2
塔城地区,2,0.0,2
大兴安岭地区,1,0.0,1
大同市,4,0.0,4
大庆市,7,0.0,7
大理白族自治州,4,0.0,4
大连市,77,0.0,77
天水市,7,0.0,7
天津市,248,0.0,248
天门市,3,0.0,3
太原市,76,0.0,76
威海市,21,0.0,21
娄底市,7,0.0,7
孝感市,10,0.0,10
宁德市,29,0.0,29
宁波市,103,0.0,103
安庆市,10,0.0,10
安康市,5,0.0,5
安阳市,7,0.0,7
安顺市,4,0.0,4
定西市,7,0.0,7
宜宾市,13,0.0,13
宜昌市,20,0.0,20
宜春市,8,0.0,8
宝鸡市,15,0.0,15
宣城市,4,0.0,4
宿州市,3,0.0,3
宿迁市,22,0.0,22
山南市,2,0.0,2
岳阳市,7,0.0,7
崇左市,1,0.0,1
巴中市,5,0.0,5
巴彦淖尔市,2,0.0,2
巴音郭楞蒙古自治州,12,0.0,12
常州市,60,0.0,60
常德市,2,0.0,2
平凉市,4,0.0,4
平顶山市,2,0.0,2
广元市,3,0.0,3
广安市,2,0.0,2
广州市,708,0.0,708
庆阳市,9,0.0,9
廊坊市,9,0.0,9
延安市,2,0.0,2
延边朝鲜族自治州,5,0.0,5
开封市,4,0.0,4
张家口市,4,0.0,4
张家界市,3,0.0,3
张掖市,2,0.0,2
徐州市,49,0.0,49
德州市,13,0.0,13
德阳市,12,0.0,12
忻州市,1,0.0,1
怀化市,2,0.0,2
怒江傈僳族自治州,2,0.0,2
恩施土家族苗族自治州,2,0.0,2
惠州市,39,0.0,39
成都市,395,0.0,395
扬州市,29,0.0,29
承德市,4,0.0,4
抚州市,5,0.0,5
抚顺市,2,0.0,2
拉萨市,6,0.0,6
揭阳市,6,0.0,6
攀枝花市,4,0.0,4
文山壮族苗族自治州,3,0.0,3
文昌市,1,0.0,1
新乡市,6,0.0,6
新余市,6,0.0,6
无锡市,78,0.0,78
日照市,24,0.0,24
昆明市,136,0.0,136
昌江黎族自治县,1,0.0,1
晋中市,12,0.0,12
晋城市,8,0.0,8
普洱市,2,0.0,2
景德镇市,3,0.0,3
曲靖市,6,0.0,6
朔州市,5,0.0,5
朝阳市,3,0.0,3
杭州市,375,0.0,375
松原市,3,0.0,3
枣庄市,7,0.0,7
柳州市,26,0.0,26
株洲市,13,0.0,13
桂林市,28,0.0,28
梅州市,8,0.0,8
梧州市,6,0.0,6
楚雄彝族自治州,6,0.0,6
榆林市,19,0.0,19
武威市,3,0.0,3
武汉市,271,0.0,271
毕节市,2,0.0,2
永州市,2,0.0,2
汉中市,9,0.0,9
汕头市,20,0.0,20
汕尾市,2,0.0,2
江门市,15,0.0,15
池州市,2,0.0,2
沈阳市,97,0.0,97
沧州市,8,0.0,8
河池市,1,0.0,1
河源市,13,0.0,13
泉州市,67,0.0,67
泰安市,20,0.0,20
泰州市,11,0.0,11
泸州市,10,0.0,10
洛阳市,17,0.0,17
济南市,253,0.0,253
济宁市,38,0.0,38
济源市,2,0.0,2
海东市,1,0.0,1
海南省洋浦经济开发区,1,0.0,1
海南藏族自治州,1,0.0,1
海口市,103,0.0,103
海西蒙古族藏族自治州,1,0.0,1
淄博市,26,0.0,26
淮北市,8,0.0,8
淮南市,4,0.0,4
淮安市,16,0.0,16
深圳市,1261,1.0,1260
清远市,2,0.0,2
温州市,61,0.0,61
渭南市,7,0.0,7
湖州市,20,0.0,20
湘潭市,7,0.0,7
湘西土家族苗族自治州,1,0.0,1
湛江市,11,0.0,11
滁州市,7,0.0,7
滨州市,16,0.0,16
漯河市,3,0.0,3
漳州市,14,0.0,14
潍坊市,35,0.0,35
潮州市,5,0.0,5
澄迈县,5,0.0,5
濮阳市,5,0.0,5
烟台市,45,0.0,45
焦作市,2,0.0,2
牡丹江市,3,0.0,3
玉林市,1,0.0,1
珠海市,131,0.0,131
甘南藏族自治州,2,0.0,2
甘孜藏族自治州,2,0.0,2
白城市,3,0.0,3
白山市,4,0.0,4
白银市,6,0.0,6
百色市,8,0.0,8
益阳市,4,0.0,4
盐城市,18,0.0,18
盘锦市,2,0.0,2
眉山市,6,0.0,6
石嘴山市,1,0.0,1
石家庄市,55,0.0,55
石河子市,1,0.0,1
福州市,255,0.0,255
秦皇岛市,6,0.0,6
红河哈尼族彝族自治州,6,0.0,6
绍兴市,26,0.0,26
绥化市,3,0.0,3
绵阳市,25,0.0,25
聊城市,15,0.0,15
肇庆市,6,0.0,6
自贡市,9,0.0,9
舟山市,12,0.0,12
芜湖市,23,0.0,23
苏州市,241,0.0,241
茂名市,8,0.0,8
荆州市,6,0.0,6
荆门市,8,0.0,8
莆田市,14,0.0,14
菏泽市,10,0.0,10
萍乡市,3,0.0,3
营口市,4,0.0,4
葫芦岛市,2,0.0,2
蚌埠市,6,0.0,6
衡水市,4,0.0,4
衡阳市,4,0.0,4
衢州市,11,0.0,11
襄阳市,28,0.0,28
西双版纳傣族自治州,5,0.0,5
西宁市,26,0.0,26
西安市,380,1.0,379
许昌市,11,0.0,11
贵港市,6,0.0,6
贵阳市,103,0.0,103
贺州市,4,0.0,4
赣州市,18,0.0,18
赤峰市,3,0.0,3
辽源市,3,0.0,3
达州市,2,0.0,2
运城市,5,0.0,5
连云港市,15,0.0,15
通化市,2,0.0,2
通辽市,3,0.0,3
遂宁市,4,0.0,4
遵义市,13,0.0,13
邢台市,3,0.0,3
邯郸市,12,0.0,12
邵阳市,4,0.0,4
郑州市,175,1.0,174
郴州市,5,0.0,5
鄂尔多斯市,7,0.0,7
鄂州市,6,0.0,6
酒泉市,8,0.0,8
重庆市,291,0.0,291
