城市,新增,注销,净增加
宁波市,1008,256.0,752
安庆市,188,104.0,84
安康市,66,0.0,66
安阳市,355,87.0,268
安顺市,73,14.0,59
定安县,15,2.0,13
定西市,65,11.0,54
宜宾市,176,1.0,175
宜昌市,457,121.0,336
宜春市,261,92.0,169
宝鸡市,102,0.0,102
宣城市,87,19.0,68
宿州市,213,75.0,138
宿迁市,338,91.0,247
屯昌县,3,0.0,3
山南市,8,0.0,8
山西转型综合改革示范区,81,5.0,76
岳阳市,168,1.0,167
崇左市,33,3.0,30
巴中市,70,0.0,70
巴彦淖尔市,39,6.0,33
巴音郭楞蒙古自治州,69,14.0,55
常州市,528,113.0,415
常德市,129,1.0,128
平凉市,49,15.0,34
平顶山市,150,62.0,88
广元市,82,0.0,82
广安市,85,0.0,85
广州市,8661,1836.0,6825
庆阳市,125,41.0,84
廊坊市,445,3.0,442
延安市,59,0.0,59
延边朝鲜族自治州,52,19.0,33
开封市,136,76.0,60
张家口市,224,5.0,219
张家界市,72,0.0,72
张掖市,69,13.0,56
徐州市,858,262.0,596
德宏傣族景颇族自治州,24,0.0,24
德州市,307,121.0,186
德阳市,106,0.0,106
忻州市,50,12.0,38
怀化市,145,0.0,145
怒江傈僳族自治州,7,0.0,7
恩施土家族苗族自治州,214,47.0,167
惠州市,787,197.0,590
成都市,5884,17.0,5867
扬州市,375,89.0,286
承德市,140,2.0,138
抚州市,130,36.0,94
抚顺市,57,17.0,40
拉萨市,181,24.0,157
揭阳市,67,22.0,45
攀枝花市,29,0.0,29
文山壮族苗族自治州,79,1.0,78
文昌市,71,788.0,-717
新乡市,240,77.0,163
新余市,61,22.0,39
新星市,10,3.0,7
无锡市,900,233.0,667
日喀则市,18,1.0,17
日照市,196,67.0,129
昆明市,1648,9.0,1639
昆玉市,7,0.0,7
昌吉回族自治州,75,13.0,62
昌江黎族自治县,6,5.0,1
昌都市,14,0.0,14
昭通市,80,1.0,79
晋中市,103,34.0,69
晋城市,64,28.0,36
普洱市,37,0.0,37
景德镇市,63,16.0,47
曲靖市,137,0.0,137
朔州市,45,10.0,35
朝阳市,90,17.0,73
本溪市,21,7.0,14
来宾市,36,12.0,24
杭州市,6171,1235.0,4936
松原市,59,10.0,49
林芝市,11,1.0,10
枣庄市,289,96.0,193
柳州市,240,45.0,195
株洲市,240,3.0,237
桂林市,192,38.0,154
梅州市,139,24.0,115
梧州市,70,19.0,51
楚雄彝族自治州,197,0.0,197
榆林市,194,0.0,194
武威市,64,5.0,59
武汉市,6253,1109.0,5144
毕节市,115,24.0,91
永州市,123,0.0,123
汉中市,85,1.0,84
汕头市,157,30.0,127
汕尾市,69,14.0,55
江门市,159,32.0,127
池州市,54,18.0,36
沈阳市,1109,331.0,778
沧州市,246,0.0,246
河池市,48,18.0,30
河源市,131,27.0,104
泉州市,675,199.0,476
泰安市,351,124.0,227
泰州市,206,65.0,141
泸州市,130,0.0,130
洛阳市,416,117.0,299
济南市,2114,746.0,1368
济宁市,525,213.0,312
济源市,33,15.0,18
海东市,44,2.0,42
海北藏族自治州,6,1.0,5
海南省洋浦经济开发区,1,0.0,1
海南藏族自治州,6,1.0,5
海口市,2734,1083.0,1651
海西蒙古族藏族自治州,20,6.0,14
淄博市,385,123.0,262
淮北市,91,24.0,67
淮南市,92,31.0,61
淮安市,304,85.0,219
深圳市,10991,1328.0,9663
清远市,97,30.0,67
温州市,753,276.0,477
渭南市,91,1.0,90
湖州市,244,97.0,147
湘潭市,128,0.0,128
湘西土家族苗族自治州,59,1.0,58
湛江市,182,42.0,140
滁州市,177,42.0,135
滨州市,245,111.0,134
漯河市,126,28.0,98
漳州市,281,96.0,185
潍坊市,683,263.0,420
潜江市,31,9.0,22
潮州市,54,14.0,40
澄迈县,121,51.0,70
濮阳市,127,38.0,89
烟台市,530,224.0,306
焦作市,109,55.0,54
牡丹江市,46,18.0,28
玉林市,126,29.0,97
玉树藏族自治州,2,0.0,2
玉溪市,58,0.0,58
珠海市,597,155.0,442
琼中黎族苗族自治县,7,3.0,4
琼海市,73,12.0,61
甘南藏族自治州,11,2.0,9
甘孜藏族自治州,16,0.0,16
白城市,21,5.0,16
白山市,14,4.0,10
白杨市,8,0.0,8
白沙黎族自治县,5,0.0,5
白银市,60,9.0,51
百色市,61,20.0,41
益阳市,90,1.0,89
盐城市,403,97.0,306
盘锦市,50,22.0,28
眉山市,107,0.0,107
石嘴山市,21,5.0,16
石家庄市,939,7.0,932
石河子市,45,5.0,40
神农架林区,4,1.0,3
福州市,1454,494.0,960
秦皇岛市,114,2.0,112
红河哈尼族彝族自治州,85,0.0,85
绍兴市,328,96.0,232
绥化市,63,25.0,38
绵阳市,308,4.0,304
聊城市,360,122.0,238
肇庆市,127,41.0,86
胡杨河市,12,0.0,12
自贡市,76,0.0,76
舟山市,78,22.0,56
芜湖市,308,182.0,126
苏州市,2554,755.0,1799
茂名市,138,29.0,109
荆州市,119,34.0,85
荆门市,99,31.0,68
莆田市,309,183.0,126
菏泽市,384,175.0,209
萍乡市,129,45.0,84
营口市,65,22.0,43
葫芦岛市,44,17.0,27
蚌埠市,153,49.0,104
衡水市,144,2.0,142
衡阳市,237,3.0,234
衢州市,133,54.0,79
襄阳市,326,87.0,239
西双版纳傣族自治州,67,1.0,66
西宁市,286,60.0,226
西安市,2578,9.0,2569
许昌市,174,62.0,112
贵港市,71,21.0,50
贵阳市,1468,274.0,1194
贺州市,58,13.0,45
资阳市,64,0.0,64
赣州市,405,135.0,270
赤峰市,161,30.0,131
辽源市,15,2.0,13
辽阳市,40,6.0,34
达州市,114,1.0,113
运城市,224,75.0,149
连云港市,305,82.0,223
迪庆藏族自治州,9,0.0,9
通化市,28,12.0,16
通辽市,73,11.0,62
遂宁市,97,0.0,97
遵义市,276,77.0,199
邢台市,197,0.0,197
那曲市,6,3.0,3
邯郸市,426,1.0,425
邵阳市,242,0.0,242
郑州市,2804,708.0,2096
郴州市,207,2.0,205
鄂尔多斯市,262,45.0,217
鄂州市,78,9.0,69
酒泉市,63,18.0,45
重庆市,3229,855.0,2374
金华市,623,211.0,412
金昌市,38,5.0,33
钦州市,54,18.0,36
铁岭市,22,8.0,14
铁门关市,8,1.0,7
铜仁市,95,27.0,68
铜川市,39,0.0,39
铜陵市,53,25.0,28
银川市,377,83.0,294
锡林郭勒盟,52,4.0,48
锦州市,59,12.0,47
镇江市,212,60.0,152
长春市,979,214.0,765
长沙市,3547,16.0,3531
长治市,103,32.0,71
阜新市,36,17.0,19
阜阳市,375,81.0,294
防城港市,38,11.0,27
阳江市,156,17.0,139
阳泉市,39,16.0,23
阿克苏地区,99,25.0,74
阿勒泰地区,12,5.0,7
阿坝藏族羌族自治州,10,0.0,10
阿拉善盟,13,1.0,12
阿拉尔市,30,5.0,25
阿里地区,5,1.0,4
陇南市,50,11.0,39
陵水黎族自治县,99,19.0,80
随州市,100,21.0,79
雅安市,45,1.0,44
青岛市,1602,524.0,1078
鞍山市,83,23.0,60
韶关市,84,21.0,63
马鞍山市,114,20.0,94
驻马店市,175,39.0,136
鸡西市,28,8.0,20
鹤壁市,89,45.0,44
鹤岗市,10,12.0,-2
鹰潭市,62,17.0,45
黄冈市,216,36.0,180
黄南藏族自治州,3,1.0,2
黄山市,69,10.0,59
黄石市,113,36.0,77
黑河市,24,7.0,17
黔东南苗族侗族自治州,104,26.0,78
黔南布依族苗族自治州,119,24.0,95
黔西南布依族苗族自治州,119,26.0,93
齐齐哈尔市,60,24.0,36
龙岩市,171,101.0,70
