城市,新增,注销,净增加
固原市,14,0.0,14
塔城地区,2,0.0,2
大兴安岭地区,1,0.0,1
大同市,10,0.0,10
大庆市,28,0.0,28
大理白族自治州,14,0.0,14
大连市,203,0.0,203
天水市,18,0.0,18
天津市,721,1.0,720
天门市,4,0.0,4
太原市,206,0.0,206
威海市,70,0.0,70
娄底市,17,0.0,17
孝感市,25,0.0,25
宁德市,59,0.0,59
宁波市,312,1.0,311
安庆市,19,0.0,19
安康市,32,0.0,32
安阳市,27,0.0,27
安顺市,12,0.0,12
定西市,13,0.0,13
宜宾市,25,0.0,25
宜昌市,69,0.0,69
宜春市,40,0.0,40
宝鸡市,68,0.0,68
宣城市,11,0.0,11
宿州市,12,0.0,12
宿迁市,47,0.0,47
岳阳市,19,0.0,19
崇左市,7,0.0,7
巴中市,11,0.0,11
巴彦淖尔市,12,0.0,12
巴音郭楞蒙古自治州,20,0.0,20
常州市,143,0.0,143
常德市,12,0.0,12
平凉市,15,0.0,15
平顶山市,22,0.0,22
广元市,14,0.0,14
广安市,11,0.0,11
广州市,2110,0.0,2110
庆阳市,29,0.0,29
廊坊市,42,0.0,42
延安市,27,0.0,27
延边朝鲜族自治州,5,0.0,5
开封市,31,0.0,31
张家口市,20,0.0,20
张家界市,2,0.0,2
张掖市,20,0.0,20
徐州市,140,0.0,140
德宏傣族景颇族自治州,4,0.0,4
德州市,61,0.0,61
德阳市,16,0.0,16
忻州市,14,0.0,14
怀化市,16,0.0,16
怒江傈僳族自治州,3,0.0,3
恩施土家族苗族自治州,41,0.0,41
惠州市,113,0.0,113
成都市,1062,1.0,1061
扬州市,74,0.0,74
承德市,21,0.0,21
抚州市,19,0.0,19
抚顺市,10,0.0,10
拉萨市,43,0.0,43
揭阳市,10,0.0,10
攀枝花市,13,0.0,13
文山壮族苗族自治州,7,0.0,7
文昌市,3,0.0,3
新乡市,35,0.0,35
新余市,13,0.0,13
无锡市,229,0.0,229
日喀则市,1,0.0,1
日照市,69,0.0,69
昆明市,257,1.0,256
昌吉回族自治州,18,0.0,18
昌江黎族自治县,1,0.0,1
昌都市,3,0.0,3
昭通市,8,0.0,8
晋中市,26,0.0,26
晋城市,24,0.0,24
普洱市,5,0.0,5
景德镇市,9,0.0,9
曲靖市,12,0.0,12
朔州市,14,0.0,14
朝阳市,10,0.0,10
本溪市,9,0.0,9
来宾市,8,0.0,8
杭州市,1169,0.0,1169
松原市,13,0.0,13
枣庄市,59,0.0,59
柳州市,75,0.0,75
株洲市,44,2.0,42
桂林市,48,0.0,48
梅州市,22,0.0,22
梧州市,15,0.0,15
楚雄彝族自治州,15,0.0,15
榆林市,79,0.0,79
武威市,25,0.0,25
武汉市,745,2.0,743
毕节市,16,0.0,16
永州市,22,0.0,22
汉中市,19,0.0,19
汕头市,44,0.0,44
汕尾市,8,0.0,8
江门市,40,0.0,40
池州市,4,0.0,4
沈阳市,312,1.0,311
沧州市,22,1.0,21
河池市,9,0.0,9
河源市,29,0.0,29
泉州市,200,0.0,200
泰安市,69,0.0,69
泰州市,46,0.0,46
泸州市,21,0.0,21
洛阳市,84,0.0,84
济南市,660,0.0,660
济宁市,129,0.0,129
济源市,5,0.0,5
海东市,6,0.0,6
海北藏族自治州,2,0.0,2
海南藏族自治州,2,0.0,2
海口市,293,2.0,291
海西蒙古族藏族自治州,4,0.0,4
淄博市,104,0.0,104
淮北市,16,0.0,16
淮南市,19,0.0,19
淮安市,69,0.0,69
深圳市,2943,19.0,2924
清远市,14,0.0,14
温州市,170,1.0,169
渭南市,18,0.0,18
湖州市,57,0.0,57
湘潭市,18,0.0,18
湘西土家族苗族自治州,6,0.0,6
湛江市,39,0.0,39
滁州市,19,0.0,19
滨州市,76,0.0,76
漯河市,17,0.0,17
漳州市,86,0.0,86
潍坊市,140,0.0,140
潜江市,1,0.0,1
潮州市,9,0.0,9
澄迈县,24,0.0,24
濮阳市,15,0.0,15
烟台市,166,0.0,166
焦作市,17,0.0,17
牡丹江市,5,0.0,5
玉林市,30,0.0,30
玉溪市,5,0.0,5
珠海市,325,1.0,324
琼海市,5,0.0,5
甘南藏族自治州,3,0.0,3
甘孜藏族自治州,5,0.0,5
白城市,5,0.0,5
白山市,8,0.0,8
白银市,16,0.0,16
百色市,10,0.0,10
益阳市,20,0.0,20
盐城市,65,0.0,65
盘锦市,8,0.0,8
眉山市,14,0.0,14
石嘴山市,8,0.0,8
石家庄市,165,1.0,164
石河子市,4,0.0,4
福州市,650,1.0,649
秦皇岛市,17,0.0,17
红河哈尼族彝族自治州,14,0.0,14
绍兴市,60,0.0,60
绥化市,7,0.0,7
绵阳市,105,0.0,105
聊城市,67,0.0,67
肇庆市,22,0.0,22
自贡市,18,1.0,17
舟山市,16,0.0,16
芜湖市,56,0.0,56
苏州市,588,0.0,588
茂名市,40,0.0,40
荆州市,32,0.0,32
荆门市,14,0.0,14
莆田市,55,1.0,54
菏泽市,53,0.0,53
萍乡市,11,0.0,11
营口市,15,0.0,15
葫芦岛市,7,0.0,7
蚌埠市,14,0.0,14
衡水市,21,0.0,21
衡阳市,19,0.0,19
衢州市,22,0.0,22
襄阳市,45,0.0,45
西双版纳傣族自治州,10,0.0,10
西宁市,89,0.0,89
西安市,1014,6.0,1008
许昌市,27,0.0,27
贵港市,16,0.0,16
贵阳市,295,0.0,295
贺州市,11,0.0,11
资阳市,6,0.0,6
赣州市,69,0.0,69
赤峰市,29,0.0,29
辽源市,3,0.0,3
辽阳市,9,0.0,9
达州市,11,0.0,11
运城市,26,0.0,26
连云港市,42,0.0,42
迪庆藏族自治州,1,0.0,1
通化市,11,0.0,11
通辽市,15,0.0,15
遂宁市,10,0.0,10
遵义市,41,0.0,41
邢台市,20,0.0,20
邯郸市,38,0.0,38
邵阳市,11,0.0,11
郑州市,622,0.0,622
郴州市,20,0.0,20
鄂尔多斯市,41,0.0,41
鄂州市,11,0.0,11
酒泉市,27,0.0,27
重庆市,705,3.0,702
金华市,125,0.0,125
金昌市,7,0.0,7
钦州市,20,0.0,20
铁岭市,10,0.0,10
铜仁市,12,0.0,12
铜川市,7,0.0,7
铜陵市,6,0.0,6
银川市,114,0.0,114
锡林郭勒盟,11,0.0,11
锦州市,11,0.0,11
镇江市,50,0.0,50
长春市,236,0.0,236
长沙市,596,0.0,596
长治市,21,0.0,21
阜新市,7,0.0,7
阜阳市,43,0.0,43
防城港市,5,0.0,5
阳江市,7,0.0,7
阳泉市,9,0.0,9
阿克苏地区,17,0.0,17
阿勒泰地区,3,0.0,3
阿坝藏族羌族自治州,3,0.0,3
阿拉善盟,3,0.0,3
陇南市,14,0.0,14
陵水黎族自治县,4,0.0,4
随州市,15,0.0,15
雅安市,5,0.0,5
青岛市,555,1.0,554
鞍山市,23,0.0,23
韶关市,18,0.0,18
马鞍山市,23,0.0,23
驻马店市,15,0.0,15
鸡西市,4,0.0,4
鹤壁市,12,0.0,12
鹤岗市,4,0.0,4
鹰潭市,5,0.0,5
黄冈市,34,0.0,34
黄山市,5,0.0,5
黄石市,17,0.0,17
黑河市,2,0.0,2
黔东南苗族侗族自治州,13,0.0,13
黔南布依族苗族自治州,10,0.0,10
黔西南布依族苗族自治州,14,0.0,14
齐齐哈尔市,8,0.0,8
龙岩市,38,0.0,38
