城市,新增,注销,净增加
大连市,126,0.0,126
天水市,9,0.0,9
天津市,436,0.0,436
天门市,3,0.0,3
太原市,121,0.0,121
威海市,44,0.0,44
娄底市,8,0.0,8
孝感市,10,0.0,10
宁德市,39,0.0,39
宁波市,197,0.0,197
安庆市,21,0.0,21
安康市,17,0.0,17
安阳市,16,0.0,16
安顺市,9,0.0,9
定西市,6,0.0,6
宜宾市,13,0.0,13
宜昌市,46,0.0,46
宜春市,28,0.0,28
宝鸡市,31,0.0,31
宣城市,12,0.0,12
宿州市,7,0.0,7
宿迁市,48,0.0,48
屯昌县,1,0.0,1
岳阳市,15,0.0,15
崇左市,4,0.0,4
巴中市,9,0.0,9
巴彦淖尔市,8,0.0,8
巴音郭楞蒙古自治州,13,0.0,13
常州市,87,0.0,87
常德市,19,0.0,19
平凉市,14,0.0,14
平顶山市,12,0.0,12
广元市,8,0.0,8
广安市,6,0.0,6
广州市,1333,0.0,1333
庆阳市,22,0.0,22
廊坊市,23,0.0,23
延安市,19,0.0,19
延边朝鲜族自治州,12,0.0,12
开封市,15,0.0,15
张家口市,12,0.0,12
张家界市,5,0.0,5
张掖市,21,0.0,21
徐州市,84,0.0,84
德宏傣族景颇族自治州,3,0.0,3
德州市,28,0.0,28
德阳市,23,0.0,23
忻州市,13,0.0,13
怀化市,6,0.0,6
怒江傈僳族自治州,1,0.0,1
恩施土家族苗族自治州,17,0.0,17
惠州市,69,0.0,69
成都市,651,0.0,651
扬州市,39,0.0,39
承德市,7,0.0,7
抚州市,10,0.0,10
抚顺市,4,0.0,4
拉萨市,20,0.0,20
揭阳市,4,0.0,4
攀枝花市,8,0.0,8
文山壮族苗族自治州,3,0.0,3
新乡市,16,0.0,16
新余市,7,0.0,7
无锡市,141,0.0,141
日照市,32,0.0,32
昆明市,195,0.0,195
昌吉回族自治州,9,0.0,9
昭通市,4,0.0,4
晋中市,16,0.0,16
晋城市,18,0.0,18
普洱市,1,0.0,1
景德镇市,6,0.0,6
曲靖市,16,0.0,16
朔州市,8,0.0,8
朝阳市,11,0.0,11
本溪市,3,0.0,3
来宾市,9,0.0,9
杭州市,687,0.0,687
松原市,6,0.0,6
林芝市,3,0.0,3
枣庄市,29,0.0,29
柳州市,44,0.0,44
株洲市,39,0.0,39
桂林市,33,0.0,33
梅州市,14,0.0,14
梧州市,2,0.0,2
楚雄彝族自治州,4,0.0,4
榆林市,43,0.0,43
武威市,4,0.0,4
武汉市,565,0.0,565
毕节市,8,0.0,8
永州市,10,0.0,10
汉中市,13,0.0,13
汕头市,12,0.0,12
汕尾市,8,0.0,8
江门市,17,0.0,17
池州市,10,0.0,10
沈阳市,189,0.0,189
沧州市,12,0.0,12
河池市,7,0.0,7
河源市,21,0.0,21
泉州市,121,0.0,121
泰安市,42,0.0,42
泰州市,25,0.0,25
泸州市,19,0.0,19
洛阳市,48,0.0,48
济南市,458,0.0,458
济宁市,91,0.0,91
济源市,2,0.0,2
海东市,1,0.0,1
海南藏族自治州,1,0.0,1
海口市,148,0.0,148
海西蒙古族藏族自治州,3,0.0,3
淄博市,53,0.0,53
淮北市,8,0.0,8
淮南市,4,0.0,4
淮安市,25,0.0,25
深圳市,1634,1.0,1633
清远市,4,1.0,3
温州市,102,0.0,102
渭南市,10,0.0,10
湖州市,30,0.0,30
湘潭市,21,0.0,21
湘西土家族苗族自治州,7,0.0,7
湛江市,24,0.0,24
滁州市,15,0.0,15
滨州市,34,0.0,34
漯河市,4,0.0,4
漳州市,55,0.0,55
潍坊市,100,0.0,100
潜江市,1,0.0,1
潮州市,4,0.0,4
澄迈县,4,0.0,4
濮阳市,7,0.0,7
烟台市,111,0.0,111
焦作市,10,0.0,10
牡丹江市,11,0.0,11
玉林市,14,0.0,14
玉溪市,7,0.0,7
珠海市,194,0.0,194
琼海市,2,0.0,2
白城市,1,0.0,1
白山市,1,0.0,1
白银市,10,0.0,10
百色市,9,0.0,9
益阳市,6,0.0,6
盐城市,46,0.0,46
盘锦市,8,0.0,8
眉山市,7,0.0,7
石嘴山市,3,0.0,3
石家庄市,94,0.0,94
石河子市,8,0.0,8
福州市,482,0.0,482
秦皇岛市,11,0.0,11
红河哈尼族彝族自治州,17,0.0,17
绍兴市,51,0.0,51
绥化市,3,0.0,3
绵阳市,75,0.0,75
聊城市,26,0.0,26
肇庆市,13,0.0,13
自贡市,7,0.0,7
舟山市,12,0.0,12
芜湖市,31,0.0,31
苏州市,400,0.0,400
茂名市,16,0.0,16
荆州市,13,0.0,13
荆门市,8,0.0,8
莆田市,32,0.0,32
菏泽市,22,0.0,22
萍乡市,8,0.0,8
营口市,10,0.0,10
葫芦岛市,5,0.0,5
蚌埠市,13,0.0,13
衡水市,7,0.0,7
衡阳市,13,0.0,13
衢州市,15,0.0,15
襄阳市,40,0.0,40
西双版纳傣族自治州,3,0.0,3
西宁市,57,0.0,57
西安市,760,1.0,759
许昌市,8,0.0,8
贵港市,10,0.0,10
贵阳市,215,0.0,215
贺州市,5,0.0,5
资阳市,8,0.0,8
赣州市,43,0.0,43
赤峰市,20,0.0,20
辽源市,4,0.0,4
辽阳市,2,0.0,2
达州市,8,0.0,8
运城市,11,0.0,11
连云港市,28,0.0,28
迪庆藏族自治州,2,0.0,2
通化市,2,0.0,2
通辽市,12,0.0,12
遂宁市,8,0.0,8
遵义市,24,0.0,24
邢台市,7,0.0,7
邯郸市,25,0.0,25
邵阳市,12,0.0,12
郑州市,453,0.0,453
郴州市,17,0.0,17
鄂尔多斯市,23,0.0,23
鄂州市,6,0.0,6
酒泉市,12,0.0,12
重庆市,496,0.0,496
金华市,67,0.0,67
金昌市,3,0.0,3
钦州市,6,0.0,6
铁岭市,3,0.0,3
铜仁市,4,0.0,4
铜川市,8,0.0,8
铜陵市,8,0.0,8
银川市,97,0.0,97
锡林郭勒盟,12,0.0,12
锦州市,7,0.0,7
镇江市,30,0.0,30
长春市,128,0.0,128
长沙市,368,0.0,368
长治市,16,0.0,16
阜新市,4,0.0,4
阜阳市,21,0.0,21
防城港市,8,0.0,8
阳江市,11,0.0,11
阳泉市,8,0.0,8
阿克苏地区,6,0.0,6
阿勒泰地区,3,0.0,3
阿坝藏族羌族自治州,1,0.0,1
阿拉尔市,1,0.0,1
陇南市,6,0.0,6
陵水黎族自治县,3,0.0,3
随州市,9,0.0,9
雅安市,5,0.0,5
青岛市,363,0.0,363
鞍山市,21,0.0,21
韶关市,14,0.0,14
马鞍山市,18,0.0,18
驻马店市,11,0.0,11
鸡西市,2,0.0,2
鹤壁市,9,0.0,9
鹤岗市,1,0.0,1
鹰潭市,6,0.0,6
黄冈市,15,0.0,15
黄山市,9,0.0,9
黄石市,7,0.0,7
黑河市,5,0.0,5
黔东南苗族侗族自治州,5,0.0,5
黔南布依族苗族自治州,7,0.0,7
黔西南布依族苗族自治州,6,0.0,6
齐齐哈尔市,2,0.0,2
龙岩市,27,0.0,27
