城市,新增,注销,净增加
三亚市,9,0.0,9
三明市,5,0.0,5
三门峡市,4,0.0,4
上海市,319,0.0,319
上饶市,3,0.0,3
东莞市,41,0.0,41
东营市,10,0.0,10
中卫市,1,0.0,1
中山市,19,0.0,19
临汾市,1,0.0,1
临沂市,11,0.0,11
丹东市,4,0.0,4
丽水市,6,0.0,6
乌海市,2,0.0,2
乌鲁木齐市,33,0.0,33
乐山市,1,0.0,1
九江市,6,0.0,6
云浮市,2,0.0,2
亳州市,1,0.0,1
伊犁哈萨克自治州,1,0.0,1
佛山市,45,1.0,44
佳木斯市,1,0.0,1
保定市,8,0.0,8
保山市,1,0.0,1
信阳市,4,0.0,4
儋州市,1,0.0,1
六安市,1,0.0,1
六盘水市,2,0.0,2
兰州市,50,0.0,50
内江市,2,0.0,2
凉山彝族自治州,4,0.0,4
包头市,9,0.0,9
北京市,713,0.0,713
北海市,3,0.0,3
十堰市,6,0.0,6
南京市,117,0.0,117
南充市,7,0.0,7
南宁市,59,0.0,59
南平市,3,0.0,3
南昌市,33,0.0,33
南通市,18,0.0,18
南阳市,1,0.0,1
厦门市,121,0.0,121
台州市,3,0.0,3
合肥市,82,0.0,82
吉安市,6,0.0,6
吉林市,6,0.0,6
吐鲁番市,1,0.0,1
吕梁市,1,0.0,1
呼伦贝尔市,3,0.0,3
呼和浩特市,16,0.0,16
和田地区,2,0.0,2
咸宁市,3,0.0,3
咸阳市,5,0.0,5
哈密市,1,0.0,1
哈尔滨市,25,0.0,25
唐山市,14,0.0,14
商丘市,4,0.0,4
喀什地区,1,0.0,1
嘉兴市,22,0.0,22
嘉峪关市,1,0.0,1
四平市,1,0.0,1
大庆市,7,0.0,7
大理白族自治州,1,0.0,1
大连市,43,0.0,43
天水市,4,0.0,4
天津市,115,1.0,114
天门市,1,0.0,1
太原市,29,0.0,29
威海市,10,0.0,10
娄底市,2,0.0,2
孝感市,4,0.0,4
宁德市,6,0.0,6
宁波市,45,0.0,45
安庆市,6,0.0,6
安阳市,3,0.0,3
定西市,1,0.0,1
宜宾市,7,0.0,7
宜昌市,17,0.0,17
宜春市,4,0.0,4
宝鸡市,6,0.0,6
宣城市,6,0.0,6
宿州市,1,0.0,1
宿迁市,11,0.0,11
岳阳市,3,0.0,3
巴音郭楞蒙古自治州,10,0.0,10
常州市,19,0.0,19
常德市,1,0.0,1
平凉市,1,0.0,1
平顶山市,5,0.0,5
广元市,1,0.0,1
广州市,361,0.0,361
庆阳市,1,0.0,1
廊坊市,8,0.0,8
延安市,2,0.0,2
延边朝鲜族自治州,2,0.0,2
开封市,2,0.0,2
张家口市,2,0.0,2
张家界市,1,0.0,1
张掖市,1,0.0,1
徐州市,22,0.0,22
德州市,7,0.0,7
德阳市,4,0.0,4
忻州市,1,0.0,1
怀化市,3,0.0,3
恩施土家族苗族自治州,6,0.0,6
惠州市,23,0.0,23
成都市,147,0.0,147
扬州市,16,0.0,16
承德市,1,0.0,1
抚州市,3,0.0,3
抚顺市,1,0.0,1
拉萨市,2,0.0,2
揭阳市,5,0.0,5
攀枝花市,1,0.0,1
文山壮族苗族自治州,1,0.0,1
新乡市,5,0.0,5
新余市,1,0.0,1
无锡市,62,1.0,61
日照市,8,0.0,8
昆明市,64,0.0,64
昌吉回族自治州,3,0.0,3
晋中市,5,0.0,5
晋城市,2,0.0,2
景德镇市,1,0.0,1
曲靖市,1,0.0,1
朝阳市,3,0.0,3
本溪市,1,0.0,1
杭州市,183,0.0,183
松原市,4,0.0,4
林芝市,1,0.0,1
枣庄市,6,0.0,6
柳州市,8,0.0,8
株洲市,4,0.0,4
桂林市,8,0.0,8
梅州市,4,0.0,4
梧州市,2,0.0,2
楚雄彝族自治州,1,0.0,1
榆林市,6,0.0,6
武威市,1,0.0,1
武汉市,115,0.0,115
毕节市,1,0.0,1
汉中市,4,0.0,4
汕头市,6,0.0,6
汕尾市,1,0.0,1
江门市,4,0.0,4
池州市,2,0.0,2
沈阳市,63,0.0,63
沧州市,2,0.0,2
河池市,1,0.0,1
河源市,3,0.0,3
泉州市,19,0.0,19
泰安市,8,0.0,8
泰州市,12,0.0,12
泸州市,6,0.0,6
洛阳市,3,0.0,3
济南市,93,0.0,93
济宁市,17,0.0,17
济源市,3,0.0,3
海口市,41,0.0,41
海西蒙古族藏族自治州,1,0.0,1
淄博市,16,0.0,16
淮南市,6,0.0,6
淮安市,5,0.0,5
深圳市,248,1.0,247
清远市,3,0.0,3
温州市,31,0.0,31
渭南市,3,0.0,3
湖州市,10,0.0,10
湘潭市,3,0.0,3
湘西土家族苗族自治州,1,0.0,1
湛江市,9,0.0,9
滁州市,3,0.0,3
滨州市,5,0.0,5
漯河市,2,0.0,2
漳州市,12,0.0,12
潍坊市,9,0.0,9
潜江市,1,0.0,1
潮州市,1,0.0,1
濮阳市,1,0.0,1
烟台市,23,0.0,23
焦作市,3,0.0,3
牡丹江市,4,0.0,4
玉林市,2,0.0,2
珠海市,40,0.0,40
白城市,2,0.0,2
白山市,1,0.0,1
白银市,2,0.0,2
百色市,3,0.0,3
益阳市,1,0.0,1
盐城市,12,0.0,12
盘锦市,1,0.0,1
眉山市,1,0.0,1
石嘴山市,2,0.0,2
石家庄市,15,0.0,15
神农架林区,1,0.0,1
福州市,83,0.0,83
秦皇岛市,5,0.0,5
红河哈尼族彝族自治州,3,0.0,3
绍兴市,12,0.0,12
绥化市,1,0.0,1
绵阳市,14,0.0,14
聊城市,4,0.0,4
肇庆市,5,0.0,5
自贡市,3,0.0,3
舟山市,1,0.0,1
芜湖市,9,0.0,9
苏州市,123,0.0,123
茂名市,3,0.0,3
荆州市,1,0.0,1
荆门市,2,0.0,2
莆田市,2,0.0,2
菏泽市,5,0.0,5
萍乡市,4,0.0,4
营口市,1,0.0,1
葫芦岛市,1,0.0,1
蚌埠市,2,0.0,2
衡水市,2,0.0,2
衡阳市,1,0.0,1
衢州市,5,0.0,5
襄阳市,10,0.0,10
西宁市,13,0.0,13
西安市,215,0.0,215
许昌市,2,0.0,2
贵港市,1,0.0,1
贵阳市,41,0.0,41
资阳市,3,0.0,3
赣州市,5,0.0,5
赤峰市,2,0.0,2
达州市,2,0.0,2
运城市,5,0.0,5
连云港市,7,0.0,7
通化市,1,0.0,1
遂宁市,3,0.0,3
遵义市,2,0.0,2
邯郸市,9,0.0,9
郑州市,91,0.0,91
郴州市,1,0.0,1
鄂尔多斯市,12,0.0,12
鄂州市,1,0.0,1
重庆市,110,0.0,110
金华市,21,0.0,21
金昌市,2,0.0,2
钦州市,1,0.0,1
铁岭市,1,0.0,1
铜川市,1,0.0,1
银川市,13,0.0,13
锦州市,3,0.0,3
镇江市,16,0.0,16
长春市,46,0.0,46
长沙市,83,0.0,83
长治市,6,0.0,6
阜阳市,5,0.0,5
防城港市,1,0.0,1
阳泉市,5,0.0,5
阿克苏地区,1,0.0,1
阿勒泰地区,2,0.0,2
阿坝藏族羌族自治州,1,0.0,1
阿拉善盟,1,0.0,1
陇南市,1,0.0,1
随州市,1,0.0,1
雅安市,1,0.0,1
青岛市,89,0.0,89
鞍山市,4,0.0,4
韶关市,2,0.0,2
马鞍山市,5,0.0,5
鸡西市,3,0.0,3
鹤壁市,2,0.0,2
鹰潭市,1,0.0,1
黄冈市,5,0.0,5
黄山市,1,0.0,1
黄石市,2,0.0,2
黑河市,1,0.0,1
黔东南苗族侗族自治州,1,0.0,1
黔西南布依族苗族自治州,1,0.0,1
齐齐哈尔市,2,0.0,2
龙岩市,6,0.0,6
