城市,新增,注销,净增加
大兴安岭地区,1,0.0,1
大同市,26,0.0,26
大庆市,43,0.0,43
大理白族自治州,16,0.0,16
大连市,312,0.0,312
天水市,22,0.0,22
天津市,1206,8.0,1198
天门市,2,0.0,2
太原市,315,2.0,313
威海市,106,0.0,106
娄底市,34,1.0,33
孝感市,38,0.0,38
宁德市,269,71.0,198
宁波市,609,5.0,604
安庆市,64,1.0,63
安康市,28,3.0,25
安阳市,51,1.0,50
安顺市,19,0.0,19
定安县,1,0.0,1
定西市,17,0.0,17
宜宾市,86,13.0,73
宜昌市,109,0.0,109
宜春市,61,0.0,61
宝鸡市,99,7.0,92
宣城市,24,0.0,24
宿州市,51,1.0,50
宿迁市,72,1.0,71
屯昌县,1,0.0,1
山南市,2,0.0,2
山西转型综合改革示范区,3,0.0,3
岳阳市,31,0.0,31
崇左市,17,3.0,14
巴中市,25,0.0,25
巴彦淖尔市,13,0.0,13
巴音郭楞蒙古自治州,35,0.0,35
常州市,219,1.0,218
常德市,18,0.0,18
平凉市,39,0.0,39
平顶山市,33,0.0,33
广元市,43,8.0,35
广安市,25,2.0,23
广州市,5056,164.0,4892
庆阳市,49,0.0,49
廊坊市,73,10.0,63
延安市,50,3.0,47
延边朝鲜族自治州,16,0.0,16
开封市,48,0.0,48
张家口市,56,3.0,53
张家界市,11,0.0,11
张掖市,31,0.0,31
徐州市,217,0.0,217
德宏傣族景颇族自治州,3,0.0,3
德州市,106,1.0,105
德阳市,49,9.0,40
忻州市,13,0.0,13
怀化市,24,1.0,23
怒江傈僳族自治州,2,0.0,2
恩施土家族苗族自治州,53,1.0,52
惠州市,198,1.0,197
成都市,1793,96.0,1697
扬州市,146,0.0,146
承德市,19,0.0,19
抚州市,47,0.0,47
抚顺市,29,0.0,29
拉萨市,59,0.0,59
揭阳市,21,0.0,21
攀枝花市,15,0.0,15
文山壮族苗族自治州,17,1.0,16
文昌市,11,2.0,9
新乡市,73,0.0,73
新余市,24,0.0,24
无锡市,341,0.0,341
日喀则市,2,0.0,2
日照市,106,1.0,105
昆明市,388,16.0,372
昌吉回族自治州,18,0.0,18
昌江黎族自治县,2,0.0,2
昌都市,4,0.0,4
昭通市,21,4.0,17
晋中市,45,0.0,45
晋城市,46,0.0,46
普洱市,12,1.0,11
景德镇市,19,0.0,19
曲靖市,32,0.0,32
朔州市,16,0.0,16
朝阳市,28,0.0,28
本溪市,14,0.0,14
来宾市,10,0.0,10
杭州市,2180,30.0,2150
松原市,18,0.0,18
林芝市,5,0.0,5
枣庄市,88,1.0,87
柳州市,116,1.0,115
株洲市,47,0.0,47
桂林市,67,0.0,67
梅州市,33,0.0,33
梧州市,23,0.0,23
楚雄彝族自治州,15,0.0,15
榆林市,96,1.0,95
武威市,27,1.0,26
武汉市,1335,17.0,1318
毕节市,22,0.0,22
永州市,30,5.0,25
汉中市,32,1.0,31
汕头市,67,1.0,66
汕尾市,13,0.0,13
江门市,71,1.0,70
池州市,17,0.0,17
沈阳市,509,8.0,501
沧州市,36,4.0,32
河池市,7,0.0,7
河源市,48,0.0,48
泉州市,364,19.0,345
泰安市,138,1.0,137
泰州市,90,1.0,89
泸州市,54,7.0,47
洛阳市,143,0.0,143
济南市,1083,3.0,1080
济宁市,192,1.0,191
济源市,11,0.0,11
海东市,9,0.0,9
海北藏族自治州,2,0.0,2
海南藏族自治州,2,0.0,2
海口市,501,3.0,498
海西蒙古族藏族自治州,10,0.0,10
淄博市,175,1.0,174
淮北市,25,0.0,25
淮南市,33,0.0,33
淮安市,75,7.0,68
深圳市,3866,129.0,3737
清远市,23,1.0,22
温州市,328,5.0,323
渭南市,58,5.0,53
湖州市,150,3.0,147
湘潭市,30,4.0,26
湘西土家族苗族自治州,13,0.0,13
湛江市,71,1.0,70
滁州市,45,1.0,44
滨州市,93,2.0,91
漯河市,33,0.0,33
漳州市,285,71.0,214
潍坊市,263,4.0,259
潜江市,3,0.0,3
潮州市,17,0.0,17
澄迈县,65,0.0,65
濮阳市,19,0.0,19
烟台市,230,2.0,228
焦作市,37,0.0,37
牡丹江市,21,0.0,21
玉林市,38,0.0,38
玉溪市,15,1.0,14
珠海市,612,8.0,604
琼中黎族苗族自治县,2,1.0,1
琼海市,11,0.0,11
甘南藏族自治州,4,0.0,4
甘孜藏族自治州,7,1.0,6
白城市,13,0.0,13
白山市,13,0.0,13
白银市,19,0.0,19
百色市,18,0.0,18
益阳市,29,1.0,28
盐城市,96,0.0,96
盘锦市,27,0.0,27
眉山市,25,1.0,24
石嘴山市,7,0.0,7
石家庄市,214,3.0,211
石河子市,6,0.0,6
神农架林区,2,0.0,2
福州市,1411,148.0,1263
秦皇岛市,22,1.0,21
红河哈尼族彝族自治州,15,0.0,15
绍兴市,160,0.0,160
绥化市,13,1.0,12
绵阳市,202,47.0,155
聊城市,112,1.0,111
肇庆市,57,1.0,56
胡杨河市,1,0.0,1
自贡市,30,1.0,29
舟山市,40,0.0,40
芜湖市,90,0.0,90
苏州市,1043,7.0,1036
茂名市,45,4.0,41
荆州市,46,1.0,45
荆门市,23,0.0,23
莆田市,103,4.0,99
菏泽市,130,5.0,125
萍乡市,50,0.0,50
营口市,27,0.0,27
葫芦岛市,22,0.0,22
蚌埠市,58,0.0,58
衡水市,36,3.0,33
衡阳市,46,1.0,45
衢州市,46,0.0,46
襄阳市,85,1.0,84
西双版纳傣族自治州,9,1.0,8
西宁市,118,1.0,117
西安市,2274,142.0,2132
许昌市,45,0.0,45
贵港市,38,0.0,38
贵阳市,429,2.0,427
贺州市,12,0.0,12
资阳市,21,3.0,18
赣州市,156,3.0,153
赤峰市,34,1.0,33
辽宁省沈抚示范区,1,0.0,1
辽源市,6,0.0,6
辽阳市,10,0.0,10
达州市,38,3.0,35
运城市,35,0.0,35
连云港市,50,0.0,50
迪庆藏族自治州,3,0.0,3
通化市,14,0.0,14
通辽市,34,1.0,33
遂宁市,26,1.0,25
遵义市,50,1.0,49
邢台市,36,3.0,33
那曲市,4,0.0,4
邯郸市,56,4.0,52
邵阳市,26,1.0,25
郑州市,977,3.0,974
郴州市,36,1.0,35
鄂尔多斯市,71,0.0,71
鄂州市,12,0.0,12
酒泉市,24,0.0,24
重庆市,1276,18.0,1258
金华市,245,0.0,245
金昌市,9,0.0,9
钦州市,22,0.0,22
铁岭市,7,0.0,7
铁门关市,1,0.0,1
铜仁市,34,11.0,23
铜川市,18,1.0,17
铜陵市,19,0.0,19
银川市,197,0.0,197
锡林郭勒盟,14,0.0,14
锦州市,30,0.0,30
镇江市,95,2.0,93
长春市,356,6.0,350
长沙市,961,30.0,931
长治市,60,0.0,60
阜新市,10,0.0,10
阜阳市,87,3.0,84
防城港市,6,0.0,6
阳江市,22,0.0,22
阳泉市,18,0.0,18
阿克苏地区,27,0.0,27
阿勒泰地区,2,0.0,2
阿坝藏族羌族自治州,8,0.0,8
阿拉善盟,6,0.0,6
阿拉尔市,2,0.0,2
陇南市,13,0.0,13
陵水黎族自治县,14,0.0,14
随州市,18,0.0,18
雅安市,8,0.0,8
青岛市,924,13.0,911
鞍山市,36,1.0,35
韶关市,43,1.0,42
马鞍山市,34,1.0,33
驻马店市,27,0.0,27
鸡西市,10,0.0,10
鹤壁市,26,0.0,26
鹤岗市,7,0.0,7
鹰潭市,19,0.0,19
黄冈市,63,0.0,63
黄南藏族自治州,3,0.0,3
黄山市,18,0.0,18
黄石市,34,2.0,32
黑河市,8,0.0,8
黔东南苗族侗族自治州,16,0.0,16
黔南布依族苗族自治州,28,1.0,27
黔西南布依族苗族自治州,32,1.0,31
齐齐哈尔市,17,0.0,17
龙岩市,147,28.0,119
