城市,新增,注销,净增加
三亚市,1.0,0.0,1
三明市,4.0,0.0,4
三门峡市,1.0,0.0,1
上海市,212.0,0.0,212
上饶市,4.0,0.0,4
东方市,1.0,0.0,1
东莞市,25.0,0.0,25
东营市,5.0,0.0,5
中山市,11.0,0.0,11
临汾市,1.0,0.0,1
临沂市,11.0,0.0,11
丹东市,2.0,0.0,2
丽水市,2.0,0.0,2
乌兰察布市,1.0,0.0,1
乌鲁木齐市,28.0,0.0,28
九江市,1.0,0.0,1
亳州市,1.0,0.0,1
伊犁哈萨克自治州,2.0,0.0,2
佛山市,17.0,0.0,17
佳木斯市,1.0,0.0,1
保定市,2.0,0.0,2
克拉玛依市,2.0,0.0,2
六安市,2.0,0.0,2
兰州市,19.0,0.0,19
内江市,1.0,0.0,1
包头市,3.0,0.0,3
北京市,432.0,2.0,430
北海市,1.0,0.0,1
十堰市,4.0,0.0,4
南京市,67.0,0.0,67
南宁市,29.0,0.0,29
南昌市,11.0,0.0,11
南通市,12.0,0.0,12
南阳市,5.0,0.0,5
博尔塔拉蒙古自治州,1.0,0.0,1
厦门市,56.0,0.0,56
台州市,3.0,0.0,3
合肥市,40.0,0.0,40
吉安市,1.0,0.0,1
吉林市,3.0,0.0,3
吕梁市,1.0,0.0,1
呼和浩特市,8.0,0.0,8
咸宁市,2.0,0.0,2
哈尔滨市,12.0,0.0,12
唐山市,4.0,0.0,4
商洛市,1.0,0.0,1
嘉兴市,8.0,0.0,8
固原市,1.0,0.0,1
大庆市,2.0,0.0,2
大连市,22.0,0.0,22
天水市,4.0,0.0,4
天津市,47.0,0.0,47
太原市,24.0,0.0,24
娄底市,3.0,0.0,3
宁德市,2.0,0.0,2
宁波市,23.0,0.0,23
安庆市,1.0,0.0,1
安康市,1.0,0.0,1
定西市,1.0,0.0,1
宜宾市,2.0,0.0,2
宜昌市,5.0,0.0,5
宜春市,1.0,0.0,1
宝鸡市,5.0,0.0,5
岳阳市,1.0,0.0,1
巴音郭楞蒙古自治州,1.0,0.0,1
常州市,10.0,0.0,10
常德市,1.0,0.0,1
平顶山市,1.0,0.0,1
广安市,1.0,0.0,1
广州市,160.0,0.0,160
庆阳市,3.0,0.0,3
廊坊市,4.0,0.0,4
延安市,3.0,0.0,3
延边朝鲜族自治州,1.0,0.0,1
张家口市,4.0,0.0,4
张家界市,1.0,0.0,1
张掖市,1.0,0.0,1
徐州市,11.0,0.0,11
德州市,3.0,0.0,3
德阳市,1.0,0.0,1
怀化市,2.0,0.0,2
恩施土家族苗族自治州,2.0,0.0,2
惠州市,4.0,0.0,4
成都市,79.0,0.0,79
扬州市,10.0,0.0,10
承德市,1.0,0.0,1
拉萨市,3.0,0.0,3
新乡市,7.0,0.0,7
新余市,1.0,0.0,1
无锡市,22.0,0.0,22
日照市,3.0,0.0,3
昆明市,28.0,0.0,28
昌吉回族自治州,3.0,0.0,3
晋中市,2.0,0.0,2
晋城市,3.0,0.0,3
景德镇市,1.0,0.0,1
曲靖市,1.0,0.0,1
朔州市,2.0,0.0,2
朝阳市,2.0,0.0,2
来宾市,1.0,0.0,1
杭州市,113.0,0.0,113
枣庄市,4.0,0.0,4
柳州市,5.0,0.0,5
株洲市,6.0,0.0,6
桂林市,5.0,0.0,5
梅州市,4.0,0.0,4
楚雄彝族自治州,2.0,0.0,2
榆林市,3.0,0.0,3
武汉市,58.0,0.0,58
毕节市,1.0,0.0,1
汕头市,2.0,0.0,2
江门市,2.0,0.0,2
沈阳市,17.0,0.0,17
沧州市,1.0,0.0,1
泉州市,13.0,0.0,13
泰安市,6.0,0.0,6
泰州市,9.0,0.0,9
泸州市,4.0,0.0,4
洛阳市,3.0,0.0,3
济南市,48.0,0.0,48
济宁市,13.0,0.0,13
海口市,27.0,0.0,27
淄博市,8.0,0.0,8
淮北市,1.0,0.0,1
淮南市,1.0,0.0,1
深圳市,144.0,1.0,143
温州市,13.0,0.0,13
湖州市,3.0,0.0,3
湘潭市,1.0,0.0,1
湛江市,5.0,0.0,5
滁州市,2.0,0.0,2
滨州市,3.0,0.0,3
漯河市,1.0,0.0,1
漳州市,4.0,0.0,4
潍坊市,5.0,0.0,5
潮州市,2.0,0.0,2
澄迈县,1.0,0.0,1
濮阳市,2.0,0.0,2
烟台市,8.0,0.0,8
焦作市,1.0,0.0,1
玉林市,1.0,0.0,1
珠海市,22.0,0.0,22
益阳市,1.0,0.0,1
盐城市,6.0,0.0,6
盘锦市,1.0,0.0,1
眉山市,2.0,0.0,2
石家庄市,18.0,0.0,18
石河子市,1.0,0.0,1
福州市,66.0,0.0,66
秦皇岛市,5.0,1.0,4
红河哈尼族彝族自治州,2.0,0.0,2
绍兴市,5.0,0.0,5
绵阳市,6.0,0.0,6
聊城市,2.0,0.0,2
肇庆市,2.0,0.0,2
自贡市,2.0,0.0,2
芜湖市,3.0,0.0,3
苏州市,55.0,0.0,55
荆州市,2.0,0.0,2
荆门市,2.0,0.0,2
莆田市,1.0,0.0,1
菏泽市,2.0,0.0,2
葫芦岛市,2.0,0.0,2
蚌埠市,3.0,0.0,3
衡阳市,1.0,0.0,1
衢州市,2.0,0.0,2
襄阳市,3.0,0.0,3
西宁市,6.0,0.0,6
西安市,98.0,1.0,97
贵阳市,18.0,0.0,18
资阳市,1.0,0.0,1
赣州市,2.0,0.0,2
运城市,2.0,0.0,2
连云港市,4.0,0.0,4
通辽市,1.0,0.0,1
遂宁市,1.0,0.0,1
邢台市,1.0,0.0,1
邯郸市,1.0,0.0,1
邵阳市,2.0,0.0,2
郑州市,31.0,0.0,31
鄂尔多斯市,2.0,0.0,2
酒泉市,2.0,0.0,2
重庆市,54.0,0.0,54
金华市,4.0,0.0,4
铁岭市,1.0,0.0,1
铜川市,1.0,0.0,1
铜陵市,1.0,0.0,1
银川市,7.0,0.0,7
锦州市,1.0,0.0,1
镇江市,5.0,0.0,5
长春市,15.0,0.0,15
长沙市,34.0,0.0,34
长治市,5.0,0.0,5
防城港市,1.0,0.0,1
阳江市,1.0,0.0,1
阳泉市,2.0,0.0,2
阿勒泰地区,1.0,0.0,1
随州市,1.0,0.0,1
青岛市,43.0,0.0,43
鞍山市,3.0,0.0,3
韶关市,2.0,0.0,2
马鞍山市,2.0,0.0,2
黄冈市,1.0,0.0,1
黄山市,2.0,0.0,2
黄石市,1.0,0.0,1
黑河市,1.0,0.0,1
齐齐哈尔市,1.0,0.0,1
龙岩市,4.0,0.0,4
安阳市,0.0,1.0,-1
