城市,新增,注销,净增加
日照市,3,0.0,3
昆明市,41,0.0,41
昌吉回族自治州,3,0.0,3
昭通市,2,0.0,2
晋中市,2,0.0,2
晋城市,3,0.0,3
曲靖市,1,0.0,1
本溪市,1,0.0,1
杭州市,141,0.0,141
松原市,3,0.0,3
枣庄市,3,0.0,3
柳州市,5,0.0,5
株洲市,6,0.0,6
桂林市,5,0.0,5
梅州市,1,0.0,1
楚雄彝族自治州,2,0.0,2
榆林市,6,0.0,6
武威市,1,0.0,1
武汉市,106,0.0,106
毕节市,1,0.0,1
永州市,4,0.0,4
汉中市,1,0.0,1
汕头市,3,0.0,3
江门市,12,0.0,12
池州市,1,0.0,1
沈阳市,48,0.0,48
沧州市,1,0.0,1
河池市,1,0.0,1
泉州市,21,0.0,21
泰安市,5,0.0,5
泰州市,7,0.0,7
泸州市,1,0.0,1
洛阳市,8,0.0,8
济南市,75,0.0,75
济宁市,7,0.0,7
海口市,32,0.0,32
海西蒙古族藏族自治州,2,0.0,2
淄博市,12,0.0,12
淮南市,3,0.0,3
淮安市,5,0.0,5
深圳市,167,4.0,163
清远市,5,0.0,5
温州市,21,0.0,21
渭南市,1,0.0,1
湖州市,7,0.0,7
湘潭市,3,0.0,3
湛江市,3,0.0,3
滁州市,1,0.0,1
滨州市,6,1.0,5
漯河市,1,0.0,1
漳州市,9,0.0,9
潍坊市,10,0.0,10
潜江市,1,0.0,1
潮州市,1,0.0,1
濮阳市,2,0.0,2
烟台市,19,0.0,19
牡丹江市,1,0.0,1
玉林市,2,0.0,2
珠海市,33,0.0,33
白城市,1,0.0,1
白山市,2,0.0,2
百色市,2,0.0,2
益阳市,1,0.0,1
盐城市,11,0.0,11
盘锦市,4,0.0,4
眉山市,3,0.0,3
石家庄市,20,0.0,20
石河子市,1,0.0,1
福州市,80,0.0,80
秦皇岛市,2,0.0,2
红河哈尼族彝族自治州,1,0.0,1
绍兴市,9,0.0,9
绵阳市,10,0.0,10
聊城市,2,0.0,2
肇庆市,6,0.0,6
自贡市,2,0.0,2
舟山市,3,0.0,3
芜湖市,2,0.0,2
苏州市,82,1.0,81
茂名市,3,0.0,3
荆州市,2,0.0,2
荆门市,1,0.0,1
莆田市,6,0.0,6
菏泽市,2,0.0,2
萍乡市,1,0.0,1
葫芦岛市,2,0.0,2
蚌埠市,2,0.0,2
衡水市,2,0.0,2
衡阳市,3,0.0,3
襄阳市,11,0.0,11
西双版纳傣族自治州,2,0.0,2
西宁市,9,0.0,9
西安市,198,0.0,198
许昌市,2,0.0,2
贵港市,1,0.0,1
贵阳市,21,0.0,21
资阳市,1,0.0,1
赣州市,6,0.0,6
赤峰市,3,0.0,3
辽源市,1,0.0,1
辽阳市,1,0.0,1
达州市,1,0.0,1
连云港市,7,0.0,7
通辽市,2,0.0,2
遂宁市,2,0.0,2
遵义市,1,0.0,1
邯郸市,1,0.0,1
郑州市,62,1.0,61
郴州市,3,0.0,3
鄂尔多斯市,5,0.0,5
鄂州市,3,0.0,3
酒泉市,1,0.0,1
重庆市,100,1.0,99
金华市,9,0.0,9
钦州市,2,0.0,2
铜仁市,1,0.0,1
银川市,16,0.0,16
锦州市,1,0.0,1
镇江市,5,1.0,4
长春市,48,0.0,48
长沙市,55,0.0,55
长治市,1,0.0,1
阜新市,1,0.0,1
阜阳市,4,0.0,4
阳江市,1,0.0,1
阳泉市,2,0.0,2
阿克苏地区,1,0.0,1
陇南市,2,0.0,2
青岛市,54,0.0,54
鞍山市,4,0.0,4
韶关市,2,0.0,2
马鞍山市,4,0.0,4
驻马店市,2,0.0,2
鹤岗市,1,0.0,1
黄冈市,2,0.0,2
黄石市,1,0.0,1
黑河市,2,0.0,2
龙岩市,5,0.0,5
