城市,新增,注销,净增加
梧州市,148.0,66.0,82
楚雄彝族自治州,199.0,27.0,172
榆林市,501.0,40.0,461
武威市,121.0,27.0,94
武汉市,14487.0,3191.0,11296
毕节市,419.0,83.0,336
永州市,274.0,21.0,253
汉中市,277.0,25.0,252
汕头市,381.0,106.0,275
汕尾市,178.0,50.0,128
江西省赣江新区直管区,2.0,0.0,2
江门市,457.0,141.0,316
池州市,146.0,54.0,92
沈阳市,3091.0,1213.0,1878
沧州市,491.0,46.0,445
河池市,133.0,39.0,94
河源市,239.0,138.0,101
泉州市,2285.0,230.0,2055
泰安市,975.0,564.0,411
泰州市,590.0,245.0,345
泸州市,392.0,44.0,348
洛阳市,1245.0,514.0,731
济南市,6246.0,3330.0,2916
济宁市,1503.0,828.0,675
济源市,85.0,48.0,37
海东市,50.0,17.0,33
海北藏族自治州,9.0,1.0,8
海南藏族自治州,13.0,2.0,11
海口市,10954.0,3758.0,7196
海西蒙古族藏族自治州,57.0,14.0,43
淄博市,945.0,487.0,458
淮北市,276.0,120.0,156
淮南市,259.0,98.0,161
淮安市,951.0,314.0,637
深圳市,26585.0,4577.0,22008
清远市,257.0,70.0,187
温州市,2220.0,990.0,1230
渭南市,298.0,19.0,279
湖州市,815.0,378.0,437
湘潭市,269.0,18.0,251
湘西土家族苗族自治州,136.0,11.0,125
湛江市,555.0,149.0,406
滁州市,434.0,147.0,287
滨州市,676.0,477.0,199
漯河市,439.0,125.0,314
漳州市,839.0,101.0,738
潍坊市,1883.0,993.0,890
潜江市,75.0,25.0,50
潮州市,144.0,48.0,96
澄迈县,513.0,250.0,263
濮阳市,469.0,170.0,299
烟台市,1428.0,909.0,519
焦作市,344.0,136.0,208
牡丹江市,176.0,82.0,94
玉林市,318.0,119.0,199
玉树藏族自治州,6.0,2.0,4
玉溪市,184.0,35.0,149
珠海市,1759.0,607.0,1152
琼中黎族苗族自治县,12.0,5.0,7
琼海市,208.0,112.0,96
甘南藏族自治州,29.0,10.0,19
甘孜藏族自治州,19.0,0.0,19
白城市,63.0,27.0,36
白山市,55.0,23.0,32
白杨市,22.0,1.0,21
白沙黎族自治县,11.0,4.0,7
白银市,101.0,46.0,55
百色市,150.0,52.0,98
益阳市,200.0,23.0,177
盐城市,1052.0,391.0,661
盘锦市,119.0,64.0,55
眉山市,240.0,13.0,227
石嘴山市,53.0,19.0,34
石家庄市,2123.0,207.0,1916
石河子市,82.0,22.0,60
神农架林区,7.0,4.0,3
福州市,4533.0,517.0,4016
秦皇岛市,335.0,39.0,296
红河哈尼族彝族自治州,179.0,12.0,167
绍兴市,930.0,352.0,578
绥化市,165.0,61.0,104
绵阳市,926.0,57.0,869
聊城市,820.0,398.0,422
肇庆市,342.0,141.0,201
胡杨河市,17.0,5.0,12
自贡市,228.0,22.0,206
舟山市,182.0,90.0,92
芜湖市,1132.0,550.0,582
苏州市,7029.0,2501.0,4528
茂名市,388.0,107.0,281
荆州市,564.0,165.0,399
荆门市,363.0,91.0,272
莆田市,928.0,113.0,815
菏泽市,1069.0,713.0,356
萍乡市,424.0,187.0,237
营口市,196.0,104.0,92
葫芦岛市,90.0,51.0,39
蚌埠市,463.0,199.0,264
衡水市,381.0,32.0,349
衡阳市,517.0,25.0,492
衢州市,408.0,97.0,311
襄阳市,1014.0,438.0,576
西双版纳傣族自治州,146.0,15.0,131
西宁市,615.0,197.0,418
西安市,8764.0,797.0,7967
许昌市,433.0,202.0,231
贵州省贵安新区,2.0,3.0,-1
贵港市,245.0,75.0,170
贵阳市,3784.0,1108.0,2676
贺州市,134.0,43.0,91
资阳市,128.0,11.0,117
赣州市,1088.0,542.0,546
赤峰市,299.0,101.0,198
辽宁省沈抚示范区,1.0,1.0,0
辽源市,36.0,12.0,24
辽阳市,67.0,35.0,32
达州市,196.0,19.0,177
运城市,1154.0,300.0,854
连云港市,778.0,256.0,522
迪庆藏族自治州,26.0,2.0,24
通化市,71.0,47.0,24
通辽市,159.0,80.0,79
遂宁市,181.0,12.0,169
遵义市,896.0,221.0,675
邢台市,556.0,31.0,525
那曲市,15.0,0.0,15
邯郸市,1219.0,107.0,1112
邵阳市,411.0,20.0,391
郑州市,7503.0,2525.0,4978
郴州市,511.0,72.0,439
鄂尔多斯市,498.0,115.0,383
鄂州市,232.0,55.0,177
酒泉市,169.0,58.0,111
重庆市,8789.0,3681.0,5108
金华市,1779.0,762.0,1017
金昌市,70.0,20.0,50
钦州市,149.0,1359.0,-1210
铁岭市,79.0,37.0,42
铁门关市,14.0,8.0,6
铜仁市,218.0,74.0,144
铜川市,61.0,8.0,53
铜陵市,205.0,70.0,135
银川市,969.0,468.0,501
锡林郭勒盟,83.0,40.0,43
锦州市,120.0,66.0,54
镇江市,655.0,292.0,363
长春市,2424.0,1073.0,1351
长沙市,9201.0,760.0,8441
长治市,499.0,170.0,329
阜新市,71.0,39.0,32
阜阳市,936.0,340.0,596
防城港市,92.0,37.0,55
阳江市,198.0,79.0,119
阳泉市,124.0,78.0,46
阿克苏地区,235.0,81.0,154
阿勒泰地区,48.0,9.0,39
阿坝藏族羌族自治州,16.0,0.0,16
阿拉善盟,25.0,10.0,15
阿拉尔市,53.0,21.0,32
阿里地区,13.0,0.0,13
陇南市,93.0,24.0,69
陵水黎族自治县,308.0,62.0,246
随州市,173.0,52.0,121
雄安新区,1.0,1.0,0
雅安市,99.0,8.0,91
青岛市,4271.0,2025.0,2246
鞍山市,165.0,85.0,80
韶关市,242.0,78.0,164
马鞍山市,277.0,93.0,184
驻马店市,426.0,149.0,277
鸡西市,85.0,30.0,55
鹤壁市,250.0,100.0,150
鹤岗市,42.0,22.0,20
鹰潭市,102.0,74.0,28
黄冈市,548.0,144.0,404
黄南藏族自治州,5.0,1.0,4
黄山市,142.0,42.0,100
黄石市,309.0,116.0,193
黑河市,76.0,23.0,53
黔东南苗族侗族自治州,286.0,78.0,208
黔南布依族苗族自治州,300.0,81.0,219
黔西南布依族苗族自治州,320.0,73.0,247
齐齐哈尔市,174.0,124.0,50
龙岩市,695.0,117.0,578
果洛藏族自治州,0.0,4.0,-4
