城市,新增,注销,净增加
荆州市,4,0.0,4
荆门市,1,0.0,1
莆田市,15,0.0,15
菏泽市,6,0.0,6
营口市,6,0.0,6
葫芦岛市,2,0.0,2
蚌埠市,5,0.0,5
衡水市,3,0.0,3
衡阳市,4,0.0,4
衢州市,5,0.0,5
襄阳市,11,0.0,11
西双版纳傣族自治州,1,0.0,1
西宁市,13,0.0,13
西安市,314,2.0,312
许昌市,4,0.0,4
贵港市,4,0.0,4
贵阳市,78,0.0,78
贺州市,2,0.0,2
资阳市,1,0.0,1
赣州市,14,0.0,14
赤峰市,4,0.0,4
辽阳市,3,0.0,3
达州市,1,0.0,1
运城市,4,0.0,4
连云港市,11,0.0,11
通辽市,4,0.0,4
遂宁市,1,0.0,1
遵义市,2,0.0,2
邢台市,2,0.0,2
邯郸市,2,0.0,2
邵阳市,2,0.0,2
郑州市,140,0.0,140
郴州市,2,0.0,2
鄂尔多斯市,16,0.0,16
鄂州市,4,0.0,4
酒泉市,3,0.0,3
重庆市,210,0.0,210
金华市,26,0.0,26
金昌市,1,0.0,1
钦州市,2,0.0,2
铁岭市,4,0.0,4
铜仁市,2,0.0,2
铜川市,2,0.0,2
铜陵市,2,0.0,2
银川市,27,0.0,27
锡林郭勒盟,3,0.0,3
锦州市,1,0.0,1
镇江市,15,0.0,15
长春市,74,0.0,74
长沙市,130,0.0,130
长治市,5,0.0,5
阜新市,2,0.0,2
阜阳市,7,0.0,7
防城港市,1,0.0,1
阳江市,1,0.0,1
阳泉市,7,0.0,7
阿克苏地区,3,0.0,3
阿坝藏族羌族自治州,1,0.0,1
阿拉尔市,1,0.0,1
陇南市,2,0.0,2
随州市,3,0.0,3
雅安市,1,0.0,1
青岛市,146,1.0,145
鞍山市,8,0.0,8
韶关市,4,0.0,4
马鞍山市,9,0.0,9
驻马店市,2,0.0,2
鹤岗市,2,0.0,2
鹰潭市,1,0.0,1
黄冈市,6,0.0,6
黄山市,1,0.0,1
黄石市,3,0.0,3
黔东南苗族侗族自治州,3,0.0,3
黔南布依族苗族自治州,2,0.0,2
黔西南布依族苗族自治州,1,0.0,1
齐齐哈尔市,3,0.0,3
龙岩市,12,0.0,12
