城市,新增,注销,净增加
万宁市,1,0.0,1
三亚市,8,0.0,8
三明市,8,0.0,8
三门峡市,1,0.0,1
上海市,508,0.0,508
上饶市,6,0.0,6
东莞市,75,0.0,75
东营市,20,0.0,20
中山市,26,0.0,26
临夏回族自治州,2,0.0,2
临汾市,3,0.0,3
临沂市,18,0.0,18
丹东市,6,0.0,6
丽水市,6,0.0,6
乌兰察布市,2,0.0,2
乌海市,1,0.0,1
乌鲁木齐市,45,0.0,45
九江市,12,0.0,12
云浮市,1,0.0,1
亳州市,3,0.0,3
仙桃市,1,0.0,1
伊犁哈萨克自治州,1,0.0,1
佛山市,66,0.0,66
佳木斯市,1,0.0,1
保定市,4,0.0,4
保山市,1,0.0,1
信阳市,8,0.0,8
儋州市,2,0.0,2
克拉玛依市,4,0.0,4
六安市,2,0.0,2
六盘水市,1,0.0,1
兰州市,63,0.0,63
兴安盟,2,0.0,2
内江市,2,0.0,2
凉山彝族自治州,3,0.0,3
包头市,10,0.0,10
北京市,791,0.0,791
北屯市,1,0.0,1
北海市,3,0.0,3
十堰市,11,0.0,11
南京市,202,0.0,202
南充市,6,0.0,6
南宁市,99,0.0,99
南平市,8,0.0,8
南昌市,48,0.0,48
南通市,29,0.0,29
南阳市,9,0.0,9
博尔塔拉蒙古自治州,1,0.0,1
厦门市,207,0.0,207
台州市,15,0.0,15
合肥市,123,0.0,123
吉安市,10,0.0,10
吉林市,7,0.0,7
吕梁市,3,0.0,3
周口市,1,0.0,1
呼伦贝尔市,5,0.0,5
呼和浩特市,18,0.0,18
和田地区,1,0.0,1
咸宁市,8,0.0,8
咸阳市,7,0.0,7
哈密市,1,0.0,1
哈尔滨市,35,0.0,35
唐山市,12,0.0,12
商丘市,1,0.0,1
喀什地区,5,0.0,5
嘉兴市,36,0.0,36
嘉峪关市,4,0.0,4
四平市,1,0.0,1
固原市,1,0.0,1
塔城地区,1,0.0,1
大同市,2,0.0,2
大庆市,7,0.0,7
大理白族自治州,2,0.0,2
大连市,56,0.0,56
天水市,3,0.0,3
天津市,164,0.0,164
太原市,48,0.0,48
威海市,11,0.0,11
娄底市,5,0.0,5
孝感市,5,0.0,5
宁德市,22,0.0,22
宁波市,88,0.0,88
安庆市,8,0.0,8
安康市,4,0.0,4
安阳市,5,0.0,5
定西市,1,0.0,1
宜宾市,3,0.0,3
宜昌市,12,0.0,12
宜春市,4,0.0,4
宝鸡市,11,0.0,11
宣城市,1,0.0,1
宿州市,2,0.0,2
宿迁市,13,0.0,13
岳阳市,4,0.0,4
崇左市,1,0.0,1
巴中市,2,0.0,2
巴彦淖尔市,1,0.0,1
巴音郭楞蒙古自治州,6,0.0,6
常州市,40,0.0,40
常德市,4,0.0,4
平凉市,3,0.0,3
平顶山市,5,0.0,5
广元市,4,0.0,4
广安市,2,0.0,2
广州市,537,1.0,536
庆阳市,1,0.0,1
廊坊市,4,0.0,4
延安市,4,0.0,4
延边朝鲜族自治州,3,0.0,3
张家口市,3,0.0,3
张家界市,1,0.0,1
张掖市,3,0.0,3
徐州市,34,0.0,34
德宏傣族景颇族自治州,1,0.0,1
德州市,17,0.0,17
德阳市,1,0.0,1
忻州市,1,0.0,1
怀化市,3,0.0,3
恩施土家族苗族自治州,9,0.0,9
惠州市,20,0.0,20
成都市,254,0.0,254
扬州市,28,0.0,28
承德市,1,0.0,1
抚州市,7,0.0,7
抚顺市,3,0.0,3
拉萨市,6,0.0,6
揭阳市,2,0.0,2
攀枝花市,2,0.0,2
文山壮族苗族自治州,2,0.0,2
新乡市,6,0.0,6
新余市,2,0.0,2
无锡市,66,0.0,66
日照市,21,0.0,21
昆明市,78,0.0,78
昌吉回族自治州,3,0.0,3
昭通市,4,0.0,4
晋中市,4,0.0,4
晋城市,7,0.0,7
普洱市,3,0.0,3
景德镇市,1,0.0,1
曲靖市,5,0.0,5
朔州市,1,0.0,1
朝阳市,5,0.0,5
本溪市,1,0.0,1
来宾市,1,0.0,1
杭州市,270,0.0,270
松原市,2,0.0,2
林芝市,1,0.0,1
枣庄市,6,0.0,6
柳州市,10,0.0,10
株洲市,6,0.0,6
桂林市,18,0.0,18
梅州市,6,0.0,6
梧州市,2,0.0,2
楚雄彝族自治州,3,0.0,3
榆林市,16,0.0,16
武威市,3,0.0,3
武汉市,205,0.0,205
毕节市,3,0.0,3
永州市,2,0.0,2
汉中市,3,0.0,3
汕头市,11,0.0,11
汕尾市,1,0.0,1
江门市,16,0.0,16
池州市,1,0.0,1
沈阳市,75,0.0,75
沧州市,2,0.0,2
河源市,6,0.0,6
泉州市,39,0.0,39
泰安市,15,0.0,15
泰州市,12,0.0,12
泸州市,4,0.0,4
洛阳市,19,0.0,19
济南市,159,0.0,159
济宁市,18,1.0,17
海口市,63,0.0,63
海西蒙古族藏族自治州,3,0.0,3
淄博市,12,0.0,12
淮北市,3,0.0,3
淮南市,3,0.0,3
淮安市,9,0.0,9
深圳市,439,0.0,439
清远市,3,0.0,3
温州市,59,0.0,59
渭南市,5,0.0,5
湖州市,10,0.0,10
湘潭市,4,0.0,4
湛江市,9,0.0,9
滁州市,3,0.0,3
滨州市,16,0.0,16
漯河市,1,0.0,1
漳州市,14,0.0,14
潍坊市,23,0.0,23
潮州市,3,0.0,3
澄迈县,2,0.0,2
濮阳市,4,0.0,4
烟台市,36,0.0,36
焦作市,2,0.0,2
牡丹江市,2,0.0,2
玉林市,6,0.0,6
玉溪市,4,0.0,4
珠海市,61,0.0,61
白城市,1,0.0,1
白山市,3,0.0,3
百色市,3,0.0,3
益阳市,2,0.0,2
盐城市,16,0.0,16
盘锦市,3,0.0,3
眉山市,1,0.0,1
石嘴山市,1,0.0,1
石家庄市,38,0.0,38
神农架林区,1,0.0,1
福州市,168,0.0,168
秦皇岛市,3,0.0,3
红河哈尼族彝族自治州,1,0.0,1
绍兴市,18,0.0,18
绥化市,1,0.0,1
绵阳市,12,0.0,12
聊城市,7,0.0,7
肇庆市,5,0.0,5
自贡市,5,0.0,5
舟山市,3,0.0,3
芜湖市,12,0.0,12
苏州市,180,0.0,180
茂名市,3,0.0,3
