城市,新增,注销,净增加
三亚市,3,0.0,3
三明市,1,0.0,1
三门峡市,1,0.0,1
上海市,186,0.0,186
上饶市,4,0.0,4
东莞市,34,0.0,34
东营市,6,0.0,6
中山市,9,0.0,9
临汾市,1,0.0,1
临沂市,5,0.0,5
丹东市,2,0.0,2
丽水市,1,0.0,1
乌海市,3,0.0,3
乌鲁木齐市,26,0.0,26
乐山市,1,0.0,1
九江市,1,0.0,1
五家渠市,1,0.0,1
亳州市,1,0.0,1
伊犁哈萨克自治州,2,0.0,2
佛山市,26,0.0,26
佳木斯市,1,0.0,1
保定市,5,0.0,5
信阳市,1,0.0,1
儋州市,1,0.0,1
克拉玛依市,1,0.0,1
六安市,2,0.0,2
六盘水市,1,0.0,1
兰州市,32,0.0,32
内江市,1,0.0,1
凉山彝族自治州,1,0.0,1
包头市,6,0.0,6
北京市,470,0.0,470
北海市,1,0.0,1
十堰市,5,0.0,5
南京市,88,0.0,88
南充市,2,0.0,2
南宁市,45,0.0,45
南平市,1,0.0,1
南昌市,25,0.0,25
南通市,13,0.0,13
南阳市,6,0.0,6
博尔塔拉蒙古自治州,1,0.0,1
厦门市,84,0.0,84
台州市,5,0.0,5
合肥市,51,1.0,50
吉林市,4,0.0,4
吴忠市,2,0.0,2
呼和浩特市,9,0.0,9
咸宁市,3,0.0,3
咸阳市,2,0.0,2
哈尔滨市,23,0.0,23
唐山市,9,0.0,9
商丘市,1,0.0,1
商洛市,1,0.0,1
嘉兴市,13,0.0,13
四平市,1,0.0,1
固原市,3,0.0,3
大同市,1,0.0,1
大庆市,6,0.0,6
大连市,31,1.0,30
天津市,72,0.0,72
天门市,2,0.0,2
太原市,29,0.0,29
威海市,7,0.0,7
娄底市,2,0.0,2
孝感市,1,0.0,1
宁德市,1,0.0,1
宁波市,33,0.0,33
安庆市,3,0.0,3
安康市,1,0.0,1
安阳市,1,0.0,1
定西市,1,0.0,1
宜宾市,3,0.0,3
宜昌市,8,0.0,8
宜春市,1,0.0,1
宝鸡市,6,0.0,6
宣城市,1,0.0,1
宿迁市,2,0.0,2
岳阳市,3,0.0,3
巴中市,1,0.0,1
巴音郭楞蒙古自治州,5,0.0,5
常州市,12,0.0,12
常德市,3,0.0,3
平凉市,3,0.0,3
平顶山市,1,0.0,1
广元市,2,0.0,2
广安市,3,0.0,3
广州市,262,0.0,262
庆阳市,4,0.0,4
廊坊市,2,0.0,2
延安市,2,0.0,2
延边朝鲜族自治州,2,0.0,2
开封市,3,0.0,3
张家口市,2,0.0,2
张家界市,1,0.0,1
徐州市,11,0.0,11
德宏傣族景颇族自治州,2,0.0,2
德州市,1,0.0,1
德阳市,2,0.0,2
恩施土家族苗族自治州,2,0.0,2
惠州市,12,0.0,12
成都市,97,0.0,97
扬州市,11,0.0,11
承德市,1,0.0,1
抚州市,3,0.0,3
抚顺市,1,0.0,1
拉萨市,1,0.0,1
揭阳市,3,0.0,3
攀枝花市,1,0.0,1
新乡市,4,0.0,4
新余市,2,0.0,2
无锡市,29,0.0,29
日照市,3,0.0,3
昆明市,27,0.0,27
昌吉回族自治州,2,0.0,2
昭通市,1,0.0,1
晋中市,3,0.0,3
晋城市,3,0.0,3
普洱市,4,0.0,4
曲靖市,2,0.0,2
朔州市,3,0.0,3
本溪市,1,0.0,1
杭州市,127,0.0,127
枣庄市,2,0.0,2
柳州市,8,0.0,8
株洲市,4,0.0,4
桂林市,6,0.0,6
梅州市,3,0.0,3
楚雄彝族自治州,3,0.0,3
榆林市,5,0.0,5
武威市,2,0.0,2
武汉市,100,1.0,99
永州市,1,0.0,1
汉中市,3,0.0,3
汕头市,10,0.0,10
江门市,6,0.0,6
池州市,1,0.0,1
沈阳市,38,0.0,38
沧州市,2,0.0,2
泉州市,10,0.0,10
泰安市,11,0.0,11
泰州市,5,0.0,5
泸州市,2,0.0,2
洛阳市,6,0.0,6
济南市,84,0.0,84
济宁市,9,0.0,9
济源市,2,0.0,2
海东市,1,0.0,1
海口市,31,0.0,31
海西蒙古族藏族自治州,1,0.0,1
淄博市,7,0.0,7
淮北市,4,0.0,4
淮南市,1,0.0,1
淮安市,5,0.0,5
深圳市,156,0.0,156
清远市,3,0.0,3
温州市,26,0.0,26
渭南市,3,0.0,3
湖州市,2,0.0,2
湘潭市,2,0.0,2
湛江市,7,0.0,7
滁州市,2,0.0,2
滨州市,4,0.0,4
