城市,新增,注销,净增加
漳州市,5,0.0,5
潍坊市,8,0.0,8
潮州市,1,0.0,1
烟台市,17,0.0,17
焦作市,3,0.0,3
牡丹江市,3,0.0,3
珠海市,33,0.0,33
白山市,2,0.0,2
白银市,1,0.0,1
百色市,1,0.0,1
盐城市,7,0.0,7
盘锦市,4,0.0,4
眉山市,2,0.0,2
石嘴山市,1,0.0,1
石家庄市,10,0.0,10
福州市,68,0.0,68
秦皇岛市,2,0.0,2
红河哈尼族彝族自治州,1,0.0,1
绍兴市,6,0.0,6
绵阳市,6,0.0,6
聊城市,4,0.0,4
肇庆市,2,0.0,2
舟山市,2,0.0,2
苏州市,81,0.0,81
荆州市,4,0.0,4
莆田市,2,0.0,2
菏泽市,1,0.0,1
营口市,6,0.0,6
蚌埠市,3,0.0,3
衡水市,2,0.0,2
衡阳市,4,0.0,4
衢州市,4,0.0,4
襄阳市,7,0.0,7
西宁市,9,0.0,9
西安市,129,0.0,129
许昌市,5,0.0,5
贵阳市,22,0.0,22
赣州市,3,0.0,3
赤峰市,1,0.0,1
辽源市,1,0.0,1
运城市,5,0.0,5
连云港市,3,0.0,3
通辽市,2,0.0,2
遂宁市,1,0.0,1
遵义市,6,0.0,6
邯郸市,1,0.0,1
邵阳市,3,0.0,3
郑州市,40,0.0,40
郴州市,4,0.0,4
鄂尔多斯市,5,0.0,5
鄂州市,1,0.0,1
重庆市,81,0.0,81
金华市,11,0.0,11
金昌市,1,0.0,1
铜仁市,1,0.0,1
铜陵市,2,0.0,2
银川市,8,0.0,8
锦州市,3,0.0,3
镇江市,5,0.0,5
长春市,30,0.0,30
长沙市,54,0.0,54
长治市,2,0.0,2
阜阳市,5,0.0,5
阳江市,1,0.0,1
阳泉市,2,0.0,2
阿克苏地区,3,0.0,3
随州市,1,0.0,1
青岛市,59,0.0,59
鞍山市,7,0.0,7
韶关市,3,0.0,3
马鞍山市,2,0.0,2
黄冈市,3,0.0,3
黄石市,5,0.0,5
黑河市,1,0.0,1
黔南布依族苗族自治州,1,0.0,1
齐齐哈尔市,1,0.0,1
龙岩市,6,0.0,6
