城市,新增,注销,净增加
三明市,2,0.0,2
三门峡市,1,0.0,1
上海市,215,0.0,215
东莞市,13,0.0,13
东营市,6,0.0,6
中山市,7,0.0,7
临汾市,1,0.0,1
临沂市,10,0.0,10
临沧市,1,0.0,1
丹东市,2,0.0,2
丽水市,4,0.0,4
丽江市,2,0.0,2
乌鲁木齐市,22,0.0,22
乐山市,1,0.0,1
九江市,1,0.0,1
仙桃市,1,0.0,1
佛山市,29,0.0,29
佳木斯市,1,0.0,1
保定市,4,0.0,4
克拉玛依市,1,0.0,1
六安市,2,0.0,2
兰州市,29,0.0,29
凉山彝族自治州,1,0.0,1
包头市,3,0.0,3
北京市,375,1.0,374
北海市,2,0.0,2
十堰市,5,0.0,5
南京市,69,0.0,69
南宁市,24,0.0,24
南平市,4,0.0,4
南昌市,12,0.0,12
南通市,10,0.0,10
南阳市,5,0.0,5
博尔塔拉蒙古自治州,1,0.0,1
厦门市,47,0.0,47
台州市,7,0.0,7
合肥市,30,0.0,30
吉林市,4,0.0,4
吐鲁番市,1,0.0,1
吕梁市,1,0.0,1
吴忠市,1,0.0,1
呼和浩特市,10,0.0,10
和田地区,1,0.0,1
咸宁市,1,0.0,1
咸阳市,3,0.0,3
哈尔滨市,13,0.0,13
唐山市,6,0.0,6
商洛市,1,0.0,1
嘉兴市,4,0.0,4
塔城地区,1,0.0,1
大庆市,2,0.0,2
大连市,20,0.0,20
天水市,1,0.0,1
天津市,53,0.0,53
太原市,14,0.0,14
威海市,5,0.0,5
娄底市,1,0.0,1
宁德市,2,0.0,2
宁波市,23,0.0,23
安庆市,2,0.0,2
安康市,1,0.0,1
安阳市,3,0.0,3
宜宾市,2,0.0,2
宜昌市,6,0.0,6
宜春市,4,0.0,4
宣城市,1,0.0,1
宿州市,1,0.0,1
宿迁市,2,0.0,2
岳阳市,1,0.0,1
巴彦淖尔市,2,0.0,2
巴音郭楞蒙古自治州,1,0.0,1
常州市,8,0.0,8
平凉市,1,0.0,1
平顶山市,1,0.0,1
广元市,2,0.0,2
广州市,168,0.0,168
廊坊市,2,0.0,2
延安市,1,0.0,1
张掖市,1,0.0,1
徐州市,8,0.0,8
德州市,1,0.0,1
德阳市,2,0.0,2
惠州市,8,0.0,8
成都市,67,0.0,67
扬州市,10,0.0,10
承德市,1,0.0,1
揭阳市,1,0.0,1
新乡市,2,0.0,2
无锡市,26,0.0,26
日照市,6,0.0,6
昆明市,21,0.0,21
昌吉回族自治州,2,0.0,2
晋中市,4,0.0,4
晋城市,2,0.0,2
普洱市,1,0.0,1
曲靖市,2,0.0,2
朔州市,1,0.0,1
杭州市,87,0.0,87
枣庄市,5,0.0,5
柳州市,1,0.0,1
株洲市,5,0.0,5
桂林市,2,0.0,2
榆林市,4,0.0,4
武威市,2,0.0,2
武汉市,68,1.0,67
汉中市,1,0.0,1
汕头市,1,0.0,1
江门市,3,0.0,3
池州市,2,0.0,2
沈阳市,26,0.0,26
沧州市,2,0.0,2
河源市,1,0.0,1
泉州市,11,0.0,11
泰安市,3,0.0,3
泰州市,5,0.0,5
泸州市,1,0.0,1
洛阳市,1,0.0,1
济南市,51,0.0,51
济宁市,5,0.0,5
海口市,12,0.0,12
淄博市,9,0.0,9
淮北市,1,0.0,1
淮南市,1,0.0,1
淮安市,3,0.0,3
深圳市,127,0.0,127
清远市,2,0.0,2
温州市,14,0.0,14
湖州市,2,0.0,2
湘潭市,1,0.0,1
湛江市,4,0.0,4
滁州市,2,0.0,2
滨州市,6,1.0,5
漳州市,8,0.0,8
潍坊市,12,0.0,12
潮州市,1,0.0,1
烟台市,11,0.0,11
焦作市,1,0.0,1
牡丹江市,1,0.0,1
珠海市,22,0.0,22
白银市,1,0.0,1
益阳市,1,0.0,1
盐城市,9,0.0,9
盘锦市,4,0.0,4
石嘴山市,1,0.0,1
石家庄市,12,0.0,12
福州市,50,0.0,50
绍兴市,3,0.0,3
绵阳市,7,0.0,7
聊城市,2,0.0,2
肇庆市,1,0.0,1
自贡市,3,0.0,3
舟山市,1,0.0,1
芜湖市,2,0.0,2
苏州市,51,0.0,51
茂名市,1,0.0,1
荆州市,1,0.0,1
荆门市,4,0.0,4
莆田市,1,0.0,1
菏泽市,2,0.0,2
萍乡市,1,0.0,1
营口市,1,0.0,1
蚌埠市,1,0.0,1
衡水市,1,0.0,1
衡阳市,4,0.0,4
衢州市,1,0.0,1
西宁市,4,0.0,4
西安市,90,0.0,90
贵港市,2,0.0,2
贵阳市,13,0.0,13
资阳市,1,0.0,1
赤峰市,1,0.0,1
达州市,1,0.0,1
连云港市,3,0.0,3
遵义市,3,0.0,3
邢台市,1,0.0,1
郑州市,30,0.0,30
鄂尔多斯市,1,0.0,1
鄂州市,1,0.0,1
重庆市,52,0.0,52
金华市,8,0.0,8
铁岭市,2,0.0,2
银川市,6,0.0,6
镇江市,4,0.0,4
长春市,17,0.0,17
长沙市,28,1.0,27
长治市,1,0.0,1
阜阳市,1,0.0,1
阿克苏地区,1,0.0,1
阿坝藏族羌族自治州,1,0.0,1
阿拉善盟,1,0.0,1
陇南市,1,0.0,1
青岛市,38,0.0,38
鞍山市,2,0.0,2
韶关市,1,0.0,1
鹤壁市,1,0.0,1
鹰潭市,1,0.0,1
黄冈市,2,0.0,2
齐齐哈尔市,1,0.0,1
龙岩市,3,0.0,3
