城市,新增,注销,净增加
巴音郭楞蒙古自治州,22,0.0,22
常州市,169,0.0,169
常德市,20,0.0,20
平凉市,11,0.0,11
平顶山市,29,0.0,29
广元市,20,0.0,20
广安市,18,0.0,18
广州市,3040,0.0,3040
庆阳市,26,0.0,26
廊坊市,47,2.0,45
延安市,24,0.0,24
延边朝鲜族自治州,13,0.0,13
开封市,40,1.0,39
张家口市,39,0.0,39
张家界市,10,2.0,8
张掖市,32,0.0,32
徐州市,181,0.0,181
德宏傣族景颇族自治州,5,0.0,5
德州市,87,0.0,87
德阳市,30,0.0,30
忻州市,11,0.0,11
怀化市,13,1.0,12
怒江傈僳族自治州,2,0.0,2
恩施土家族苗族自治州,40,0.0,40
惠州市,164,0.0,164
成都市,1336,15.0,1321
扬州市,114,0.0,114
承德市,22,0.0,22
抚州市,32,0.0,32
抚顺市,11,0.0,11
拉萨市,49,0.0,49
揭阳市,15,0.0,15
攀枝花市,20,0.0,20
文山壮族苗族自治州,10,0.0,10
文昌市,12,0.0,12
新乡市,46,0.0,46
新余市,17,1.0,16
新星市,2,0.0,2
无锡市,299,0.0,299
日喀则市,4,0.0,4
日照市,64,0.0,64
昆明市,318,4.0,314
昌吉回族自治州,23,0.0,23
昌都市,3,0.0,3
昭通市,19,0.0,19
晋中市,21,0.0,21
晋城市,23,0.0,23
普洱市,5,0.0,5
景德镇市,19,0.0,19
曲靖市,18,1.0,17
朔州市,8,0.0,8
朝阳市,14,0.0,14
本溪市,12,0.0,12
来宾市,5,0.0,5
杭州市,1573,4.0,1569
松原市,15,0.0,15
林芝市,2,0.0,2
枣庄市,62,0.0,62
柳州市,92,0.0,92
株洲市,45,0.0,45
桂林市,60,0.0,60
梅州市,44,1.0,43
梧州市,9,0.0,9
楚雄彝族自治州,11,1.0,10
榆林市,75,2.0,73
武威市,20,0.0,20
武汉市,953,1.0,952
毕节市,14,0.0,14
永州市,19,1.0,18
汉中市,30,0.0,30
汕头市,68,1.0,67
汕尾市,10,0.0,10
江门市,50,1.0,49
池州市,10,0.0,10
沈阳市,447,4.0,443
沧州市,30,1.0,29
河池市,16,0.0,16
河源市,33,1.0,32
泉州市,239,1.0,238
泰安市,93,0.0,93
泰州市,61,0.0,61
泸州市,39,4.0,35
洛阳市,113,1.0,112
济南市,827,0.0,827
济宁市,154,1.0,153
济源市,7,0.0,7
海东市,12,0.0,12
海北藏族自治州,4,0.0,4
海南藏族自治州,4,0.0,4
海口市,286,1.0,285
海西蒙古族藏族自治州,5,0.0,5
淄博市,106,1.0,105
淮北市,10,0.0,10
淮南市,21,0.0,21
淮安市,64,1.0,63
深圳市,3462,70.0,3392
清远市,13,0.0,13
温州市,225,0.0,225
渭南市,34,0.0,34
湖州市,73,1.0,72
湘潭市,26,0.0,26
湘西土家族苗族自治州,11,1.0,10
湛江市,56,0.0,56
滁州市,25,0.0,25
滨州市,86,1.0,85
漯河市,25,0.0,25
漳州市,110,2.0,108
潍坊市,129,0.0,129
潜江市,8,0.0,8
潮州市,14,0.0,14
澄迈县,29,0.0,29
濮阳市,16,0.0,16
烟台市,189,1.0,188
焦作市,24,0.0,24
牡丹江市,13,0.0,13
玉林市,35,0.0,35
玉树藏族自治州,2,0.0,2
玉溪市,13,1.0,12
珠海市,478,1.0,477
琼中黎族苗族自治县,2,0.0,2
琼海市,5,0.0,5
甘南藏族自治州,2,0.0,2
甘孜藏族自治州,5,0.0,5
白城市,6,0.0,6
白山市,8,0.0,8
白银市,16,0.0,16
百色市,12,0.0,12
益阳市,16,0.0,16
盐城市,99,0.0,99
盘锦市,21,0.0,21
眉山市,19,0.0,19
石嘴山市,6,0.0,6
石家庄市,170,4.0,166
石河子市,13,0.0,13
福州市,826,4.0,822
秦皇岛市,28,0.0,28
红河哈尼族彝族自治州,12,0.0,12
绍兴市,83,1.0,82
绥化市,8,0.0,8
绵阳市,110,1.0,109
聊城市,106,0.0,106
肇庆市,29,0.0,29
胡杨河市,3,0.0,3
自贡市,23,0.0,23
舟山市,15,0.0,15
芜湖市,47,0.0,47
苏州市,886,1.0,885
茂名市,39,2.0,37
荆州市,22,0.0,22
荆门市,21,0.0,21
莆田市,70,1.0,69
菏泽市,70,0.0,70
萍乡市,26,0.0,26
营口市,16,0.0,16
葫芦岛市,10,0.0,10
蚌埠市,32,0.0,32
衡水市,34,0.0,34
衡阳市,29,0.0,29
衢州市,32,0.0,32
襄阳市,67,0.0,67
西双版纳傣族自治州,3,0.0,3
西宁市,98,0.0,98
西安市,1623,32.0,1591
许昌市,25,0.0,25
贵港市,19,0.0,19
贵阳市,348,0.0,348
贺州市,8,0.0,8
资阳市,3,0.0,3
赣州市,101,0.0,101
赤峰市,30,0.0,30
辽源市,5,0.0,5
辽阳市,12,0.0,12
达州市,16,0.0,16
运城市,32,0.0,32
连云港市,57,0.0,57
迪庆藏族自治州,2,0.0,2
通化市,6,0.0,6
通辽市,20,0.0,20
遂宁市,23,0.0,23
遵义市,40,1.0,39
邢台市,21,0.0,21
那曲市,3,0.0,3
邯郸市,40,0.0,40
邵阳市,18,0.0,18
郑州市,765,2.0,763
郴州市,25,1.0,24
鄂尔多斯市,58,0.0,58
鄂州市,11,0.0,11
酒泉市,22,0.0,22
重庆市,848,4.0,844
金华市,212,0.0,212
金昌市,8,0.0,8
钦州市,11,0.0,11
铁岭市,7,0.0,7
铁门关市,1,0.0,1
铜仁市,32,3.0,29
铜川市,9,1.0,8
铜陵市,10,0.0,10
银川市,159,0.0,159
锡林郭勒盟,10,0.0,10
锦州市,15,0.0,15
镇江市,58,1.0,57
长春市,273,0.0,273
长沙市,682,1.0,681
长治市,35,0.0,35
阜新市,16,0.0,16
阜阳市,58,0.0,58
防城港市,12,0.0,12
阳江市,15,0.0,15
阳泉市,12,0.0,12
阿克苏地区,24,0.0,24
阿勒泰地区,4,0.0,4
阿坝藏族羌族自治州,3,0.0,3
阿拉善盟,5,0.0,5
阿拉尔市,2,0.0,2
陇南市,8,0.0,8
陵水黎族自治县,6,0.0,6
随州市,20,0.0,20
雅安市,7,0.0,7
青岛市,737,4.0,733
鞍山市,26,0.0,26
韶关市,30,0.0,30
马鞍山市,31,0.0,31
驻马店市,23,0.0,23
鸡西市,4,0.0,4
鹤壁市,13,0.0,13
鹤岗市,2,0.0,2
鹰潭市,14,0.0,14
黄冈市,38,0.0,38
黄山市,6,1.0,5
黄石市,40,0.0,40
黑河市,6,0.0,6
黔东南苗族侗族自治州,22,0.0,22
黔南布依族苗族自治州,19,0.0,19
黔西南布依族苗族自治州,20,0.0,20
齐齐哈尔市,6,0.0,6
龙岩市,70,4.0,66
