城市,新增,注销,净增加
楚雄彝族自治州,93,25.0,68
榆林市,558,111.0,447
武威市,66,4.0,62
武汉市,6781,313.0,6468
毕节市,120,14.0,106
永州市,112,31.0,81
汉中市,286,90.0,196
汕头市,287,7.0,280
汕尾市,131,11.0,120
江西省赣江新区直管区,1,0.0,1
江门市,377,16.0,361
池州市,111,6.0,105
沈阳市,3038,480.0,2558
沧州市,72,14.0,58
河池市,98,3.0,95
河源市,254,22.0,232
泉州市,1888,507.0,1381
泰安市,1008,125.0,883
泰州市,567,33.0,534
泸州市,272,86.0,186
洛阳市,913,46.0,867
济南市,7242,597.0,6645
济宁市,1375,112.0,1263
济源市,63,5.0,58
海东市,67,3.0,64
海北藏族自治州,11,2.0,9
海南省洋浦经济开发区,3,0.0,3
海南藏族自治州,21,1.0,20
海口市,8544,736.0,7808
海西蒙古族藏族自治州,44,10.0,34
淄博市,1074,104.0,970
淮北市,185,6.0,179
淮南市,178,10.0,168
淮安市,606,67.0,539
深圳市,15968,689.0,15279
清远市,123,6.0,117
温州市,1902,402.0,1500
渭南市,306,98.0,208
湖州市,849,130.0,719
湘潭市,118,21.0,97
湘西土家族苗族自治州,39,6.0,33
湛江市,299,7.0,292
滁州市,279,8.0,271
滨州市,719,68.0,651
漯河市,178,7.0,171
漳州市,953,349.0,604
潍坊市,1906,145.0,1761
潜江市,18,0.0,18
潮州市,158,4.0,154
澄迈县,748,71.0,677
濮阳市,249,21.0,228
烟台市,1628,143.0,1485
焦作市,227,8.0,219
牡丹江市,82,10.0,72
玉林市,268,30.0,238
玉树藏族自治州,8,0.0,8
玉溪市,81,23.0,58
珠海市,1615,115.0,1500
琼中黎族苗族自治县,18,6.0,12
琼海市,152,7.0,145
甘南藏族自治州,24,0.0,24
甘孜藏族自治州,31,6.0,25
白城市,39,7.0,32
白山市,38,5.0,33
白沙黎族自治县,8,1.0,7
白银市,104,1.0,103
百色市,137,5.0,132
益阳市,94,14.0,80
盐城市,773,64.0,709
盘锦市,122,21.0,101
眉山市,234,68.0,166
石嘴山市,58,6.0,52
石家庄市,408,31.0,377
石河子市,40,2.0,38
神农架林区,6,0.0,6
福州市,5678,1565.0,4113
秦皇岛市,53,6.0,47
红河哈尼族彝族自治州,79,24.0,55
绍兴市,943,132.0,811
绥化市,65,4.0,61
绵阳市,781,259.0,522
聊城市,824,72.0,752
肇庆市,210,12.0,198
胡杨河市,14,2.0,12
自贡市,195,81.0,114
舟山市,208,34.0,174
芜湖市,893,69.0,824
苏州市,7357,537.0,6820
茂名市,250,14.0,236
荆州市,251,19.0,232
荆门市,181,10.0,171
莆田市,1029,451.0,578
菏泽市,1189,143.0,1046
萍乡市,685,163.0,522
营口市,218,17.0,201
葫芦岛市,113,13.0,100
蚌埠市,283,12.0,271
衡水市,77,17.0,60
衡阳市,302,78.0,224
衢州市,302,35.0,267
襄阳市,537,50.0,487
西双版纳傣族自治州,89,27.0,62
西宁市,775,58.0,717
西安市,11497,2117.0,9380
许昌市,365,18.0,347
贵港市,152,41.0,111
贵阳市,2157,158.0,1999
贺州市,92,13.0,79
资阳市,100,24.0,76
赣州市,965,129.0,836
赤峰市,180,7.0,173
辽源市,27,0.0,27
辽阳市,78,17.0,61
达州市,170,56.0,114
运城市,319,27.0,292
连云港市,585,34.0,551
迪庆藏族自治州,17,2.0,15
通化市,62,6.0,56
通辽市,115,8.0,107
遂宁市,124,44.0,80
遵义市,231,6.0,225
邢台市,82,14.0,68
那曲市,8,0.0,8
邯郸市,151,35.0,116
邵阳市,113,21.0,92
郑州市,5558,263.0,5295
郴州市,156,32.0,124
鄂尔多斯市,281,9.0,272
鄂州市,102,2.0,100
酒泉市,136,2.0,134
重庆市,7840,1042.0,6798
金华市,1866,325.0,1541
金昌市,30,1.0,29
钦州市,276,31.0,245
铁岭市,68,9.0,59
铁门关市,16,1.0,15
铜仁市,90,4.0,86
铜川市,136,70.0,66
铜陵市,92,6.0,86
银川市,1100,99.0,1001
锡林郭勒盟,62,2.0,60
锦州市,149,13.0,136
镇江市,585,48.0,537
长春市,1931,100.0,1831
长沙市,3437,646.0,2791
长治市,275,4.0,271
阜新市,80,11.0,69
阜阳市,562,30.0,532
防城港市,88,13.0,75
阳江市,63,3.0,60
阳泉市,106,5.0,101
阿克苏地区,165,13.0,152
阿勒泰地区,21,2.0,19
阿坝藏族羌族自治州,25,13.0,12
阿拉善盟,13,0.0,13
阿拉尔市,40,4.0,36
阿里地区,5,0.0,5
陇南市,68,0.0,68
陵水黎族自治县,240,12.0,228
随州市,123,9.0,114
雅安市,106,45.0,61
青岛市,5558,585.0,4973
鞍山市,217,19.0,198
韶关市,207,15.0,192
马鞍山市,222,30.0,192
驻马店市,242,9.0,233
鸡西市,30,0.0,30
鹤壁市,187,13.0,174
鹤岗市,9,0.0,9
鹰潭市,111,19.0,92
黄冈市,283,14.0,269
黄南藏族自治州,3,0.0,3
黄山市,87,4.0,83
黄石市,279,18.0,261
黑河市,26,2.0,24
黔东南苗族侗族自治州,103,6.0,97
黔南布依族苗族自治州,121,6.0,115
黔西南布依族苗族自治州,111,11.0,100
齐齐哈尔市,73,5.0,68
龙岩市,632,172.0,460
