城市,新增,注销,净增加
大理白族自治州,11,0.0,11
大连市,161,0.0,161
天水市,14,0.0,14
天津市,586,0.0,586
天门市,1,0.0,1
太原市,168,0.0,168
威海市,45,0.0,45
娄底市,6,0.0,6
孝感市,10,0.0,10
宁德市,52,0.0,52
宁波市,221,0.0,221
安庆市,8,0.0,8
安康市,18,0.0,18
安阳市,26,0.0,26
安顺市,10,0.0,10
定西市,7,0.0,7
宜宾市,21,0.0,21
宜昌市,38,0.0,38
宜春市,31,0.0,31
宝鸡市,47,0.0,47
宣城市,5,0.0,5
宿州市,13,0.0,13
宿迁市,43,0.0,43
屯昌县,2,0.0,2
山南市,2,0.0,2
岳阳市,14,0.0,14
崇左市,2,0.0,2
巴中市,4,0.0,4
巴彦淖尔市,10,0.0,10
巴音郭楞蒙古自治州,17,0.0,17
常州市,88,0.0,88
常德市,8,0.0,8
平凉市,19,0.0,19
平顶山市,29,0.0,29
广元市,16,0.0,16
广安市,7,0.0,7
广州市,1695,0.0,1695
庆阳市,31,0.0,31
廊坊市,32,0.0,32
延安市,18,0.0,18
延边朝鲜族自治州,13,0.0,13
开封市,21,0.0,21
张家口市,17,0.0,17
张家界市,3,0.0,3
张掖市,22,0.0,22
徐州市,96,0.0,96
德州市,46,0.0,46
德阳市,20,0.0,20
忻州市,8,0.0,8
怀化市,13,0.0,13
恩施土家族苗族自治州,32,0.0,32
惠州市,70,0.0,70
成都市,792,0.0,792
扬州市,66,0.0,66
承德市,8,0.0,8
抚州市,16,0.0,16
抚顺市,11,0.0,11
拉萨市,31,0.0,31
揭阳市,6,0.0,6
攀枝花市,8,0.0,8
文山壮族苗族自治州,6,0.0,6
文昌市,3,0.0,3
新乡市,24,0.0,24
新余市,6,0.0,6
新星市,1,0.0,1
无锡市,196,0.0,196
日喀则市,1,0.0,1
日照市,36,0.0,36
昆明市,257,0.0,257
昌吉回族自治州,6,0.0,6
昭通市,8,0.0,8
晋中市,19,0.0,19
晋城市,17,0.0,17
普洱市,2,0.0,2
景德镇市,4,0.0,4
曲靖市,15,0.0,15
朔州市,9,0.0,9
朝阳市,10,0.0,10
本溪市,3,0.0,3
来宾市,9,0.0,9
杭州市,874,1.0,873
松原市,10,0.0,10
林芝市,2,0.0,2
枣庄市,42,0.0,42
柳州市,48,0.0,48
株洲市,32,0.0,32
桂林市,44,0.0,44
梅州市,14,0.0,14
梧州市,10,0.0,10
楚雄彝族自治州,17,0.0,17
榆林市,53,0.0,53
武威市,8,0.0,8
武汉市,594,0.0,594
毕节市,7,0.0,7
永州市,10,0.0,10
汉中市,21,0.0,21
汕头市,30,0.0,30
汕尾市,8,0.0,8
江门市,26,0.0,26
池州市,6,0.0,6
沈阳市,236,0.0,236
沧州市,18,0.0,18
河池市,11,0.0,11
河源市,16,0.0,16
泉州市,179,1.0,178
泰安市,72,0.0,72
泰州市,41,0.0,41
泸州市,16,0.0,16
洛阳市,74,0.0,74
济南市,571,0.0,571
济宁市,84,0.0,84
济源市,3,0.0,3
海东市,3,0.0,3
海北藏族自治州,1,0.0,1
海口市,187,1.0,186
海西蒙古族藏族自治州,3,0.0,3
淄博市,81,0.0,81
淮北市,13,0.0,13
淮南市,12,0.0,12
淮安市,37,0.0,37
深圳市,2232,8.0,2224
清远市,7,0.0,7
温州市,142,0.0,142
渭南市,19,0.0,19
湖州市,41,0.0,41
湘潭市,10,0.0,10
湘西土家族苗族自治州,3,0.0,3
湛江市,20,0.0,20
滁州市,31,0.0,31
滨州市,51,0.0,51
漯河市,11,0.0,11
漳州市,78,0.0,78
潍坊市,105,0.0,105
潜江市,3,0.0,3
潮州市,5,0.0,5
澄迈县,14,0.0,14
濮阳市,7,0.0,7
烟台市,110,0.0,110
焦作市,16,0.0,16
牡丹江市,9,0.0,9
玉林市,20,0.0,20
玉树藏族自治州,1,0.0,1
玉溪市,8,0.0,8
珠海市,268,0.0,268
琼海市,4,0.0,4
甘南藏族自治州,1,0.0,1
白城市,2,0.0,2
白山市,5,0.0,5
白沙黎族自治县,1,0.0,1
白银市,7,0.0,7
百色市,10,0.0,10
益阳市,14,0.0,14
盐城市,57,0.0,57
盘锦市,9,0.0,9
眉山市,8,0.0,8
石嘴山市,8,0.0,8
石家庄市,114,0.0,114
石河子市,5,0.0,5
福州市,616,1.0,615
秦皇岛市,12,0.0,12
红河哈尼族彝族自治州,8,0.0,8
绍兴市,42,0.0,42
绥化市,9,0.0,9
绵阳市,83,0.0,83
聊城市,40,0.0,40
肇庆市,16,0.0,16
自贡市,13,0.0,13
舟山市,8,0.0,8
芜湖市,37,0.0,37
苏州市,487,0.0,487
茂名市,18,0.0,18
荆州市,21,0.0,21
荆门市,10,0.0,10
莆田市,62,0.0,62
菏泽市,35,0.0,35
萍乡市,11,0.0,11
营口市,6,0.0,6
葫芦岛市,4,0.0,4
蚌埠市,22,0.0,22
衡水市,7,0.0,7
衡阳市,13,0.0,13
衢州市,27,0.0,27
襄阳市,34,0.0,34
西双版纳傣族自治州,3,0.0,3
西宁市,75,0.0,75
西安市,864,5.0,859
许昌市,28,0.0,28
贵港市,12,0.0,12
贵阳市,232,0.0,232
贺州市,5,0.0,5
资阳市,2,0.0,2
赣州市,50,0.0,50
赤峰市,20,0.0,20
辽源市,1,0.0,1
辽阳市,3,0.0,3
达州市,9,0.0,9
运城市,25,0.0,25
连云港市,35,0.0,35
迪庆藏族自治州,2,0.0,2
通化市,5,0.0,5
通辽市,20,0.0,20
遂宁市,10,0.0,10
遵义市,30,0.0,30
邢台市,6,0.0,6
邯郸市,17,0.0,17
邵阳市,11,0.0,11
郑州市,545,0.0,545
郴州市,11,0.0,11
鄂尔多斯市,35,0.0,35
鄂州市,10,0.0,10
酒泉市,21,0.0,21
重庆市,536,0.0,536
金华市,85,0.0,85
金昌市,4,0.0,4
钦州市,12,0.0,12
铁岭市,2,0.0,2
铁门关市,1,0.0,1
铜仁市,11,0.0,11
铜川市,2,0.0,2
铜陵市,4,0.0,4
银川市,100,0.0,100
锡林郭勒盟,7,0.0,7
锦州市,12,0.0,12
镇江市,42,0.0,42
长春市,172,0.0,172
长沙市,464,0.0,464
长治市,20,0.0,20
阜阳市,31,0.0,31
防城港市,4,0.0,4
阳江市,6,0.0,6
阳泉市,7,0.0,7
阿克苏地区,5,0.0,5
阿勒泰地区,2,0.0,2
阿坝藏族羌族自治州,2,0.0,2
阿拉善盟,3,0.0,3
阿拉尔市,2,0.0,2
陇南市,10,0.0,10
陵水黎族自治县,2,0.0,2
随州市,17,0.0,17
雅安市,4,0.0,4
青岛市,491,0.0,491
鞍山市,14,0.0,14
韶关市,10,0.0,10
马鞍山市,21,0.0,21
驻马店市,7,0.0,7
鸡西市,3,0.0,3
鹤壁市,13,0.0,13
鹤岗市,2,0.0,2
鹰潭市,5,0.0,5
黄冈市,23,0.0,23
黄山市,5,0.0,5
黄石市,18,0.0,18
黑河市,4,0.0,4
黔东南苗族侗族自治州,14,0.0,14
黔南布依族苗族自治州,15,0.0,15
黔西南布依族苗族自治州,15,0.0,15
齐齐哈尔市,5,0.0,5
龙岩市,29,0.0,29
