城市,全部企业
七台河市,6
万宁市,6
三亚市,199
三明市,147
三沙市,3
三门峡市,30
上海市,7546
上饶市,163
东方市,4
东莞市,1182
东营市,345
中卫市,20
中山市,426
临夏回族自治州,18
临汾市,93
临沂市,550
临沧市,35
临高县,2
丹东市,75
丽水市,126
丽江市,29
乌兰察布市,29
乌海市,26
乌鲁木齐市,880
乐东黎族自治县,2
乐山市,42
九江市,168
云浮市,19
五家渠市,8
五指山市,1
亳州市,47
仙桃市,31
伊春市,3
伊犁哈萨克自治州,59
佛山市,1086
佳木斯市,26
保亭黎族苗族自治县,3
保定市,220
保山市,21
信阳市,93
儋州市,31
克孜勒苏柯尔克孜自治州,6
克拉玛依市,51
六安市,86
六盘水市,27
兰州市,1051
兴安盟,18
内江市,46
凉山彝族自治州,65
包头市,217
北京市,15054
北屯市,4
北海市,81
十堰市,188
南京市,3223
南充市,140
南宁市,1800
南平市,103
南昌市,904
南通市,441
南阳市,219
博尔塔拉蒙古自治州,10
厦门市,3844
双鸭山市,6
台州市,257
合肥市,2291
吉安市,109
吉林市,174
吐鲁番市,8
吕梁市,52
吴忠市,34
周口市,101
呼伦贝尔市,46
呼和浩特市,501
和田地区,25
咸宁市,87
咸阳市,164
哈密市,29
哈尔滨市,697
唐山市,267
商丘市,55
商洛市,19
喀什地区,56
嘉兴市,549
嘉峪关市,31
四平市,32
固原市,43
塔城地区,15
大兴安岭地区,3
大同市,52
大庆市,126
大理白族自治州,53
大连市,981
天水市,78
天津市,3085
天门市,14
太原市,963
威海市,264
娄底市,69
孝感市,89
宁德市,265
宁波市,1388
安庆市,100
安康市,96
安阳市,108
安顺市,36
定安县,1
定西市,42
宜宾市,110
宜昌市,292
宜春市,150
宝鸡市,229
宣城市,47
宿州市,60
宿迁市,220
屯昌县,3
山南市,7
山西转型综合改革示范区,1
岳阳市,89
崇左市,20
巴中市,37
巴彦淖尔市,41
巴音郭楞蒙古自治州,129
常州市,610
常德市,64
平凉市,65
平顶山市,96
广元市,62
广安市,38
广州市,9544
庆阳市,109
廊坊市,165
延安市,97
延边朝鲜族自治州,56
开封市,87
张家口市,73
张家界市,27
张掖市,81
徐州市,573
德宏傣族景颇族自治州,14
德州市,207
德阳市,115
忻州市,41
怀化市,55
怒江傈僳族自治州,7
恩施土家族苗族自治州,140
惠州市,454
成都市,4620
扬州市,378
承德市,56
抚州市,74
抚顺市,37
拉萨市,140
揭阳市,51
攀枝花市,44
文山壮族苗族自治州,27
文昌市,8
新乡市,139
新余市,51
新星市,1
无锡市,1150
日喀则市,4
日照市,238
昆明市,1379
昌吉回族自治州,50
昌江黎族自治县,2
昌都市,5
昭通市,32
晋中市,108
晋城市,106
普洱市,22
景德镇市,30
曲靖市,77
朔州市,51
朝阳市,50
本溪市,28
来宾市,34
杭州市,5063
松原市,46
林芝市,9
枣庄市,188
柳州市,278
株洲市,187
桂林市,235
梅州市,94
梧州市,44
楚雄彝族自治州,60
榆林市,287
武威市,55
武汉市,3504
毕节市,42
永州市,57
汉中市,86
汕头市,199
汕尾市,33
江门市,173
池州市,37
沈阳市,1371
沧州市,92
河池市,35
河源市,102
泉州市,843
泰安市,304
泰州市,217
泸州市,100
洛阳市,310
济南市,2987
济宁市,479
济源市,21
海东市,15
海北藏族自治州,5
海南省洋浦经济开发区,1
海南藏族自治州,5
海口市,1121
海西蒙古族藏族自治州,20
淄博市,410
淮北市,64
淮南市,66
淮安市,199
深圳市,10740
清远市,50
温州市,859
渭南市,82
湖州市,246
湘潭市,87
湘西土家族苗族自治州,20
湛江市,176
滁州市,99
滨州市,248
漯河市,46
漳州市,361
潍坊市,530
潜江市,9
潮州市,41
澄迈县,60
濮阳市,53
烟台市,680
焦作市,67
牡丹江市,50
玉林市,94
玉树藏族自治州,1
玉溪市,30
珠海市,1435
琼海市,13
甘南藏族自治州,7
甘孜藏族自治州,8
白城市,16
白山市,27
白沙黎族自治县,1
白银市,45
百色市,59
益阳市,63
盐城市,310
盘锦市,54
眉山市,61
石嘴山市,31
石家庄市,648
石河子市,23
神农架林区,4
福州市,3112
秦皇岛市,86
红河哈尼族彝族自治州,65
绍兴市,303
绥化市,26
绵阳市,408
聊城市,203
肇庆市,98
自贡市,78
舟山市,72
芜湖市,208
苏州市,2901
茂名市,109
荆州市,111
荆门市,60
莆田市,215
菏泽市,159
萍乡市,51
营口市,63
葫芦岛市,35
蚌埠市,80
衡水市,56
衡阳市,81
衢州市,114
襄阳市,222
西双版纳傣族自治州,31
西宁市,372
西安市,5058
西藏自治区,1
许昌市,98
贵港市,63
贵阳市,1220
贺州市,28
资阳市,31
