城市,全部企业
七台河市,3
万宁市,4
三亚市,151
三明市,104
三沙市,3
三门峡市,22
上海市,6249
上饶市,132
东方市,3
东莞市,909
东营市,253
中卫市,15
中山市,329
临夏回族自治州,12
临汾市,68
临沂市,399
临沧市,27
临高县,2
丹东市,69
丽水市,99
丽江市,21
乌兰察布市,17
乌海市,21
乌鲁木齐市,700
乐山市,37
九江市,121
云浮市,15
五家渠市,4
五指山市,1
亳州市,28
仙桃市,25
伊春市,1
伊犁哈萨克自治州,42
佛山市,850
佳木斯市,17
保亭黎族苗族自治县,1
保定市,156
保山市,16
信阳市,66
儋州市,19
克孜勒苏柯尔克孜自治州,5
克拉玛依市,45
六安市,63
六盘水市,19
兰州市,847
兴安盟,12
内江市,38
凉山彝族自治州,44
包头市,171
北京市,12100
北屯市,3
北海市,62
十堰市,140
南京市,2538
南充市,96
南宁市,1378
南平市,80
南昌市,688
南通市,354
南阳市,158
博尔塔拉蒙古自治州,9
厦门市,3031
双鸭山市,4
台州市,201
合肥市,1695
吉安市,78
吉林市,125
吐鲁番市,7
吕梁市,42
吴忠市,26
周口市,64
呼伦贝尔市,36
呼和浩特市,382
和田地区,18
咸宁市,64
咸阳市,122
哈密市,21
哈尔滨市,550
唐山市,211
商丘市,39
商洛市,13
喀什地区,34
嘉兴市,422
嘉峪关市,21
四平市,22
固原市,29
塔城地区,13
大兴安岭地区,2
大同市,42
大庆市,98
大理白族自治州,39
大连市,778
天水市,60
天津市,2365
天门市,10
太原市,757
威海市,194
娄底市,52
孝感市,64
宁德市,206
宁波市,1077
安庆市,81
安康市,64
安阳市,81
安顺市,24
定安县,1
定西市,29
宜宾市,85
宜昌市,223
宜春市,110
宝鸡市,161
宣城市,36
宿州市,48
宿迁市,173
屯昌县,3
山南市,7
山西转型综合改革示范区,1
岳阳市,70
崇左市,13
巴中市,26
巴彦淖尔市,29
巴音郭楞蒙古自治州,109
常州市,467
常德市,52
平凉市,50
平顶山市,74
广元市,48
广安市,27
广州市,7434
庆阳市,80
廊坊市,123
延安市,70
延边朝鲜族自治州,51
开封市,56
张家口市,53
张家界市,25
张掖市,61
徐州市,433
德宏傣族景颇族自治州,10
德州市,146
德阳市,99
忻州市,27
怀化市,39
怒江傈僳族自治州,4
恩施土家族苗族自治州,99
惠州市,341
成都市,3559
扬州市,304
承德市,35
抚州市,55
抚顺市,27
拉萨市,97
揭阳市,41
攀枝花市,31
文山壮族苗族自治州,20
文昌市,5
新乡市,104
新余市,38
新星市,1
无锡市,921
日喀则市,3
日照市,169
昆明市,1123
昌吉回族自治州,32
昌江黎族自治县,1
昌都市,2
昭通市,24
晋中市,82
晋城市,82
普洱市,17
景德镇市,21
曲靖市,65
朔州市,37
朝阳市,40
本溪市,19
来宾市,26
杭州市,3894
松原市,33
林芝市,9
枣庄市,129
柳州市,203
株洲市,145
桂林市,187
梅州市,72
梧州市,29
楚雄彝族自治州,45
榆林市,208
武威市,30
武汉市,2761
毕节市,26
永州市,35
汉中市,67
汕头市,155
汕尾市,25
江门市,133
池州市,33
沈阳市,1060
沧州市,71
河池市,26
河源市,73
泉州市,643
泰安市,235
泰州市,171
泸州市,79
洛阳市,226
济南市,2327
济宁市,350
济源市,16
海东市,9
海北藏族自治州,3
海南省洋浦经济开发区,1
海南藏族自治州,3
海口市,830
海西蒙古族藏族自治州,16
淄博市,306
淮北市,48
淮南市,47
淮安市,130
深圳市,7816
清远市,36
温州市,690
渭南市,64
湖州市,189
湘潭市,69
湘西土家族苗族自治州,14
湛江市,137
滁州市,80
滨州市,172
漯河市,29
漳州市,275
潍坊市,390
潜江市,8
潮州市,32
