城市,全部企业
三亚市,15
三明市,14
三门峡市,5
上海市,1499
上饶市,12
东方市,1
东莞市,142
东营市,47
中卫市,3
中山市,58
临夏回族自治州,1
临汾市,10
临沂市,63
临沧市,2
丹东市,19
丽水市,19
丽江市,6
乌兰察布市,2
乌海市,5
乌鲁木齐市,180
乐山市,5
九江市,13
云浮市,1
五家渠市,1
亳州市,2
仙桃市,2
伊春市,1
伊犁哈萨克自治州,9
佛山市,178
佳木斯市,6
保定市,30
保山市,1
信阳市,6
儋州市,1
克孜勒苏柯尔克孜自治州,1
克拉玛依市,13
六安市,10
六盘水市,2
兰州市,201
兴安盟,2
内江市,10
凉山彝族自治州,6
包头市,31
北京市,2975
北海市,13
十堰市,28
南京市,556
南充市,15
南宁市,198
南平市,9
南昌市,116
南通市,75
南阳市,24
博尔塔拉蒙古自治州,4
厦门市,494
双鸭山市,1
台州市,47
合肥市,251
吉安市,6
吉林市,29
吐鲁番市,1
吕梁市,5
吴忠市,5
周口市,3
呼伦贝尔市,3
呼和浩特市,63
和田地区,2
咸宁市,8
咸阳市,18
哈密市,2
哈尔滨市,122
唐山市,45
商丘市,3
商洛市,3
嘉兴市,86
四平市,4
固原市,5
塔城地区,3
大同市,8
大庆市,24
大理白族自治州,4
大连市,154
天水市,9
天津市,459
天门市,2
太原市,162
威海市,30
娄底市,14
孝感市,7
宁德市,16
宁波市,224
安庆市,18
安康市,12
安阳市,10
定西市,5
宜宾市,18
宜昌市,43
宜春市,17
宝鸡市,27
宣城市,6
宿州市,6
宿迁市,12
山南市,2
岳阳市,18
崇左市,4
巴中市,3
巴彦淖尔市,3
巴音郭楞蒙古自治州,23
常州市,95
常德市,10
平凉市,5
平顶山市,8
广元市,8
广安市,6
广州市,1525
庆阳市,11
廊坊市,26
延安市,12
延边朝鲜族自治州,7
开封市,8
张家口市,11
张家界市,6
张掖市,5
徐州市,77
德宏傣族景颇族自治州,4
德州市,20
德阳市,22
忻州市,2
怀化市,6
恩施土家族苗族自治州,14
惠州市,68
成都市,668
扬州市,76
承德市,9
抚州市,6
抚顺市,2
拉萨市,13
揭阳市,12
攀枝花市,3
文山壮族苗族自治州,1
新乡市,27
新余市,5
无锡市,219
日喀则市,1
日照市,26
昆明市,205
昌吉回族自治州,7
昌都市,1
昭通市,2
晋中市,17
晋城市,13
普洱市,7
景德镇市,3
曲靖市,10
朔州市,11
朝阳市,5
本溪市,7
来宾市,5
杭州市,775
林芝市,1
枣庄市,25
柳州市,34
株洲市,32
桂林市,33
梅州市,12
梧州市,5
楚雄彝族自治州,9
榆林市,27
武威市,7
武汉市,521
毕节市,1
永州市,2
汉中市,12
汕头市,50
汕尾市,3
江门市,27
池州市,6
沈阳市,209
沧州市,17
河池市,1
河源市,4
泉州市,117
泰安市,48
泰州市,40
泸州市,14
洛阳市,35
济南市,425
济宁市,60
济源市,4
海东市,3
海北藏族自治州,1
海口市,149
海西蒙古族藏族自治州,1
淄博市,73
淮北市,8
淮南市,9
淮安市,20
深圳市,944
清远市,7
温州市,170
渭南市,10
湖州市,45
湘潭市,14
湘西土家族苗族自治州,2
湛江市,31
滁州市,10
滨州市,22
漯河市,5
漳州市,56
潍坊市,57
潜江市,2
潮州市,11
澄迈县,3
濮阳市,9
烟台市,101
焦作市,11
牡丹江市,8
玉林市,9
玉溪市,4
珠海市,252
甘南藏族自治州,1
白山市,2
白银市,2
百色市,6
益阳市,10
盐城市,49
盘锦市,12
眉山市,13
石嘴山市,3
石家庄市,88
石河子市,4
福州市,434
秦皇岛市,22
红河哈尼族彝族自治州,8
绍兴市,56
绥化市,1
绵阳市,44
聊城市,24
肇庆市,15
自贡市,12
舟山市,10
芜湖市,14
苏州市,422
茂名市,9
荆州市,19
荆门市,10
莆田市,12
菏泽市,15
萍乡市,7
营口市,13
葫芦岛市,5
蚌埠市,9
衡水市,6
衡阳市,15
衢州市,20
襄阳市,22
西双版纳傣族自治州,1
西宁市,49
西安市,767
西藏自治区,1
许昌市,8
贵港市,8
贵阳市,122
资阳市,5
赣州市,17
赤峰市,5
辽源市,3
辽阳市,6
达州市,2
运城市,14
连云港市,24
迪庆藏族自治州,1
通化市,4
通辽市,4
遂宁市,3
遵义市,14
邢台市,7
邯郸市,8
邵阳市,8
郑州市,284
郴州市,8
鄂尔多斯市,12
鄂州市,6
酒泉市,8
重庆市,492
金华市,76
金昌市,5
钦州市,3
铁岭市,3
铜仁市,1
铜川市,5
铜陵市,7
银川市,59
锡林郭勒盟,1
锦州市,11
镇江市,42
长春市,139
长沙市,292
长治市,18
阜新市,1
阜阳市,12
防城港市,3
阳江市,5
阳泉市,10
阿克苏地区,8
阿勒泰地区,1
阿坝藏族羌族自治州,1
阿拉善盟,1
陇南市,3
随州市,5
青岛市,375
鞍山市,34
韶关市,16
马鞍山市,14
驻马店市,2
鸡西市,1
鹤壁市,3
鹤岗市,1
鹰潭市,4
黄冈市,11
黄山市,5
黄石市,17
黑河市,2
黔东南苗族侗族自治州,1
黔南布依族苗族自治州,2
黔西南布依族苗族自治州,3
齐齐哈尔市,3
龙岩市,28
