城市,全部企业
三亚市,27
三明市,19
三门峡市,9
上海市,2004
上饶市,20
东方市,1
东莞市,231
东营市,63
中卫市,4
中山市,92
临夏回族自治州,1
临汾市,14
临沂市,85
临沧市,2
丹东市,24
丽水市,27
丽江市,6
乌兰察布市,3
乌海市,9
乌鲁木齐市,239
乐山市,6
九江市,24
云浮市,3
五家渠市,1
亳州市,3
仙桃市,2
伊春市,1
伊犁哈萨克自治州,12
佛山市,242
佳木斯市,8
保定市,45
保山市,2
信阳市,13
儋州市,2
克孜勒苏柯尔克孜自治州,1
克拉玛依市,13
六安市,13
六盘水市,4
兰州市,288
兴安盟,2
内江市,15
凉山彝族自治州,10
包头市,44
北京市,4199
北海市,18
十堰市,43
南京市,777
南充市,24
南宁市,302
南平市,15
南昌市,167
南通市,103
南阳市,28
博尔塔拉蒙古自治州,4
厦门市,711
双鸭山市,1
台州市,54
合肥市,386
吉安市,12
吉林市,37
吐鲁番市,3
吕梁市,6
吴忠市,5
周口市,6
呼伦贝尔市,7
呼和浩特市,91
和田地区,5
咸宁市,12
咸阳市,29
哈密市,3
哈尔滨市,167
唐山市,69
商丘市,8
商洛市,3
喀什地区,4
嘉兴市,120
嘉峪关市,1
四平市,6
固原市,6
塔城地区,3
大同市,10
大庆市,35
大理白族自治州,5
大连市,239
天水市,15
天津市,654
天门市,3
太原市,221
威海市,43
娄底市,18
孝感市,15
宁德市,25
宁波市,306
安庆市,26
安康市,13
安阳市,15
定西市,6
宜宾市,26
宜昌市,74
宜春市,26
宝鸡市,37
宣城市,12
宿州市,12
宿迁市,28
山南市,2
岳阳市,23
崇左市,4
巴中市,4
巴彦淖尔市,3
巴音郭楞蒙古自治州,36
常州市,127
常德市,12
平凉市,7
平顶山市,14
广元市,11
广安市,6
广州市,2171
庆阳市,12
廊坊市,37
延安市,15
延边朝鲜族自治州,11
开封市,13
张家口市,13
张家界市,8
张掖市,9
徐州市,119
德宏傣族景颇族自治州,5
德州市,29
德阳市,29
忻州市,3
怀化市,10
恩施土家族苗族自治州,22
惠州市,101
成都市,937
扬州市,102
承德市,12
抚州市,10
抚顺市,3
拉萨市,15
揭阳市,19
攀枝花市,5
文山壮族苗族自治州,3
文昌市,1
新乡市,35
新余市,6
无锡市,316
日喀则市,1
日照市,37
昆明市,310
昌吉回族自治州,13
昌都市,1
昭通市,4
晋中市,24
晋城市,18
普洱市,7
景德镇市,4
曲靖市,12
朔州市,11
朝阳市,8
本溪市,9
来宾市,5
杭州市,1099
松原市,7
林芝市,2
枣庄市,34
柳州市,47
株洲市,42
桂林市,46
梅州市,17
梧州市,7
楚雄彝族自治州,12
榆林市,39
武威市,9
武汉市,742
毕节市,3
永州市,6
汉中市,17
汕头市,59
汕尾市,4
江门市,43
池州市,9
沈阳市,320
沧州市,20
河池市,3
河源市,7
泉州市,157
泰安市,61
泰州市,59
泸州市,21
洛阳市,46
济南市,593
济宁市,84
济源市,7
海东市,3
海北藏族自治州,1
海口市,222
海西蒙古族藏族自治州,4
淄博市,101
淮北市,8
淮南市,18
淮安市,30
深圳市,1354
清远市,15
温州市,222
渭南市,14
湖州市,62
湘潭市,20
湘西土家族苗族自治州,3
湛江市,43
滁州市,14
滨州市,32
漯河市,8
漳州市,77
潍坊市,76
潜江市,4
潮州市,13
澄迈县,3
濮阳市,12
烟台市,143
焦作市,14
牡丹江市,13
玉林市,13
玉溪市,4
珠海市,325
甘南藏族自治州,1
白城市,3
白山市,5
白银市,4
百色市,11
益阳市,12
盐城市,72
盘锦市,17
眉山市,17
石嘴山市,5
石家庄市,123
石河子市,5
神农架林区,1
福州市,597
秦皇岛市,29
红河哈尼族彝族自治州,12
绍兴市,77
绥化市,2
绵阳市,68
聊城市,30
肇庆市,26
自贡市,17
舟山市,14
芜湖市,25
苏州市,626
茂名市,15
荆州市,22
荆门市,13
莆田市,20
菏泽市,22
萍乡市,12
营口市,14
葫芦岛市,8
蚌埠市,13
衡水市,10
衡阳市,19
衢州市,25
襄阳市,43
西双版纳傣族自治州,3
西宁市,71
西安市,1180
西藏自治区,1
许昌市,12
贵港市,10
贵阳市,184
资阳市,9
赣州市,28
赤峰市,10
辽源市,4
辽阳市,7
达州市,5
运城市,19
连云港市,38
迪庆藏族自治州,1
通化市,5
通辽市,6
遂宁市,8
遵义市,17
邢台市,7
邯郸市,18
邵阳市,8
郑州市,436
郴州市,12
鄂尔多斯市,29
鄂州市,10
酒泉市,9
重庆市,701
金华市,106
金昌市,7
钦州市,6
铁岭市,4
铜仁市,2
铜川市,6
铜陵市,7
银川市,88
锡林郭勒盟,1
锦州市,15
镇江市,62
长春市,233
长沙市,430
长治市,25
阜新市,2
阜阳市,21
防城港市,4
阳江市,6
阳泉市,17
阿克苏地区,10
阿勒泰地区,3
阿坝藏族羌族自治州,2
阿拉善盟,2
陇南市,6
随州市,6
雅安市,1
青岛市,518
鞍山市,42
韶关市,20
马鞍山市,23
驻马店市,4
鸡西市,4
鹤壁市,5
鹤岗市,2
鹰潭市,5
黄冈市,18
黄山市,6
黄石市,20
黑河市,5
黔东南苗族侗族自治州,2
黔南布依族苗族自治州,2
黔西南布依族苗族自治州,4
齐齐哈尔市,5
龙岩市,39
