城市,全部企业
万宁市,1
三亚市,40
三明市,34
三门峡市,11
上海市,2919
上饶市,32
东方市,1
东莞市,381
东营市,92
中卫市,5
中山市,133
临夏回族自治州,3
临汾市,21
临沂市,115
临沧市,5
临高县,1
丹东市,34
丽水市,45
丽江市,8
乌兰察布市,6
乌海市,13
乌鲁木齐市,311
乐山市,7
九江市,42
云浮市,6
五家渠市,1
五指山市,1
亳州市,8
仙桃市,5
伊春市,1
伊犁哈萨克自治州,15
佛山市,364
佳木斯市,11
保定市,60
保山市,4
信阳市,23
儋州市,5
克孜勒苏柯尔克孜自治州,1
克拉玛依市,20
六安市,22
六盘水市,5
兰州市,416
兴安盟,5
内江市,18
凉山彝族自治州,17
包头市,64
北京市,5690
北屯市,1
北海市,25
十堰市,59
南京市,1153
南充市,33
南宁市,476
南平市,27
南昌市,256
南通市,169
南阳市,46
博尔塔拉蒙古自治州,6
厦门市,1103
双鸭山市,1
台州市,86
合肥市,595
吉安市,25
吉林市,56
吐鲁番市,3
吕梁市,12
吴忠市,7
周口市,10
呼伦贝尔市,15
呼和浩特市,118
和田地区,7
咸宁市,23
咸阳市,46
哈密市,6
哈尔滨市,239
唐山市,92
商丘市,12
商洛市,3
喀什地区,10
嘉兴市,178
嘉峪关市,6
四平市,7
固原市,8
塔城地区,4
大同市,17
大庆市,49
大理白族自治州,7
大连市,350
天水市,21
天津市,929
天门市,3
太原市,316
威海市,64
娄底市,29
孝感市,26
宁德市,59
宁波市,461
安庆市,37
安康市,20
安阳市,25
安顺市,1
定安县,1
定西市,7
宜宾市,32
宜昌市,102
宜春市,33
宝鸡市,58
宣城市,13
宿州市,19
宿迁市,50
山南市,2
岳阳市,29
崇左市,6
巴中市,7
巴彦淖尔市,5
巴音郭楞蒙古自治州,53
常州市,194
常德市,19
平凉市,10
平顶山市,24
广元市,17
广安市,11
广州市,3130
庆阳市,14
廊坊市,47
延安市,24
延边朝鲜族自治州,17
开封市,14
张家口市,17
张家界市,11
张掖市,13
徐州市,173
德宏傣族景颇族自治州,6
德州市,54
德阳市,34
忻州市,4
怀化市,14
恩施土家族苗族自治州,34
惠州市,140
成都市,1427
扬州市,146
承德市,15
抚州市,19
抚顺市,9
拉萨市,29
揭阳市,22
攀枝花市,10
文山壮族苗族自治州,7
文昌市,1
新乡市,46
新余市,12
无锡市,429
日喀则市,2
日照市,67
昆明市,452
昌吉回族自治州,17
昌都市,1
昭通市,10
晋中市,32
晋城市,29
普洱市,10
景德镇市,5
曲靖市,21
朔州市,13
朝阳市,14
本溪市,12
来宾市,6
杭州市,1659
松原市,9
林芝市,4
枣庄市,46
柳州市,67
株洲市,54
桂林市,70
梅州市,29
梧州市,10
楚雄彝族自治州,17
榆林市,67
武威市,12
武汉市,1103
毕节市,7
永州市,11
汉中市,22
汕头市,87
汕尾市,6
江门市,66
池州市,11
沈阳市,468
沧州市,27
河池市,4
河源市,18
泉州市,225
泰安市,84
泰州市,79
泸州市,29
洛阳市,71
济南市,880
济宁市,118
济源市,9
海东市,3
海北藏族自治州,1
海南藏族自治州,1
海口市,344
海西蒙古族藏族自治州,7
淄博市,125
淮北市,14
淮南市,22
淮安市,44
深圳市,2130
清远市,20
温州市,333
渭南市,23
湖州市,82
湘潭市,27
湘西土家族苗族自治州,3
湛江市,68
滁州市,22
滨州市,54
漯河市,9
漳州市,104
潍坊市,116
潜江市,4
潮州市,17
澄迈县,11
濮阳市,16
烟台市,212
焦作市,20
牡丹江市,18
玉林市,23
玉溪市,9
珠海市,444
琼海市,1
甘南藏族自治州,1
白城市,4
白山市,8
白银市,5
百色市,19
益阳市,15
盐城市,101
盘锦市,24
眉山市,22
石嘴山市,8
石家庄市,190
石河子市,5
神农架林区,2
福州市,914
秦皇岛市,34
红河哈尼族彝族自治州,19
绍兴市,105
绥化市,3
绵阳市,99
聊城市,45
肇庆市,35
自贡市,26
舟山市,22
芜湖市,44
苏州市,983
茂名市,21
荆州市,32
荆门市,15
莆田市,41
菏泽市,29
萍乡市,15
营口市,21
葫芦岛市,12
蚌埠市,23
衡水市,15
衡阳市,27
衢州市,36
襄阳市,65
西双版纳傣族自治州,6
西宁市,100
西安市,1771
西藏自治区,1
许昌市,19
贵港市,17
贵阳市,298
贺州市,2
资阳市,13
赣州市,52
赤峰市,18
辽源市,4
辽阳市,14
达州市,8
运城市,26
连云港市,58
迪庆藏族自治州,2
通化市,5
通辽市,14
遂宁市,12
遵义市,22
邢台市,11
邯郸市,24
邵阳市,10
郑州市,674
郴州市,17
鄂尔多斯市,64
鄂州市,16
酒泉市,13
重庆市,1064
金华市,148
金昌市,10
钦州市,10
铁岭市,9
铜仁市,5
铜川市,8
铜陵市,14
银川市,140
锡林郭勒盟,6
锦州市,17
镇江市,95
长春市,355
长沙市,649
长治市,35
阜新市,8
阜阳市,30
防城港市,8
阳江市,7
阳泉市,26
阿克苏地区,16
阿勒泰地区,5
阿坝藏族羌族自治州,3
阿拉善盟,3
阿拉尔市,1
陇南市,10
陵水黎族自治县,1
随州市,10
雅安市,3
青岛市,774
鞍山市,54
韶关市,30
马鞍山市,39
驻马店市,6
鸡西市,6
鹤壁市,7
鹤岗市,4
鹰潭市,6
黄冈市,27
黄山市,8
黄石市,29
黑河市,6
黔东南苗族侗族自治州,6
黔南布依族苗族自治州,4
黔西南布依族苗族自治州,7
齐齐哈尔市,10
龙岩市,58
