城市,全部企业
万宁市,1
三亚市,72
三明市,60
三沙市,2
三门峡市,15
上海市,4059
上饶市,57
东方市,2
东莞市,573
东营市,127
中卫市,9
中山市,193
临夏回族自治州,5
临汾市,32
临沂市,171
临沧市,12
临高县,1
丹东市,47
丽水市,65
丽江市,12
乌兰察布市,10
乌海市,15
乌鲁木齐市,457
乐山市,17
九江市,59
云浮市,9
五家渠市,1
五指山市,1
亳州市,15
仙桃市,8
伊春市,1
伊犁哈萨克自治州,21
佛山市,537
佳木斯市,13
保亭黎族苗族自治县,1
保定市,83
保山市,8
信阳市,35
儋州市,9
克孜勒苏柯尔克孜自治州,2
克拉玛依市,28
六安市,37
六盘水市,10
兰州市,540
兴安盟,7
内江市,27
凉山彝族自治州,26
包头市,93
北京市,7591
北屯市,1
北海市,38
十堰市,80
南京市,1589
南充市,52
南宁市,751
南平市,46
南昌市,388
南通市,222
南阳市,69
博尔塔拉蒙古自治州,6
厦门市,1639
双鸭山市,3
台州市,123
合肥市,918
吉安市,40
吉林市,87
吐鲁番市,4
吕梁市,18
吴忠市,11
周口市,21
呼伦贝尔市,16
呼和浩特市,181
和田地区,10
咸宁市,30
咸阳市,62
哈密市,11
哈尔滨市,331
唐山市,123
商丘市,21
商洛市,3
喀什地区,15
嘉兴市,253
嘉峪关市,10
四平市,12
固原市,12
塔城地区,6
大兴安岭地区,1
大同市,25
大庆市,61
大理白族自治州,17
大连市,491
天水市,37
天津市,1343
天门市,6
太原市,468
威海市,105
娄底市,38
孝感市,44
宁德市,115
宁波市,659
安庆市,52
安康市,29
安阳市,39
安顺市,5
定安县,1
定西市,16
宜宾市,51
宜昌市,139
宜春市,51
宝鸡市,83
宣城市,19
宿州市,28
宿迁市,82
山南市,5
山西转型综合改革示范区,1
岳阳市,41
崇左市,7
巴中市,13
巴彦淖尔市,11
巴音郭楞蒙古自治州,79
常州市,292
常德市,25
平凉市,17
平顶山市,33
广元市,24
广安市,14
广州市,4406
庆阳市,27
廊坊市,68
延安市,33
延边朝鲜族自治州,26
开封市,20
张家口市,24
张家界市,17
张掖市,18
徐州市,253
德宏傣族景颇族自治州,7
德州市,72
德阳市,56
忻州市,6
怀化市,20
怒江傈僳族自治州,3
恩施土家族苗族自治州,50
惠州市,202
成都市,2116
扬州市,199
承德市,20
抚州市,29
抚顺市,12
拉萨市,46
揭阳市,31
攀枝花市,15
文山壮族苗族自治州,11
文昌市,2
新乡市,64
新余市,25
无锡市,584
日喀则市,2
日照市,101
昆明市,671
昌吉回族自治州,17
昌江黎族自治县,1
昌都市,2
昭通市,12
晋中市,47
晋城市,47
普洱市,14
景德镇市,11
曲靖市,34
朔州市,20
朝阳市,19
本溪市,13
来宾市,8
杭州市,2334
松原市,17
林芝市,4
枣庄市,58
柳州市,111
株洲市,74
桂林市,110
梅州市,44
梧州市,17
楚雄彝族自治州,24
榆林市,112
武威市,18
武汉市,1602
毕节市,11
永州市,15
汉中市,33
汕头市,113
汕尾市,9
江门市,90
池州市,17
沈阳市,635
沧州市,41
河池市,8
河源市,36
泉州市,344
泰安市,121
泰州市,105
泸州市,44
洛阳市,104
济南市,1298
济宁市,175
济源市,11
海东市,5
海北藏族自治州,2
海南省洋浦经济开发区,1
海南藏族自治州,2
海口市,496
海西蒙古族藏族自治州,10
淄博市,172
淮北市,27
淮南市,31
淮安市,68
深圳市,3959
清远市,26
温州市,446
渭南市,35
湖州市,118
湘潭市,38
湘西土家族苗族自治州,4
湛江市,93
滁州市,34
滨州市,87
漯河市,14
漳州市,142
潍坊市,185
潜江市,4
潮州市,23
澄迈县,18
濮阳市,24
烟台市,293
焦作市,24
牡丹江市,25
玉林市,30
玉溪市,10
珠海市,649
琼海市,2
甘南藏族自治州,3
甘孜藏族自治州,3
白城市,8
白山市,13
白银市,12
百色市,30
益阳市,23
盐城市,142
盘锦市,29
眉山市,32
石嘴山市,12
石家庄市,276
石河子市,6
神农架林区,4
福州市,1366
秦皇岛市,46
红河哈尼族彝族自治州,26
绍兴市,150
绥化市,7
绵阳市,145
聊城市,70
肇庆市,47
自贡市,41
舟山市,36
芜湖市,84
苏州市,1426
茂名市,35
荆州市,45
荆门市,28
莆田市,67
菏泽市,49
萍乡市,21
营口市,32
葫芦岛市,19
蚌埠市,31
衡水市,21
衡阳市,36
衢州市,50
襄阳市,103
西双版纳傣族自治州,15
西宁市,151
西安市,2432
西藏自治区,1
许昌市,35
贵港市,25
贵阳市,478
贺州市,7
资阳市,15
赣州市,80
赤峰市,29
辽源市,8
辽阳市,19
达州市,13
运城市,36
连云港市,89
迪庆藏族自治州,3
通化市,9
通辽市,20
遂宁市,22
遵义市,42
邢台市,14
邯郸市,39
邵阳市,15
郑州市,1010
郴州市,25
鄂尔多斯市,75
鄂州市,23
酒泉市,29
重庆市,1579
金华市,229
金昌市,21
钦州市,18
铁岭市,16
铜仁市,11
铜川市,11
铜陵市,21
银川市,216
锡林郭勒盟,11
锦州市,29
镇江市,121
长春市,474
长沙市,954
长治市,50
阜新市,14
阜阳市,48
防城港市,11
阳江市,13
阳泉市,28
阿克苏地区,26
阿勒泰地区,7
阿坝藏族羌族自治州,3
阿拉善盟,4
阿拉尔市,1
阿里地区,2
陇南市,17
陵水黎族自治县,1
随州市,19
雅安市,8
青岛市,1122
鞍山市,67
韶关市,42
马鞍山市,66
驻马店市,16
鸡西市,8
鹤壁市,12
鹤岗市,4
鹰潭市,11
黄冈市,36
黄南藏族自治州,1
黄山市,15
黄石市,38
黑河市,9
黔东南苗族侗族自治州,8
黔南布依族苗族自治州,10
黔西南布依族苗族自治州,12
齐齐哈尔市,17
龙岩市,83
