城市,全部企业
三亚市,32
三明市,26
三门峡市,10
上海市,2411
上饶市,26
东方市,1
东莞市,306
东营市,72
中卫市,5
中山市,107
临夏回族自治州,1
临汾市,18
临沂市,97
临沧市,5
临高县,1
丹东市,28
丽水市,39
丽江市,8
乌兰察布市,4
乌海市,12
乌鲁木齐市,266
乐山市,7
九江市,30
云浮市,5
五家渠市,1
五指山市,1
亳州市,5
仙桃市,4
伊春市,1
伊犁哈萨克自治州,14
佛山市,298
佳木斯市,10
保定市,56
保山市,3
信阳市,15
儋州市,3
克孜勒苏柯尔克孜自治州,1
克拉玛依市,16
六安市,20
六盘水市,4
兰州市,353
兴安盟,3
内江市,16
凉山彝族自治州,14
包头市,54
北京市,4899
北海市,22
十堰市,48
南京市,951
南充市,27
南宁市,377
南平市,19
南昌市,208
南通市,140
南阳市,37
博尔塔拉蒙古自治州,5
厦门市,896
双鸭山市,1
台州市,71
合肥市,472
吉安市,15
吉林市,49
吐鲁番市,3
吕梁市,9
吴忠市,7
周口市,9
呼伦贝尔市,10
呼和浩特市,100
和田地区,6
咸宁市,15
咸阳市,39
哈密市,5
哈尔滨市,204
唐山市,80
商丘市,11
商洛市,3
喀什地区,5
嘉兴市,142
嘉峪关市,2
四平市,6
固原市,7
塔城地区,3
大同市,15
大庆市,42
大理白族自治州,5
大连市,294
天水市,18
天津市,765
天门市,3
太原市,268
威海市,53
娄底市,24
孝感市,21
宁德市,37
宁波市,373
安庆市,29
安康市,16
安阳市,20
安顺市,1
定安县,1
定西市,6
宜宾市,29
宜昌市,90
宜春市,29
宝鸡市,47
宣城市,12
宿州市,17
宿迁市,37
山南市,2
岳阳市,25
崇左市,5
巴中市,5
巴彦淖尔市,4
巴音郭楞蒙古自治州,47
常州市,154
常德市,15
平凉市,7
平顶山市,19
广元市,13
广安市,9
广州市,2594
庆阳市,13
廊坊市,43
延安市,20
延边朝鲜族自治州,14
开封市,14
张家口市,14
张家界市,10
张掖市,10
徐州市,139
德宏傣族景颇族自治州,5
德州市,37
德阳市,33
忻州市,3
怀化市,11
恩施土家族苗族自治州,25
惠州市,120
成都市,1173
扬州市,118
承德市,14
抚州市,12
抚顺市,6
拉萨市,23
揭阳市,20
攀枝花市,8
文山壮族苗族自治州,5
文昌市,1
新乡市,40
新余市,10
无锡市,363
日喀则市,2
日照市,46
昆明市,374
昌吉回族自治州,14
昌都市,1
昭通市,6
晋中市,28
晋城市,22
普洱市,7
景德镇市,4
曲靖市,16
朔州市,12
朝阳市,9
本溪市,11
来宾市,5
杭州市,1389
松原市,7
林芝市,3
枣庄市,40
柳州市,57
株洲市,48
桂林市,52
梅州市,23
梧州市,8
楚雄彝族自治州,14
榆林市,51
武威市,9
武汉市,898
毕节市,4
永州市,9
汉中市,19
汕头市,76
汕尾市,5
江门市,50
池州市,10
沈阳市,393
沧州市,25
河池市,4
河源市,12
泉州市,186
泰安市,69
泰州市,67
泸州市,25
洛阳市,52
济南市,721
济宁市,101
济源市,9
海东市,3
海北藏族自治州,1
海南藏族自治州,1
海口市,281
海西蒙古族藏族自治州,4
淄博市,113
淮北市,11
淮南市,19
淮安市,35
深圳市,1691
清远市,17
温州市,274
渭南市,18
湖州市,72
湘潭市,23
湘西土家族苗族自治州,3
湛江市,59
滁州市,19
滨州市,38
漯河市,8
漳州市,90
潍坊市,93
潜江市,4
潮州市,14
澄迈县,9
濮阳市,12
烟台市,176
焦作市,18
牡丹江市,16
玉林市,17
玉溪市,5
珠海市,383
琼海市,1
甘南藏族自治州,1
白城市,3
白山市,5
白银市,5
百色市,16
益阳市,13
盐城市,85
盘锦市,21
眉山市,21
石嘴山市,7
石家庄市,152
石河子市,5
神农架林区,1
福州市,746
秦皇岛市,31
红河哈尼族彝族自治州,18
绍兴市,87
绥化市,2
绵阳市,87
聊城市,38
肇庆市,30
自贡市,21
舟山市,19
芜湖市,32
苏州市,803
茂名市,18
荆州市,28
荆门市,14
莆田市,26
菏泽市,23
萍乡市,15
营口市,15
葫芦岛市,10
蚌埠市,18
衡水市,12
衡阳市,23
衢州市,31
襄阳市,54
西双版纳傣族自治州,5
西宁市,87
西安市,1459
西藏自治区,1
许昌市,15
贵港市,13
贵阳市,220
资阳市,12
赣州市,38
赤峰市,14
辽源市,4
辽阳市,11
达州市,7
运城市,22
连云港市,47
迪庆藏族自治州,2
通化市,5
通辽市,10
遂宁市,11
遵义市,20
邢台市,9
邯郸市,22
邵阳市,8
郑州市,534
郴州市,15
鄂尔多斯市,48
鄂州市,12
酒泉市,10
重庆市,854
金华市,122
金昌市,9
钦州市,8
铁岭市,5
铜仁市,3
铜川市,6
铜陵市,12
银川市,113
锡林郭勒盟,3
锦州市,16
镇江市,80
长春市,281
长沙市,519
长治市,30
阜新市,6
阜阳市,23
防城港市,7
阳江市,6
阳泉市,19
阿克苏地区,13
阿勒泰地区,5
阿坝藏族羌族自治州,2
阿拉善盟,3
陇南市,8
陵水黎族自治县,1
随州市,7
雅安市,2
青岛市,629
鞍山市,46
韶关市,26
马鞍山市,30
驻马店市,4
鸡西市,6
鹤壁市,7
鹤岗市,2
鹰潭市,5
黄冈市,21
黄山市,7
黄石市,26
黑河市,6
黔东南苗族侗族自治州,3
黔南布依族苗族自治州,2
黔西南布依族苗族自治州,6
齐齐哈尔市,7
龙岩市,46
