城市,全部企业
三亚市,7
三明市,8
三门峡市,3
上海市,907
上饶市,3
东莞市,60
东营市,29
中卫市,2
中山市,33
临夏回族自治州,1
临汾市,8
临沂市,38
临沧市,2
丹东市,15
丽水市,15
丽江市,5
乌兰察布市,1
乌海市,1
乌鲁木齐市,93
乐山市,4
九江市,10
云浮市,1
仙桃市,2
伊春市,1
伊犁哈萨克自治州,5
佛山市,108
佳木斯市,3
保定市,19
保山市,1
信阳市,1
克拉玛依市,8
六安市,4
六盘水市,1
兰州市,112
兴安盟,1
内江市,8
凉山彝族自治州,5
包头市,16
北京市,1652
北海市,9
十堰市,18
南京市,319
南充市,12
南宁市,93
南平市,7
南昌市,64
南通市,41
南阳市,12
博尔塔拉蒙古自治州,2
厦门市,260
双鸭山市,1
台州市,32
合肥市,122
吉安市,2
吉林市,16
吐鲁番市,1
吕梁市,2
吴忠市,2
周口市,3
呼伦贝尔市,2
呼和浩特市,35
和田地区,2
咸宁市,3
咸阳市,13
哈尔滨市,79
唐山市,28
商丘市,1
商洛市,1
嘉兴市,50
四平市,3
固原市,1
塔城地区,3
大同市,6
大庆市,13
大理白族自治州,2
大连市,83
天水市,5
天津市,268
太原市,91
威海市,19
娄底市,7
孝感市,6
宁德市,10
宁波市,129
安庆市,11
安康市,7
安阳市,10
定西市,3
宜宾市,10
宜昌市,21
宜春市,12
宝鸡市,12
宣城市,2
宿州市,6
宿迁市,7
山南市,1
岳阳市,12
崇左市,4
巴中市,1
巴彦淖尔市,2
巴音郭楞蒙古自治州,15
常州市,55
常德市,5
平凉市,2
平顶山市,6
广元市,4
广安市,2
广州市,900
庆阳市,4
廊坊市,15
延安市,5
延边朝鲜族自治州,3
开封市,4
张家口市,3
张家界市,3
张掖市,3
徐州市,38
德宏傣族景颇族自治州,1
德州市,12
德阳市,16
忻州市,1
怀化市,3
恩施土家族苗族自治州,6
惠州市,34
成都市,374
扬州市,44
承德市,6
抚州市,1
抚顺市,1
拉萨市,9
揭阳市,8
攀枝花市,2
文山壮族苗族自治州,1
新乡市,14
新余市,2
无锡市,134
日喀则市,1
日照市,13
昆明市,109
昌吉回族自治州,2
昌都市,1
昭通市,1
晋中市,9
晋城市,4
普洱市,3
景德镇市,2
曲靖市,7
朔州市,5
朝阳市,3
本溪市,5
来宾市,4
杭州市,419
枣庄市,16
柳州市,19
株洲市,18
桂林市,16
梅州市,5
梧州市,4
楚雄彝族自治州,4
榆林市,11
武威市,4
武汉市,298
永州市,1
汉中市,6
汕头市,32
汕尾市,2
江门市,18
池州市,3
沈阳市,127
沧州市,12
河源市,2
泉州市,75
泰安市,20
泰州市,23
泸州市,6
洛阳市,22
济南市,216
济宁市,29
济源市,2
海东市,2
海口市,73
淄博市,47
淮北市,3
淮南市,6
淮安市,13
深圳市,486
清远市,3
温州市,111
渭南市,5
湖州市,32
湘潭市,10
湘西土家族苗族自治州,2
湛江市,16
滁州市,5
滨州市,13
漯河市,3
漳州市,38
潍坊市,38
潜江市,2
潮州市,6
澄迈县,1
濮阳市,4
烟台市,60
焦作市,6
牡丹江市,4
玉林市,7
玉溪市,2
珠海市,152
甘南藏族自治州,1
白银市,1
百色市,5
益阳市,8
盐城市,34
盘锦市,5
眉山市,8
石嘴山市,2
石家庄市,50
石河子市,2
福州市,233
秦皇岛市,13
红河哈尼族彝族自治州,4
绍兴市,32
绵阳市,26
聊城市,13
肇庆市,10
自贡市,9
舟山市,6
芜湖市,7
苏州市,229
茂名市,9
荆州市,11
荆门市,8
莆田市,7
菏泽市,9
萍乡市,7
营口市,6
葫芦岛市,2
蚌埠市,3
衡水市,2
衡阳市,7
衢州市,9
襄阳市,9
西双版纳傣族自治州,1
西宁市,30
西安市,421
西藏自治区,1
许昌市,1
贵港市,8
贵阳市,70
资阳市,3
赣州市,9
赤峰市,3
辽源市,2
辽阳市,4
达州市,2
运城市,4
连云港市,11
迪庆藏族自治州,1
通化市,4
遂宁市,1
遵义市,7
邢台市,6
邯郸市,5
邵阳市,3
郑州市,159
郴州市,4
鄂尔多斯市,4
鄂州市,4
酒泉市,5
重庆市,296
金华市,46
金昌市,4
钦州市,3
铁岭市,2
铜川市,3
铜陵市,2
银川市,42
锡林郭勒盟,1
锦州市,4
镇江市,27
长春市,74
长沙市,153
长治市,9
阜新市,1
阜阳市,6
防城港市,2
阳江市,1
阳泉市,4
阿克苏地区,5
阿坝藏族羌族自治州,1
阿拉善盟,1
陇南市,1
随州市,2
青岛市,224
鞍山市,20
韶关市,8
马鞍山市,7
驻马店市,2
鸡西市,1
鹤壁市,3
鹤岗市,1
鹰潭市,4
黄冈市,5
黄山市,3
黄石市,11
黔东南苗族侗族自治州,1
黔南布依族苗族自治州,1
黔西南布依族苗族自治州,3
齐齐哈尔市,1
龙岩市,13
