城市,全部企业
三亚市,12
三明市,13
三门峡市,4
上海市,1313
上饶市,8
东方市,1
东莞市,108
东营市,41
中卫市,3
中山市,49
临夏回族自治州,1
临汾市,9
临沂市,58
临沧市,2
丹东市,17
丽水市,18
丽江市,6
乌兰察布市,2
乌海市,2
乌鲁木齐市,154
乐山市,4
九江市,12
云浮市,1
亳州市,1
仙桃市,2
伊春市,1
伊犁哈萨克自治州,7
佛山市,152
佳木斯市,5
保定市,25
保山市,1
信阳市,5
克孜勒苏柯尔克孜自治州,1
克拉玛依市,12
六安市,8
六盘水市,1
兰州市,169
兴安盟,2
内江市,9
凉山彝族自治州,5
包头市,25
北京市,2505
北海市,12
十堰市,23
南京市,468
南充市,13
南宁市,153
南平市,8
南昌市,91
南通市,62
南阳市,18
博尔塔拉蒙古自治州,3
厦门市,410
双鸭山市,1
台州市,42
合肥市,201
吉安市,6
吉林市,25
吐鲁番市,1
吕梁市,5
吴忠市,3
周口市,3
呼伦贝尔市,3
呼和浩特市,54
和田地区,2
咸宁市,5
咸阳市,16
哈密市,2
哈尔滨市,99
唐山市,36
商丘市,2
商洛市,2
嘉兴市,73
四平市,3
固原市,2
塔城地区,3
大同市,7
大庆市,18
大理白族自治州,4
大连市,124
天水市,9
天津市,387
太原市,133
威海市,23
娄底市,12
孝感市,6
宁德市,15
宁波市,191
安庆市,15
安康市,11
安阳市,9
定西市,4
宜宾市,15
宜昌市,35
宜春市,16
宝鸡市,21
宣城市,5
宿州市,6
宿迁市,10
山南市,2
岳阳市,15
崇左市,4
巴中市,2
巴彦淖尔市,3
巴音郭楞蒙古自治州,18
常州市,83
常德市,7
平凉市,2
平顶山市,7
广元市,6
广安市,3
广州市,1263
庆阳市,7
廊坊市,24
延安市,10
延边朝鲜族自治州,5
开封市,5
张家口市,9
张家界市,5
张掖市,5
徐州市,66
德宏傣族景颇族自治州,2
德州市,19
德阳市,20
忻州市,2
怀化市,6
恩施土家族苗族自治州,12
惠州市,56
成都市,571
扬州市,65
承德市,8
抚州市,3
抚顺市,1
拉萨市,12
揭阳市,9
攀枝花市,2
文山壮族苗族自治州,1
新乡市,23
新余市,3
无锡市,190
日喀则市,1
日照市,23
昆明市,178
昌吉回族自治州,5
昌都市,1
昭通市,1
晋中市,14
晋城市,10
普洱市,3
景德镇市,3
曲靖市,8
朔州市,8
朝阳市,5
本溪市,6
来宾市,5
杭州市,648
林芝市,1
枣庄市,23
柳州市,26
株洲市,28
桂林市,27
梅州市,9
梧州市,5
楚雄彝族自治州,6
榆林市,22
武威市,5
武汉市,422
毕节市,1
永州市,1
汉中市,9
汕头市,40
汕尾市,3
江门市,21
池州市,5
沈阳市,171
沧州市,15
河池市,1
河源市,4
泉州市,107
泰安市,37
泰州市,35
泸州市,12
洛阳市,29
济南市,341
济宁市,51
济源市,2
海东市,2
海北藏族自治州,1
海口市,118
淄博市,66
淮北市,4
淮南市,8
淮安市,15
深圳市,788
清远市,4
温州市,144
渭南市,7
湖州市,43
湘潭市,12
湘西土家族苗族自治州,2
湛江市,24
滁州市,8
滨州市,18
漯河市,5
漳州市,51
潍坊市,49
潜江市,2
潮州市,10
澄迈县,3
濮阳市,9
烟台市,84
焦作市,8
牡丹江市,5
玉林市,9
玉溪市,4
珠海市,219
甘南藏族自治州,1
白银市,1
百色市,5
益阳市,10
盐城市,42
盘锦市,8
眉山市,11
石嘴山市,2
石家庄市,78
石河子市,4
福州市,366
秦皇岛市,20
红河哈尼族彝族自治州,7
绍兴市,50
绥化市,1
绵阳市,38
聊城市,20
肇庆市,13
自贡市,12
舟山市,8
芜湖市,14
苏州市,341
茂名市,9
荆州市,15
荆门市,10
莆田市,10
菏泽市,14
萍乡市,7
营口市,7
葫芦岛市,5
蚌埠市,6
衡水市,4
衡阳市,11
衢州市,16
襄阳市,15
西双版纳傣族自治州,1
西宁市,40
西安市,638
西藏自治区,1
许昌市,3
贵港市,8
贵阳市,100
资阳市,5
赣州市,14
赤峰市,4
辽源市,2
辽阳市,6
达州市,2
运城市,9
连云港市,21
迪庆藏族自治州,1
通化市,4
通辽市,2
遂宁市,2
遵义市,8
邢台市,7
邯郸市,7
邵阳市,5
郑州市,244
郴州市,4
鄂尔多斯市,7
鄂州市,5
酒泉市,8
重庆市,411
金华市,65
金昌市,4
钦州市,3
铁岭市,3
铜川市,5
铜陵市,5
银川市,51
锡林郭勒盟,1
锦州市,8
镇江市,37
长春市,109
长沙市,238
长治市,16
阜新市,1
阜阳市,7
防城港市,3
阳江市,4
阳泉市,8
阿克苏地区,5
阿勒泰地区,1
阿坝藏族羌族自治州,1
阿拉善盟,1
陇南市,3
随州市,4
青岛市,316
鞍山市,27
韶关市,13
马鞍山市,12
驻马店市,2
鸡西市,1
鹤壁市,3
鹤岗市,1
鹰潭市,4
黄冈市,8
黄山市,5
黄石市,12
黑河市,1
黔东南苗族侗族自治州,1
黔南布依族苗族自治州,1
黔西南布依族苗族自治州,3
齐齐哈尔市,2
龙岩市,22
