城市,全部企业,企业密度
北京市,32541,19829.32919940477
石家庄市,1550,1102.4182076813654
天津市,12162,10163.797426040446
长治市,367,262.9881762809029
唐山市,701,520.3384798099762
巴彦淖尔市,97,14.891003991403132
锡林郭勒盟,97,4.852814632486842
赤峰市,241,26.771531087190766
邢台市,214,172.12257701278853
太原市,2999,4291.642816256439
衡水市,215,243.29523593979857
临汾市,279,137.42488424785734
运城市,374,263.6959740534442
阿拉善盟,31,1.2495969042244437
晋中市,291,177.52562225475842
吕梁市,166,78.52412488174076
包头市,527,189.78680495534428
保定市,948,427.31575388776196
承德市,158,40.01012914661939
呼伦贝尔市,128,5.059288537549407
廊坊市,492,766.4745287427947
乌兰察布市,125,22.954311737916846
鄂尔多斯市,472,54.32655786008609
秦皇岛市,195,249.9038831218762
沧州市,272,190.1565995525727
朔州市,133,125.17647058823529
阳泉市,134,293.92410616363236
乌海市,62,371.47992810065904
邯郸市,367,304.18566100290093
忻州市,129,51.288167938931295
兴安盟,73,13.241189167618943
呼和浩特市,1251,727.9180728499941
大同市,208,147.97951052931134
雄安新区,1,8.547008547008547
通辽市,188,31.939654440121643
张家口市,285,77.45196619289617
晋城市,291,308.7533156498674
山西转型综合改革示范区,25,424.0378580999711
沈阳市,4858,3742.681047765793
七台河市,26,42.003231017770595
长春市,2880,1163.9185257032007
大连市,3012,2275.440054392989
伊春市,19,5.792682926829268
朝阳市,244,123.870443699868
铁岭市,118,90.8740854832499
吉林市,397,143.26440763595684
葫芦岛市,169,162.35949658948985
四平市,88,85.92071860964656
阜新市,120,116.20025176721217
佳木斯市,71,21.866338158299968
齐齐哈尔市,95,22.482546444207784
牡丹江市,159,40.95088469364102
大庆市,324,152.79415232256542
抚顺市,261,231.56774021825925
锦州市,200,199.20318725099602
双鸭山市,19,8.616389279397758
鞍山市,357,385.73743922204216
白山市,78,44.558697514995714
本溪市,98,116.47254575707154
松原市,145,65.9090909090909
辽阳市,138,290.955091714105
鸡西市,48,21.339023739663908
丹东市,216,141.26880313930673
哈尔滨市,2336,440.18994497625687
辽源市,39,75.87548638132296
绥化市,85,24.374157657786824
延边朝鲜族自治州,155,35.77280805003577
白城市,57,22.128188206063896
鹤岗市,32,21.82066143879986
大兴安岭地区,11,1.3264358668258387
上海市,22351,35251.16315747969
黑河市,70,10.469324878107145
营口市,288,533.3530871513759
盘锦市,205,504.30504305043047
通化市,98,62.7722264924417
南京市,13865,21048.04540852032
中国（江苏）自由贸易试验区苏州片区,1,35.97122302158273
乌鲁木齐市,2541,1787.3849032448668
苏州市,12094,13969.681148438545
徐州市,2964,2519.3370165745855
扬州市,1601,2428.9925522020994
无锡市,3744,8090.831687361964
南通市,1926,1825.765475400512
连云港市,865,1135.9159553512802
常州市,2298,5256.175663311985
湖州市,1256,2158.0756013745704
