城市,全部企业,企业密度
北京市,12100,7373.310079985179
石家庄市,484,344.2389758179232
天津市,2365,1976.4332274778537
长治市,86,61.626657112146184
唐山市,211,156.6211401425178
巴彦淖尔市,29,4.451949646914338
锡林郭勒盟,30,1.5008705048928377
赤峰市,69,7.664878195087812
邢台市,27,21.716399903482667
太原市,757,1083.2856325128791
衡水市,35,39.60620119950209
临汾市,68,33.49423702098315
运城市,72,50.76500035253472
阿拉善盟,7,0.28216704288939054
晋中市,82,50.02440214738897
吕梁市,42,19.86754966887417
包头市,171,61.581676750216076
保定市,156,70.31778228532792
承德市,35,8.863003291972651
呼伦贝尔市,36,1.4229249011857708
廊坊市,123,191.6186321856987
乌兰察布市,17,3.121786396356691
鄂尔多斯市,133,15.308119058032734
秦皇岛市,69,88.42752787389466
沧州市,71,49.63646532438479
朔州市,37,34.8235294117647
阳泉市,43,94.31892958982232
乌海市,21,125.82384661473935
邯郸市,81,67.13634479900539
忻州市,27,10.73473282442748
兴安盟,12,2.176633835772977
呼和浩特市,382,222.27394390783195
大同市,42,29.880478087649404
通辽市,52,8.834372504714498
张家口市,53,14.403348099029813
晋城市,82,87.0026525198939
山西转型综合改革示范区,1,16.961514323998845
沈阳市,1060,816.6409861325116
七台河市,3,4.846526655896607
长春市,774,312.8031037827352
大连市,778,587.7464682329833
伊春市,1,0.3048780487804878
朝阳市,40,20.30663011473246
铁岭市,21,16.172506738544474
吉林市,125,45.108440691422174
葫芦岛市,28,26.89979825151311
四平市,22,21.48017965241164
阜新市,18,17.430037765081824
佳木斯市,17,5.2356020942408374
牡丹江市,45,11.589873026502175
齐齐哈尔市,24,5.679801206957756
大庆市,98,46.215515208677196
抚顺市,27,23.955283470854404
锦州市,48,47.808764940239044
双鸭山市,4,1.813976690399528
鞍山市,102,110.21069692058347
白山市,19,10.85404170237075
本溪市,19,22.581411932493463
松原市,33,14.999999999999998
辽阳市,24,50.60088551549652
鸡西市,13,5.779318929492309
丹东市,69,45.12753433616743
哈尔滨市,550,103.6406120449235
辽源市,13,25.291828793774318
绥化市,19,5.4483411235052905
延边朝鲜族自治州,51,11.770407810011768
白城市,11,4.270352109942156
鹤岗市,7,4.77326968973747
大兴安岭地区,2,0.24117015760469795
上海市,6249,9855.689614383724
黑河市,18,2.692112111513266
营口市,48,88.892181191896
盘锦市,46,113.16113161131611
通化市,16,10.248526774276197
南京市,2538,3852.8625493562618
乌鲁木齐市,700,492.39253532916445
苏州市,2313,2671.7275092060822
徐州市,433,368.04079898002544
扬州市,304,461.22032221701323
无锡市,921,1990.2927307853552
南通市,354,335.5768319271969
连云港市,152,199.60604070912672
常州市,467,1068.161024702653
湖州市,189,324.7422680412371
宿迁市,173,202.9563585171281
杭州市,3894,2310.4897063352155
镇江市,193,502.60416666666663
泰州市,171,295.48989113530325
温州市,690,571.9021964359717
嘉兴市,422,999.2896045465309
盐城市,245,144.35540890879093
金华市,381,348.1995978797295
淮安市,130,129.61116650049848
绍兴市,243,293.5137093851914
舟山市,56,384.8797250859106
宁波市,1077,1149.9554752615427
衢州市,92,104.0135669869983
丽水市,99,57.3082489146165
马鞍山市,105,259.3232897011608
安庆市,81,59.83158516767617
滁州市,80,59.189109203906476
台州市,201,200.23909145248058
亳州市,28,32.85999295857293
淮北市,48,175.11856986501277
合肥市,1695,1480.9960681520313
淮南市,47,84.95562424308154
铜陵市,33,109.70744680851064
芜湖市,152,252.2402920677066
蚌埠市,66,110.90573012939001
黄山市,29,29.570714795554196
阜阳市,100,98.83376161296698
南平市,80,30.441400304414003
宿州市,48,48.29459704195593
池州市,33,39.2903917132992
龙岩市,139,73.05024174900147
莆田市,161,389.7361413701283
厦门市,3031,15852.510460251046
三明市,104,45.28630524711517
六安市,63,40.774059931396025
宁德市,206,153.3650982727814
福州市,2463,2010.448126683536
宣城市,36,29.237391374969544
宜春市,110,58.9212062777867
九江市,121,63.423838976831945
赣州市,173,43.94990219241419
枣庄市,129,282.646801051709
抚州市,55,29.258431748058303
萍乡市,40,104.41138084051161
南昌市,688,956.219596942321
景德镇市,21,39.908779931584945
漳州市,275,213.47169404150046
吉安市,78,30.865418859562347
上饶市,132,58.05515239477503
青岛市,1976,1749.7564863189587
泉州市,643,569.6819349694339
新余市,38,120.25316455696202
鹰潭市,22,61.797752808988754
潍坊市,390,241.59078238245678
日照市,169,315.35734278783355
济宁市,350,312.8631447215518
威海市,194,334.6558564774884
东营市,253,306.9270896518258
济南市,2327,2271.5736040609136
泰安市,235,302.79603143924754
烟台市,514,141.39524647887322
淄博市,306,512.9924559932942
鹤壁市,34,158.87850467289718
聊城市,136,157.62633286972647
平顶山市,74,93.55246523388116
新乡市,104,125.43722108310214
临沂市,399,232.09819091385026
南阳市,158,59.597902757346006
漯河市,29,110.8139090561712
洛阳市,226,148.33289577316881
