城市,全部企业,企业密度
北京市,1652,1006.670103482274
石家庄市,50,35.56187766714082
天津市,268,223.96790907571452
长治市,9,6.449301325689717
唐山市,28,20.78384798099762
巴彦淖尔市,2,0.30703101013202333
赤峰市,3,0.3332555736994701
邢台市,6,4.82586664521837
太原市,91,130.22323983972524
衡水市,2,2.2632114971144053
临汾市,8,3.940498473056841
运城市,4,2.82027779736304
阿拉善盟,1,0.04030957755562722
晋中市,9,5.490483162518301
吕梁市,2,0.9460737937559128
包头市,16,5.762028233938346
保定市,19,8.564345278341222
承德市,6,1.5193719929095972
呼伦贝尔市,2,0.07905138339920949
廊坊市,15,23.36812587630472
乌兰察布市,1,0.18363449390333478
鄂尔多斯市,4,0.4603945581363228
秦皇岛市,13,16.660258874791747
沧州市,12,8.389261744966442
朔州市,5,4.705882352941177
阳泉市,4,8.773853915332309
乌海市,1,5.991611743559017
邯郸市,5,4.144218814753419
忻州市,1,0.3975826972010178
兴安盟,1,0.1813861529810814
呼和浩特市,35,20.36541370883277
大同市,6,4.2686397268070575
张家口市,3,0.8152838546620649
晋城市,4,4.244031830238727
沈阳市,127,97.84283513097073
长春市,74,29.906239896540573
大连市,83,62.703029387323404
伊春市,1,0.3048780487804878
朝阳市,3,1.5229972586049345
铁岭市,2,1.5402387370042356
锡林郭勒盟,1,0.050029016829761255
吉林市,16,5.7738804085020385
葫芦岛市,2,1.921414160822365
四平市,3,2.9291154071470418
阜新市,1,0.9683354313934347
佳木斯市,3,0.9239297813366183
齐齐哈尔市,1,0.23665838362323985
牡丹江市,4,1.0302109356890823
大庆市,13,6.130629568497995
抚顺市,1,0.8872327211427558
锦州市,4,3.9840637450199203
双鸭山市,1,0.453494172599882
鞍山市,20,21.609940572663426
本溪市,5,5.9424768243403845
辽阳市,4,8.433480919249421
鸡西市,1,0.44456299457633147
丹东市,15,9.810333551340745
哈尔滨市,79,14.88656063917992
辽源市,2,3.8910505836575875
延边朝鲜族自治州,3,0.6923769300006923
鹤岗市,1,0.6818956699624956
上海市,907,1430.486554688116
营口市,6,11.111522648987
盘锦市,5,12.300123001230011
通化市,4,2.5621316935690492
南京市,319,484.264441782761
苏州市,229,264.51603960579024
徐州市,38,32.29919252018699
无锡市,134,289.5757067592156
南通市,41,38.86624324580529
连云港市,11,14.445173998686801
常州市,55,125.80054894784995
湖州市,32,54.982817869415804
宿迁市,7,8.212106992022525
杭州市,419,248.61201513981905
扬州市,44,66.75557295246244
镇江市,27,70.3125
泰州市,23,39.744254363227924
温州市,111,92.00165768752589
嘉兴市,50,118.39924224484963
盐城市,34,20.032995522036295
金华市,46,42.03984646316944
淮安市,13,12.96111665004985
绍兴市,32,38.65201111245319
舟山市,6,41.23711340206185
宁波市,129,137.73839954386168
衢州市,9,10.175240248728095
丽水市,15,8.683068017366136
马鞍山市,7,17.288219313410718
安庆市,11,8.12527699807948
台州市,32,31.878860330743176
淮北市,3,10.944910616563298
合肥市,122,106.59676714722586
淮南市,6,10.845398839542325
铜陵市,2,6.648936170212766
芜湖市,7,11.616329239960173
蚌埠市,3,5.041169551335909
黄山市,3,3.059039461609055
阜阳市,6,5.930025696778019
南平市,7,2.663622526636225
滁州市,5,3.6993193252441547
宿州市,6,6.0368246302444915
池州市,3,3.571853792118109
龙岩市,13,6.832036998108051
莆田市,7,16.945049624788187
厦门市,260,1359.8326359832636
三明市,8,3.4835619420857826
六安市,4,2.588829201993398
宁德市,10,7.444907683144728
福州市,233,190.18855603624192
宣城市,2,1.6242995208316413
宜春市,12,6.427767957576731
九江市,10,5.241639584862145
赣州市,9,2.2864110967151894
枣庄市,16,35.05696757230499
抚州市,1,0.5319714863283328
萍乡市,7,18.271991647089532
南昌市,64,88.95066018068103
漳州市,38,29.497906813007333
吉安市,2,0.7914209963990345
上饶市,3,1.3194352816994326
青岛市,224,198.35296201186577
泉州市,75,66.4481261628422
新余市,2,6.329113924050633
鹰潭市,4,11.235955056179774
潍坊市,38,23.539614693675276
日照市,13,24.258257137525657
济宁市,29,25.922946276928577
威海市,19,32.77557357253752
景德镇市,2,3.800836183960471
东营市,29,35.18136600752153
济南市,216,210.85513471300274
泰安市,20,25.769875016106173
烟台市,60,16.505281690140844
淄博市,47,78.7929589270746
鹤壁市,3,14.018691588785046
聊城市,13,15.067222994900325
平顶山市,6,7.585335018963337
新乡市,14,16.88577976118683
临沂市,38,22.104589610842883
漯河市,3,11.46350783339702
洛阳市,22,14.43948542924652
许昌市,1,2.008435428800964
三门峡市,3,3.0193236714975846
德州市,12,11.58524811739718
郑州市,159,210.11790389550663
开封市,4,6.410256410256411
焦作市,6,15.105740181268882
菏泽市,9,7.404360345536816
滨州市,13,14.173571740078499
安阳市,10,13.601741022850923
南阳市,12,4.526422994228811
荆门市,8,6.4835075775994815
黄冈市,5,2.8641805579423725
荆州市,11,7.801971771047591
湘潭市,10,19.97602876548142
濮阳市,4,9.365488176071176
襄阳市,9,4.562043795620438
潜江市,2,9.98003992015968
商丘市,1,0.9342301943198804
仙桃市,2,7.880220646178092
株洲市,18,14.679497634969826
黄石市,11,24.096385542168672
孝感市,6,6.738544474393531
鄂州市,4,25.062656641604008
衡阳市,7,4.575462448526047
周口市,3,2.508151492350138
邵阳市,3,1.440645409143296
十堰市,18,7.605848052057804
宜昌市,21,9.9601593625498
咸宁市,3,3.0764403124432778
驻马店市,2,1.3259961546111516
济源市,2,10.357327809425167
恩施土家族苗族自治州,6,2.5
随州市,2,2.0802995631370917
武汉市,298,347.7591126307744
信阳市,1,0.5286529921759356
揭阳市,8,15.194681861348526
阳江市,1,1.257071024512885
韶关市,8,4.344756422093086
怀化市,3,1.088020890001088
河源市,2,1.27762872109365
益阳市,8,6.4935064935064934
肇庆市,10,6.715465717547511
郴州市,4,2.0680384655154582
清远市,3,1.5759613364152132
常德市,5,2.75072894316994
珠海市,152,875.3440908515024
岳阳市,12,8.076457127473414
张家界市,3,3.146633102580239
汕头市,32,145.51804423748544
湛江市,16,12.063635678202518
娄底市,7,8.631319358816276
潮州市,6,19.071837253655435
江门市,18,18.939393939393938
北海市,9,22.56204562547004
茂名市,9,7.876082961407193
长沙市,153,129.44162436548223
梅州市,5,3.1516888955284466
永州市,1,0.44925648052473155
湘西土家族苗族自治州,2,1.2928248222365868
汕尾市,2,4.113533525298231
佛山市,108,284.38115500879474
云浮市,1,1.2845215157353884
惠州市,34,29.966508020447733
东莞市,60,243.8945074956912
深圳市,486,2370.731707317073
中山市,33,185.01180151036905
广州市,900,1210.5886150866243
梧州市,4,3.1816735602927135
南宁市,93,42.0833521878818
柳州市,19,10.216701618540624
桂林市,16,5.783062854664402
贵港市,8,7.545746085644218
百色市,5,1.3811391635821224
澄迈县,1,4.816306085884369
玉林市,7,5.458515283842795
重庆市,296,35.96597812879708
海口市,73,316.7248051925513
三亚市,7,36.46631033871993
西藏自治区,1,0.008316914358237778
拉萨市,9,3.037051009971313
酒泉市,5,0.2604166666666667
遵义市,7,2.2751649494588357
防城港市,2,3.209242618741977
定西市,3,1.5299097353256157
黔西南布依族苗族自治州,3,1.7850767583006069
和田地区,2,0.08033870799289805
平凉市,2,1.7903500134276251
天水市,5,3.5021363031449186
金昌市,4,5.298715061597562
武威市,4,1.2364114517665075
崇左市,4,2.3078698361412417
张掖市,3,0.8207485226526592
六盘水市,1,1.0086746015735324
山南市,1,0.12617659676483206
黔东南苗族侗族自治州,1,0.3302291790502609
来宾市,4,2.9890898221491553
黔南布依族苗族自治州,1,0.38175224279442643
西宁市,30,39.43736032601551
庆阳市,4,1.4750894272965298
陇南市,1,0.3592083048960092
钦州市,3,2.757606397646842
昌都市,1,0.09106058260560751
临夏回族自治州,1,1.364070386031919
兰州市,112,84.89993935718617
贵阳市,70,87.03220191470844
博尔塔拉蒙古自治州,2,0.07352941176470587
自贡市,9,20.585544373284538
克拉玛依市,8,10.34527350316824
银川市,42,46.53543673507376
内江市,8,14.856081708449397
塔城地区,3,0.3161524166585345
昌吉回族自治州,2,0.27151627312419246
乐山市,4,3.144654088050314
石河子市,2,321.02728731942216
