城市,全部企业,企业密度
北京市,1278,778.7677919190958
石家庄市,38,27.027027027027025
天津市,215,179.67574795253216
长治市,8,5.732712289501971
唐山市,22,16.330166270783845
赤峰市,2,0.2221703824663134
邢台市,5,4.021555537681975
太原市,77,110.18889524899826
衡水市,1,1.1316057485572026
临汾市,7,3.447936163924736
运城市,4,2.82027779736304
晋中市,5,3.0502684236212785
包头市,13,4.681647940074906
保定市,15,6.761325219743069
承德市,5,1.2661433274246643
呼伦贝尔市,2,0.07905138339920949
廊坊市,13,20.25237575946409
乌兰察布市,1,0.18363449390333478
鄂尔多斯市,3,0.3452959186022421
秦皇岛市,13,16.660258874791747
沧州市,10,6.991051454138702
朔州市,4,3.764705882352941
阳泉市,4,8.773853915332309
乌海市,1,5.991611743559017
邯郸市,5,4.144218814753419
忻州市,1,0.3975826972010178
兴安盟,1,0.1813861529810814
呼和浩特市,25,14.546724077737693
大同市,6,4.2686397268070575
张家口市,3,0.8152838546620649
晋城市,2,2.1220159151193636
沈阳市,101,77.8120184899846
长春市,57,23.035887487875847
大连市,63,47.59386567953464
伊春市,1,0.3048780487804878
朝阳市,3,1.5229972586049345
锡林郭勒盟,1,0.050029016829761255
吉林市,12,4.330410306376529
葫芦岛市,2,1.921414160822365
四平市,3,2.9291154071470418
阜新市,1,0.9683354313934347
佳木斯市,2,0.6159531875577455
牡丹江市,3,0.7726582017668117
大庆市,11,5.187455788729073
抚顺市,1,0.8872327211427558
锦州市,4,3.9840637450199203
双鸭山市,1,0.453494172599882
吕梁市,1,0.4730368968779564
鞍山市,18,19.448946515397083
本溪市,5,5.9424768243403845
辽阳市,4,8.433480919249421
鸡西市,1,0.44456299457633147
丹东市,13,8.502289077828646
哈尔滨市,66,12.43687344539082
辽源市,2,3.8910505836575875
延边朝鲜族自治州,3,0.6923769300006923
鹤岗市,1,0.6818956699624956
上海市,692,1091.396577556975
营口市,5,9.259602207489166
盘锦市,1,2.4600246002460024
通化市,4,2.5621316935690492
南京市,250,379.5175876040447
苏州市,178,205.60635392939153
徐州市,30,25.4993625159371
无锡市,108,233.38937559697973
南通市,31,29.386671722438148
连云港市,8,10.505581089954036
常州市,47,107.50228728270814
湖州市,30,51.546391752577314
宿迁市,5,5.865790708587517
杭州市,332,196.99090459766091
扬州市,34,51.583851826902794
镇江市,23,59.89583333333333
泰州市,18,31.104199066874028
温州市,97,80.39784500621631
嘉兴市,46,108.92730286526167
盐城市,25,14.730143766203158
金华市,38,34.72856881740084
淮安市,10,9.970089730807576
绍兴市,29,35.028385070660704
舟山市,5,34.36426116838488
宁波市,106,113.18039032286308
衢州市,8,9.044657998869416
丽水市,11,6.367583212735166
马鞍山市,7,17.288219313410718
安庆市,9,6.647953907519574
台州市,25,24.905359633393104
淮北市,2,7.296607077708865
合肥市,92,80.38444735692441
淮南市,5,9.03783236628527
铜陵市,2,6.648936170212766
芜湖市,5,8.29737802854298
蚌埠市,2,3.3607797008906064
黄山市,3,3.059039461609055
阜阳市,5,4.941688080648349
南平市,3,1.1415525114155252
滁州市,3,2.219591595146493
宿州市,5,5.03068719187041
池州市,1,1.1906179307060363
龙岩市,10,5.2554130754677315
莆田市,6,14.524328249818446
厦门市,213,1114.0167364016736
六安市,2,1.294414600996699
宁德市,8,5.9559261465157824
福州市,183,149.37556117867928
宣城市,1,0.8121497604158207
宜春市,8,4.285178638384488
九江市,9,4.71747562637593
赣州市,9,2.2864110967151894
枣庄市,11,24.101665205959684
抚州市,1,0.5319714863283328
萍乡市,6,15.661707126076742
南昌市,52,72.27241139680334
漳州市,30,23.287821168163685
吉安市,2,0.7914209963990345
上饶市,3,1.3194352816994326
三明市,6,2.612671456564337
青岛市,186,164.70379881342424
泉州市,64,56.70240099229201
新余市,2,6.329113924050633
鹰潭市,3,8.42696629213483
潍坊市,26,16.10605215883045
日照市,7,13.062138458667661
济宁市,24,21.45347278090641
威海市,14,24.15042263239607
景德镇市,2,3.800836183960471
东营市,23,27.902462695620525
济南市,165,161.06989457243264
泰安市,17,21.904393763690244
烟台市,49,13.47931338028169
淄博市,38,63.70494551550712
鹤壁市,2,9.345794392523363
聊城市,11,12.749188687992582
平顶山市,5,6.321112515802781
新乡市,12,14.47352550958871
临沂市,28,16.287592344831598
漯河市,3,11.46350783339702
洛阳市,21,13.783145182462588
许昌市,1,2.008435428800964
三门峡市,2,2.0128824476650564
德州市,11,10.619810774280749
郑州市,129,170.47301636805253
开封市,4,6.410256410256411
菏泽市,7,5.758946935417524
滨州市,8,8.722197993894461
安阳市,7,9.521218715995646
南阳市,7,2.6404134133001396
荆门市,4,3.2417537887997407
黄冈市,3,1.7185083347654235
荆州市,10,7.092701610043265
湘潭市,9,17.978425888933277
濮阳市,4,9.365488176071176
襄阳市,9,4.562043795620438
潜江市,2,9.98003992015968
商丘市,1,0.9342301943198804
