城市,全部企业,企业密度
北京市,2505,1526.457995897758
石家庄市,78,55.47652916073968
天津市,387,323.41634631455787
长治市,16,11.465424579003942
唐山市,36,26.722090261282656
巴彦淖尔市,3,0.46054651519803497
赤峰市,4,0.4443407649326268
邢台市,7,5.630177752754765
太原市,133,190.3262736119061
衡水市,4,4.526422994228811
临汾市,9,4.433060782188947
运城市,9,6.34562504406684
阿拉善盟,1,0.04030957755562722
晋中市,14,8.54075158613958
吕梁市,5,2.3651844843897822
包头市,25,9.003169115528666
保定市,25,11.268875366238449
承德市,8,2.025829323879463
呼伦贝尔市,3,0.11857707509881422
廊坊市,24,37.38900140208755
乌兰察布市,2,0.36726898780666956
鄂尔多斯市,7,0.805690476738565
秦皇岛市,20,25.63116749967961
沧州市,15,10.486577181208053
朔州市,8,7.529411764705882
阳泉市,8,17.547707830664617
乌海市,2,11.983223487118034
邯郸市,7,5.801906340654786
忻州市,2,0.7951653944020356
兴安盟,2,0.3627723059621628
呼和浩特市,54,31.420924007913417
大同市,7,4.9800796812749
通辽市,2,0.3397835578736345
张家口市,9,2.4458515639861944
晋城市,10,10.610079575596817
沈阳市,171,131.74114021571648
长春市,109,44.051083090850305
大连市,124,93.67681498829039
伊春市,1,0.3048780487804878
朝阳市,5,2.5383287643415575
铁岭市,3,2.3103581055063533
锡林郭勒盟,1,0.050029016829761255
吉林市,25,9.021688138284436
葫芦岛市,5,4.803535402055912
四平市,3,2.9291154071470418
阜新市,1,0.9683354313934347
佳木斯市,5,1.5398829688943638
牡丹江市,5,1.2877636696113528
齐齐哈尔市,2,0.4733167672464797
大庆市,18,8.4885640179203
抚顺市,1,0.8872327211427558
锦州市,8,7.968127490039841
双鸭山市,1,0.453494172599882
鞍山市,27,29.173419773095624
本溪市,6,7.130972189208462
辽阳市,6,12.65022137887413
鸡西市,1,0.44456299457633147
丹东市,17,11.118378024852843
哈尔滨市,99,18.655310168086228
辽源市,2,3.8910505836575875
延边朝鲜族自治州,5,1.1539615500011537
鹤岗市,1,0.6818956699624956
上海市,1313,2070.814604526457
黑河市,1,0.14956178397295922
营口市,7,12.963443090484832
盘锦市,8,19.68019680196802
通化市,4,2.5621316935690492
绥化市,1,0.28675479597396264
南京市,468,710.4569239947717
苏州市,341,393.8863297186658
徐州市,66,56.09859753506162
无锡市,190,410.59242003172363
南通市,62,58.773343444876296
连云港市,21,27.57715036112935
常州市,83,189.8444647758463
湖州市,43,73.88316151202748
宿迁市,10,11.731581417175034
杭州市,648,384.4882716243502
扬州市,65,98.6161873161377
镇江市,37,96.35416666666667
泰州市,35,60.48038707447728
温州市,144,119.35350186489845
嘉兴市,73,172.86289367748046
盐城市,42,24.746641527221303
金华市,65,59.40413087186985
淮安市,15,14.955134596211364
绍兴市,50,60.39376736320811
舟山市,8,54.982817869415804
宁波市,191,203.9382504874231
衢州市,16,18.089315997738833
丽水市,18,10.419681620839363
马鞍山市,12,29.63694739441837
安庆市,15,11.07992317919929
台州市,42,41.84100418410042
淮北市,4,14.59321415541773
合肥市,201,175.62254259501964
淮南市,8,14.460531786056432
铜陵市,5,16.622340425531913
芜湖市,14,23.232658479920346
蚌埠市,6,10.082339102671819
黄山市,5,5.098399102681758
阜阳市,7,6.918363312907689
南平市,8,3.0441400304414
滁州市,8,5.918910920390648
亳州市,1,1.1735711770918904
宿州市,6,6.0368246302444915
池州市,5,5.953089653530181
龙岩市,22,11.56190876602901
莆田市,10,24.20721374969741
厦门市,410,2144.351464435146
三明市,13,5.660788155889397
六安市,8,5.177658403986796
宁德市,15,11.167361524717093
福州市,366,298.75112235735855
宣城市,5,4.060748802079103
宜春市,16,8.570357276768975
九江市,12,6.289967501834574
赣州市,14,3.5566394837791835
枣庄市,23,50.39439088518843
抚州市,3,1.5959144589849983
萍乡市,7,18.271991647089532
南昌市,91,126.47671994440583
漳州市,51,39.589295985878266
吉安市,6,2.3742629891971037
上饶市,8,3.5184940845318198
青岛市,316,279.81935712388207
泉州市,107,94.7993266589882
新余市,3,9.493670886075948
鹰潭市,4,11.235955056179774
潍坊市,49,30.3537136839497
日照市,23,42.918454935622314
济宁市,51,45.58862965942612
威海市,23,39.675694324650685
景德镇市,3,5.701254275940707
东营市,41,49.73917263132355
济南市,341,332.8777821163608
泰安市,37,47.674268779796414
烟台市,84,23.10739436619718
淄博市,66,110.64543168482815
鹤壁市,3,14.018691588785046
聊城市,20,23.180343069077423
平顶山市,7,8.849557522123893
新乡市,23,27.74092389337836
临沂市,58,33.73858414286545
漯河市,5,19.105846388995033
洛阳市,29,19.03386715673405
濮阳市,9,21.072348396160148
许昌市,3,6.025306286402892
三门峡市,4,4.025764895330113
德州市,19,18.3433095192122
郑州市,244,322.4450852232932
开封市,5,8.012820512820513
焦作市,8,20.14098690835851
